,cluster,year,month,day,datetime,maximum,site,Max PM2.5
872,7,2017.0,6.0,19.0,2017-06-19,61.0,Houston Bayland Park C53/A146,9.094583333
873,10,2017.0,6.0,20.0,2017-06-20,42.0,Manvel Croix Park C84,11.615
874,11,2017.0,6.0,21.0,2017-06-21,27.0,Northwest Harris Co. C26/A110/X154,4.73375
875,7,2017.0,6.0,22.0,2017-06-22,37.0,Galveston 99th St. C1034/A320/X183,7.956666667
876,7,2017.0,6.0,23.0,2017-06-23,50.0,Conroe Relocated C78/A321,13.20166667
877,15,2017.0,6.0,24.0,2017-06-24,37.0,Galveston 99th St. C1034/A320/X183,9.141666667
878,12,2017.0,6.0,25.0,2017-06-25,34.0,Manvel Croix Park C84,8.54875
879,12,2017.0,6.0,26.0,2017-06-26,47.0,Houston Bayland Park C53/A146,12.25458333
880,14,2017.0,6.0,27.0,2017-06-27,40.0,Northwest Harris Co. C26/A110/X154,6.873333333
881,6,2017.0,6.0,28.0,2017-06-28,37.0,Houston Westhollow C410/C3003,5.090666667
882,2,2017.0,6.0,29.0,2017-06-29,35.0,Conroe Relocated C78/A321,14.02
883,0,2017.0,6.0,30.0,2017-06-30,36.0,Conroe Relocated C78/A321,24.9575
884,8,2017.0,7.0,1.0,2017-07-01,36.0,Conroe Relocated C78/A321,34.49791667
885,12,2017.0,7.0,2.0,2017-07-02,40.0,Conroe Relocated C78/A321,20.48208333
886,12,2017.0,7.0,3.0,2017-07-03,39.0,Conroe Relocated C78/A321,9.433333333
887,12,2017.0,7.0,4.0,2017-07-04,37.0,Conroe Relocated C78/A321,11.20083333
888,12,2017.0,7.0,5.0,2017-07-05,39.0,Conroe Relocated C78/A321,10.63625
889,12,2017.0,7.0,6.0,2017-07-06,54.0,Northwest Harris Co. C26/A110/X154,8.76875
890,12,2017.0,7.0,7.0,2017-07-07,50.0,Houston Aldine C8/AF108/X150,7.9
891,12,2017.0,7.0,8.0,2017-07-08,44.0,Houston Aldine C8/AF108/X150,8.020833333
892,12,2017.0,7.0,9.0,2017-07-09,41.0,Galveston 99th St. C1034/A320/X183,6.312083333
893,12,2017.0,7.0,10.0,2017-07-10,42.0,Seabrook Friendship Park C45,10.28958333
894,8,2017.0,7.0,11.0,2017-07-11,36.0,Conroe Relocated C78/A321,11.15583333
895,0,2017.0,7.0,12.0,2017-07-12,26.0,Northwest Harris Co. C26/A110/X154,10.26928571
896,8,2017.0,7.0,13.0,2017-07-13,40.0,Houston Aldine C8/AF108/X150,8.181666667
897,12,2017.0,7.0,14.0,2017-07-14,59.0,Seabrook Friendship Park C45,10.85916667
898,12,2017.0,7.0,15.0,2017-07-15,41.0,Galveston 99th St. C1034/A320/X183,8.75875
899,12,2017.0,7.0,16.0,2017-07-16,60.0,Houston Bayland Park C53/A146,9.458333333
900,14,2017.0,7.0,17.0,2017-07-17,55.0,Northwest Harris Co. C26/A110/X154,8.375
901,9,2017.0,7.0,18.0,2017-07-18,51.0,Houston Aldine C8/AF108/X150,6.955217391
902,12,2017.0,7.0,19.0,2017-07-19,50.0,Conroe Relocated C78/A321,8.1725
903,12,2017.0,7.0,20.0,2017-07-20,57.0,Seabrook Friendship Park C45,9.615
904,12,2017.0,7.0,21.0,2017-07-21,48.0,Conroe Relocated C78/A321,10.88791667
905,12,2017.0,7.0,22.0,2017-07-22,35.0,Conroe Relocated C78/A321,8.015416667
906,8,2017.0,7.0,23.0,2017-07-23,31.0,Conroe Relocated C78/A321,19.3625
907,14,2017.0,7.0,24.0,2017-07-24,35.0,Houston Aldine C8/AF108/X150,32.13041667
908,12,2017.0,7.0,25.0,2017-07-25,47.0,Conroe Relocated C78/A321,23.17666667
909,12,2017.0,7.0,26.0,2017-07-26,50.0,Conroe Relocated C78/A321,8.922916667
910,12,2017.0,7.0,27.0,2017-07-27,57.0,Conroe Relocated C78/A321,11.615
911,12,2017.0,7.0,28.0,2017-07-28,47.0,Houston Aldine C8/AF108/X150,12.2425
912,14,2017.0,7.0,29.0,2017-07-29,49.0,Houston Aldine C8/AF108/X150,9.394166667
913,13,2017.0,7.0,30.0,2017-07-30,52.0,Manvel Croix Park C84,11.41666667
914,12,2017.0,7.0,31.0,2017-07-31,65.0,Manvel Croix Park C84,13.405
915,12,2017.0,8.0,1.0,2017-08-01,62.0,Houston Bayland Park C53/A146,11.875
916,13,2017.0,8.0,2.0,2017-08-02,41.0,Galveston 99th St. C1034/A320/X183,7.875
917,12,2017.0,8.0,3.0,2017-08-03,60.0,Houston Bayland Park C53/A146,13.46125
918,12,2017.0,8.0,4.0,2017-08-04,78.0,Seabrook Friendship Park C45,13.20833333
919,12,2017.0,8.0,5.0,2017-08-05,44.0,Conroe Relocated C78/A321,10.19291667
920,0,2017.0,8.0,6.0,2017-08-06,23.0,Conroe Relocated C78/A321,15.56333333
921,15,2017.0,8.0,7.0,2017-08-07,32.0,Northwest Harris Co. C26/A110/X154,10.89916667
922,15,2017.0,8.0,8.0,2017-08-08,42.0,Channelview C15/AH115,7.355416667
923,14,2017.0,8.0,9.0,2017-08-09,59.0,Wallisville Road C617,10.72041667
924,12,2017.0,8.0,10.0,2017-08-10,41.0,Houston Aldine C8/AF108/X150,12.12625
925,12,2017.0,8.0,11.0,2017-08-11,38.0,Houston Aldine C8/AF108/X150,10.63166667
926,12,2017.0,8.0,12.0,2017-08-12,40.0,Houston Aldine C8/AF108/X150,9.970416667
927,13,2017.0,8.0,13.0,2017-08-13,30.0,Conroe Relocated C78/A321,8.187916667
928,15,2017.0,8.0,14.0,2017-08-14,39.0,Conroe Relocated C78/A321,12.00625
929,2,2017.0,8.0,15.0,2017-08-15,31.0,Conroe Relocated C78/A321,9.868333333
930,0,2017.0,8.0,16.0,2017-08-16,36.0,Conroe Relocated C78/A321,15.6175
931,0,2017.0,8.0,17.0,2017-08-17,37.0,Conroe Relocated C78/A321,15.36916667
932,12,2017.0,8.0,18.0,2017-08-18,45.0,Houston Aldine C8/AF108/X150,10.88
933,12,2017.0,8.0,19.0,2017-08-19,50.0,HRM-3 Haden Road C603/A114,8.443333333
934,13,2017.0,8.0,20.0,2017-08-20,46.0,Houston Aldine C8/AF108/X150,7.999166667
935,8,2017.0,8.0,21.0,2017-08-21,63.0,Northwest Harris Co. C26/A110/X154,8.952916667
936,12,2017.0,8.0,22.0,2017-08-22,65.0,Clinton C403/C304/AH113,8.5025
937,12,2017.0,8.0,23.0,2017-08-23,50.0,Houston Croquet C409,10.29166667
938,11,2017.0,8.0,24.0,2017-08-24,46.0,Northwest Harris Co. C26/A110/X154,13.0
939,3,2017.0,8.0,25.0,2017-08-25,23.0,Conroe Relocated C78/A321,7.62125
940,1,2017.0,8.0,26.0,2017-08-26,28.0,Northwest Harris Co. C26/A110/X154,2.91
941,14,2017.0,8.0,27.0,2017-08-27,30.0,Conroe Relocated C78/A321,1.494583333
942,11,2017.0,8.0,28.0,2017-08-28,34.0,Northwest Harris Co. C26/A110/X154,2.109583333
943,11,2017.0,8.0,29.0,2017-08-29,35.0,Northwest Harris Co. C26/A110/X154,6.211666667
944,11,2017.0,8.0,30.0,2017-08-30,42.0,Northwest Harris Co. C26/A110/X154,12.75125
945,11,2017.0,8.0,31.0,2017-08-31,57.0,Wallisville Road C617,14.92041667
946,11,2017.0,9.0,1.0,2017-09-01,96.0,Houston Bayland Park C53/A146,21.615
947,15,2017.0,9.0,2.0,2017-09-02,77.0,Clinton C403/C304/AH113,17.76291667
948,12,2017.0,9.0,3.0,2017-09-03,78.0,Clinton C403/C304/AH113,19.22333333
949,12,2017.0,9.0,4.0,2017-09-04,74.0,Northwest Harris Co. C26/A110/X154,20.01625
950,15,2017.0,9.0,5.0,2017-09-05,67.0,Park Place C416,16.9525
951,15,2017.0,9.0,6.0,2017-09-06,43.0,Manvel Croix Park C84,9.6975
952,11,2017.0,9.0,7.0,2017-09-07,63.0,Manvel Croix Park C84,12.22208333
953,15,2017.0,9.0,8.0,2017-09-08,69.0,Manvel Croix Park C84,14.12083333
954,14,2017.0,9.0,9.0,2017-09-09,65.0,Manvel Croix Park C84,10.59125
955,14,2017.0,9.0,10.0,2017-09-10,60.0,Manvel Croix Park C84,12.58041667
956,14,2017.0,9.0,11.0,2017-09-11,60.0,Manvel Croix Park C84,13.35708333
957,11,2017.0,9.0,12.0,2017-09-12,89.0,Seabrook Friendship Park C45,19.3835
958,7,2017.0,9.0,13.0,2017-09-13,71.0,Houston Aldine C8/AF108/X150,16.94958333
959,7,2017.0,9.0,14.0,2017-09-14,82.0,Conroe Relocated C78/A321,13.43916667
960,6,2017.0,9.0,15.0,2017-09-15,65.0,Conroe Relocated C78/A321,10.18916667
961,2,2017.0,9.0,16.0,2017-09-16,66.0,Houston Aldine C8/AF108/X150,11.34208333
962,0,2017.0,9.0,17.0,2017-09-17,58.0,Houston Aldine C8/AF108/X150,11.63458333
963,0,2017.0,9.0,18.0,2017-09-18,30.0,Conroe Relocated C78/A321,7.88125
964,15,2017.0,9.0,19.0,2017-09-19,42.0,Conroe Relocated C78/A321,9.375833333
965,2,2017.0,9.0,20.0,2017-09-20,38.0,Conroe Relocated C78/A321,11.55583333
966,1,2017.0,9.0,21.0,2017-09-21,33.0,Seabrook Friendship Park C45,9.105
967,2,2017.0,9.0,22.0,2017-09-22,66.0,Northwest Harris Co. C26/A110/X154,11.80208333
968,3,2017.0,9.0,23.0,2017-09-23,65.0,Northwest Harris Co. C26/A110/X154,11.78958333
969,3,2017.0,9.0,24.0,2017-09-24,57.0,Northwest Harris Co. C26/A110/X154,9.2325
970,3,2017.0,9.0,25.0,2017-09-25,53.0,Northwest Harris Co. C26/A110/X154,6.745416667
971,3,2017.0,9.0,26.0,2017-09-26,54.0,Northwest Harris Co. C26/A110/X154,7.2575
972,3,2017.0,9.0,27.0,2017-09-27,63.0,Houston Westhollow C410/C3003,12.51666667
973,3,2017.0,9.0,28.0,2017-09-28,54.0,Manvel Croix Park C84,15.33333333
974,6,2017.0,9.0,29.0,2017-09-29,69.0,Manvel Croix Park C84,18.63958333
975,10,2017.0,9.0,30.0,2017-09-30,78.0,Manvel Croix Park C84,11.95208333
976,10,2018.0,6.0,1.0,2018-06-01,64.0,Conroe Relocated C78/A321,16.935
977,14,2018.0,6.0,2.0,2018-06-02,51.0,Conroe Relocated C78/A321,12.375
978,13,2018.0,6.0,3.0,2018-06-03,54.0,Houston Aldine C8/AF108/X150,10.79166667
979,12,2018.0,6.0,4.0,2018-06-04,63.0,Wallisville Road C617,11.75
980,15,2018.0,6.0,5.0,2018-06-05,48.0,Houston Aldine C8/AF108/X150,12.26458333
981,11,2018.0,6.0,6.0,2018-06-06,63.0,Conroe Relocated C78/A321,9.5625
982,11,2018.0,6.0,7.0,2018-06-07,67.0,Conroe Relocated C78/A321,9.119583333
983,14,2018.0,6.0,8.0,2018-06-08,73.0,Conroe Relocated C78/A321,7.995
984,12,2018.0,6.0,9.0,2018-06-09,43.0,Conroe Relocated C78/A321,12.375
985,0,2018.0,6.0,10.0,2018-06-10,28.0,Conroe Relocated C78/A321,25.06291667
986,2,2018.0,6.0,11.0,2018-06-11,36.0,Conroe Relocated C78/A321,16.19708333
987,2,2018.0,6.0,12.0,2018-06-12,49.0,Conroe Relocated C78/A321,10.63041667
988,6,2018.0,6.0,13.0,2018-06-13,59.0,Conroe Relocated C78/A321,8.922916667
989,5,2018.0,6.0,14.0,2018-06-14,47.0,Conroe Relocated C78/A321,8.19
990,1,2018.0,6.0,15.0,2018-06-15,46.0,Conroe Relocated C78/A321,8.083333333
991,3,2018.0,6.0,16.0,2018-06-16,38.0,Northwest Harris Co. C26/A110/X154,14.115
992,2,2018.0,6.0,17.0,2018-06-17,27.0,Houston Westhollow C410/C3003,8.0
993,1,2018.0,6.0,18.0,2018-06-18,29.0,Northwest Harris Co. C26/A110/X154,5.125
994,0,2018.0,6.0,19.0,2018-06-19,25.0,Galveston 99th St. C1034/A320/X183,12.29166667
995,2,2018.0,6.0,20.0,2018-06-20,23.0,Galveston 99th St. C1034/A320/X183,14.66666667
996,11,2018.0,6.0,21.0,2018-06-21,51.0,Conroe Relocated C78/A321,16.91666667
997,11,2018.0,6.0,22.0,2018-06-22,40.0,Houston Aldine C8/AF108/X150,18.69565217
998,7,2018.0,6.0,23.0,2018-06-23,37.0,Conroe Relocated C78/A321,12.0
999,2,2018.0,6.0,24.0,2018-06-24,31.0,Conroe Relocated C78/A321,9.0
1000,1,2018.0,6.0,25.0,2018-06-25,25.0,Conroe Relocated C78/A321,14.75
1001,0,2018.0,6.0,26.0,2018-06-26,50.0,Conroe Relocated C78/A321,13.33333333
1002,12,2018.0,6.0,27.0,2018-06-27,49.0,Conroe Relocated C78/A321,9.833333333
1003,8,2018.0,6.0,28.0,2018-06-28,43.0,Conroe Relocated C78/A321,15.41666667
1004,0,2018.0,6.0,29.0,2018-06-29,40.0,Conroe Relocated C78/A321,26.91666667
1005,0,2018.0,6.0,30.0,2018-06-30,36.0,Conroe Relocated C78/A321,37.75
1006,0,2018.0,7.0,1.0,2018-07-01,39.0,Conroe Relocated C78/A321,36.91666667
1007,12,2018.0,7.0,2.0,2018-07-02,56.0,Conroe Relocated C78/A321,23.26708333
1008,8,2018.0,7.0,3.0,2018-07-03,49.0,Channelview C15/AH115,23.45
1009,8,2018.0,7.0,4.0,2018-07-04,24.0,Houston Westhollow C410/C3003,50.57142857
1010,12,2018.0,7.0,5.0,2018-07-05,48.0,Lang C408,15.0
1011,12,2018.0,7.0,6.0,2018-07-06,59.0,Houston Croquet C409,14.13043478
1012,12,2018.0,7.0,7.0,2018-07-07,53.0,Houston Westhollow C410/C3003,11.0
1013,12,2018.0,7.0,8.0,2018-07-08,43.0,Conroe Relocated C78/A321,10.04166667
1014,12,2018.0,7.0,9.0,2018-07-09,30.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,18.42105263
1015,12,2018.0,7.0,10.0,2018-07-10,64.0,Houston Aldine C8/AF108/X150,21.4
1016,12,2018.0,7.0,11.0,2018-07-11,57.0,Wallisville Road C617,18.58375
1017,12,2018.0,7.0,12.0,2018-07-12,50.0,Conroe Relocated C78/A321,11.35375
1018,12,2018.0,7.0,13.0,2018-07-13,50.0,Conroe Relocated C78/A321,11.30333333
1019,12,2018.0,7.0,14.0,2018-07-14,39.0,Conroe Relocated C78/A321,11.32916667
1020,12,2018.0,7.0,15.0,2018-07-15,29.0,Houston Aldine C8/AF108/X150,27.35083333
1021,12,2018.0,7.0,16.0,2018-07-16,46.0,Houston Aldine C8/AF108/X150,34.44458333
1022,12,2018.0,7.0,17.0,2018-07-17,49.0,Wallisville Road C617,24.03125
1023,12,2018.0,7.0,18.0,2018-07-18,50.0,Wallisville Road C617,17.94625
1024,12,2018.0,7.0,19.0,2018-07-19,45.0,Houston Aldine C8/AF108/X150,17.89875
1025,12,2018.0,7.0,20.0,2018-07-20,56.0,Houston Aldine C8/AF108/X150,20.88458333
1026,12,2018.0,7.0,21.0,2018-07-21,48.0,Houston Aldine C8/AF108/X150,16.46291667
1027,12,2018.0,7.0,22.0,2018-07-22,52.0,Wallisville Road C617,19.95833333
1028,12,2018.0,7.0,23.0,2018-07-23,81.0,Wallisville Road C617,16.29208333
1029,12,2018.0,7.0,24.0,2018-07-24,73.0,Houston Croquet C409,12.375
1030,12,2018.0,7.0,25.0,2018-07-25,72.0,Park Place C416,16.41666667
1031,12,2018.0,7.0,26.0,2018-07-26,107.0,Galveston 99th St. C1034/A320/X183,18.23809524
1032,12,2018.0,7.0,27.0,2018-07-27,109.0,Houston Aldine C8/AF108/X150,19.20833333
1033,12,2018.0,7.0,28.0,2018-07-28,86.0,Houston Aldine C8/AF108/X150,14.58333333
1034,12,2018.0,7.0,29.0,2018-07-29,71.0,Wallisville Road C617,20.875
1035,12,2018.0,7.0,30.0,2018-07-30,64.0,Wallisville Road C617,18.51625
1036,13,2018.0,7.0,31.0,2018-07-31,49.0,Conroe Relocated C78/A321,10.5
1037,14,2018.0,8.0,1.0,2018-08-01,77.0,Lake Jackson C1016,12.625
1038,14,2018.0,8.0,2.0,2018-08-02,78.0,Manvel Croix Park C84,13.875
1039,13,2018.0,8.0,3.0,2018-08-03,76.0,Houston Westhollow C410/C3003,15.16333333
1040,8,2018.0,8.0,4.0,2018-08-04,42.0,Conroe Relocated C78/A321,9.1075
1041,8,2018.0,8.0,5.0,2018-08-05,58.0,Northwest Harris Co. C26/A110/X154,7.739166667
1042,12,2018.0,8.0,6.0,2018-08-06,45.0,Conroe Relocated C78/A321,6.964583333
1043,12,2018.0,8.0,7.0,2018-08-07,39.0,Conroe Relocated C78/A321,8.082916667
1044,8,2018.0,8.0,8.0,2018-08-08,39.0,Conroe Relocated C78/A321,9.736666667
1045,8,2018.0,8.0,9.0,2018-08-09,33.0,Conroe Relocated C78/A321,10.30041667
1046,12,2018.0,8.0,10.0,2018-08-10,43.0,Wallisville Road C617,14.04166667
1047,12,2018.0,8.0,11.0,2018-08-11,30.0,Conroe Relocated C78/A321,16.47
1048,8,2018.0,8.0,12.0,2018-08-12,23.0,Conroe Relocated C78/A321,32.91166667
1049,0,2018.0,8.0,13.0,2018-08-13,45.0,Conroe Relocated C78/A321,32.08291667
1050,0,2018.0,8.0,14.0,2018-08-14,46.0,Conroe Relocated C78/A321,26.785
1051,0,2018.0,8.0,15.0,2018-08-15,45.0,Conroe Relocated C78/A321,16.30166667
1052,12,2018.0,8.0,16.0,2018-08-16,40.0,Conroe Relocated C78/A321,13.75375
1053,12,2018.0,8.0,17.0,2018-08-17,43.0,Conroe Relocated C78/A321,13.95
1054,12,2018.0,8.0,18.0,2018-08-18,38.0,Wallisville Road C617,10.92708333
1055,12,2018.0,8.0,19.0,2018-08-19,33.0,Conroe Relocated C78/A321,6.865
1056,15,2018.0,8.0,20.0,2018-08-20,36.0,Wallisville Road C617,12.02541667
1057,12,2018.0,8.0,21.0,2018-08-21,50.0,Wallisville Road C617,9.519166667
1058,12,2018.0,8.0,22.0,2018-08-22,73.0,Galveston 99th St. C1034/A320/X183,11.11666667
1059,12,2018.0,8.0,23.0,2018-08-23,99.0,Clinton C403/C304/AH113,16.48541667
1060,12,2018.0,8.0,24.0,2018-08-24,91.0,Houston Aldine C8/AF108/X150,18.57291667
1061,4,2018.0,8.0,25.0,2018-08-25,77.0,Northwest Harris Co. C26/A110/X154,15.42583333
1062,12,2018.0,8.0,26.0,2018-08-26,55.0,Houston Aldine C8/AF108/X150,12.24458333
1063,12,2018.0,8.0,27.0,2018-08-27,48.0,Conroe Relocated C78/A321,7.69125
1064,0,2018.0,8.0,28.0,2018-08-28,40.0,Conroe Relocated C78/A321,6.762083333
1065,8,2018.0,8.0,29.0,2018-08-29,40.0,Conroe Relocated C78/A321,7.0725
1066,12,2018.0,8.0,30.0,2018-08-30,55.0,Northwest Harris Co. C26/A110/X154,5.791666667
1067,13,2018.0,8.0,31.0,2018-08-31,65.0,Houston Westhollow C410/C3003,7.500833333
1068,1,2018.0,9.0,1.0,2018-09-01,55.0,Houston Westhollow C410/C3003,5.757083333
1069,1,2018.0,9.0,2.0,2018-09-02,29.0,Wallisville Road C617,6.0
1070,1,2018.0,9.0,3.0,2018-09-03,28.0,Galveston 99th St. C1034/A320/X183,5.0
1071,1,2018.0,9.0,4.0,2018-09-04,35.0,Northwest Harris Co. C26/A110/X154,6.583333333
1072,1,2018.0,9.0,5.0,2018-09-05,48.0,Northwest Harris Co. C26/A110/X154,7.625
1073,8,2018.0,9.0,6.0,2018-09-06,48.0,Conroe Relocated C78/A321,8.910833333
1074,8,2018.0,9.0,7.0,2018-09-07,37.0,Conroe Relocated C78/A321,12.925
1075,10,2018.0,9.0,8.0,2018-09-08,34.0,Conroe Relocated C78/A321,11.34708333
1076,7,2018.0,9.0,9.0,2018-09-09,38.0,Wallisville Road C617,7.125416667
1077,7,2018.0,9.0,10.0,2018-09-10,30.0,Wallisville Road C617,7.166666667
1078,7,2018.0,9.0,11.0,2018-09-11,29.0,Galveston 99th St. C1034/A320/X183,6.791666667
1079,6,2018.0,9.0,12.0,2018-09-12,40.0,Northwest Harris Co. C26/A110/X154,6.04875
1080,5,2018.0,9.0,13.0,2018-09-13,32.0,Galveston 99th St. C1034/A320/X183,6.375
1081,5,2018.0,9.0,14.0,2018-09-14,27.0,Galveston 99th St. C1034/A320/X183,5.375
1082,5,2018.0,9.0,15.0,2018-09-15,43.0,Northwest Harris Co. C26/A110/X154,6.833333333
1083,5,2018.0,9.0,16.0,2018-09-16,73.0,Wallisville Road C617,10.41666667
1084,10,2018.0,9.0,17.0,2018-09-17,88.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,9.588333333
1085,5,2018.0,9.0,18.0,2018-09-18,89.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,10.91666667
1086,1,2018.0,9.0,19.0,2018-09-19,71.0,Houston Aldine C8/AF108/X150,9.302916667
1087,2,2018.0,9.0,20.0,2018-09-20,43.0,Conroe Relocated C78/A321,9.157727273
1088,0,2018.0,9.0,21.0,2018-09-21,24.0,Conroe Relocated C78/A321,6.70375
1089,13,2018.0,9.0,22.0,2018-09-22,22.0,Wallisville Road C617,6.541666667
1090,10,2018.0,9.0,23.0,2018-09-23,53.0,Wallisville Road C617,5.382083333
1091,2,2018.0,9.0,24.0,2018-09-24,60.0,Wallisville Road C617,9.74125
1092,2,2018.0,9.0,25.0,2018-09-25,42.0,Conroe Relocated C78/A321,8.076666667
1093,0,2018.0,9.0,26.0,2018-09-26,29.0,Wallisville Road C617,8.625
1094,15,2018.0,9.0,27.0,2018-09-27,34.0,Lake Jackson C1016,7.25
1095,11,2018.0,9.0,28.0,2018-09-28,40.0,Houston Westhollow C410/C3003,14.91666667
1096,0,2018.0,9.0,29.0,2018-09-29,28.0,Galveston 99th St. C1034/A320/X183,10.75
1097,0,2018.0,9.0,30.0,2018-09-30,35.0,Northwest Harris Co. C26/A110/X154,7.583333333
1098,7,2019.0,6.0,1.0,2019-06-01,81.0,Houston Aldine C8/AF108/X150,10.04166667
1099,7,2019.0,6.0,2.0,2019-06-02,53.0,Wallisville Road C617,8.005
1100,3,2019.0,6.0,3.0,2019-06-03,72.0,Houston Aldine C8/AF108/X150,8.859583333
1101,2,2019.0,6.0,4.0,2019-06-04,51.0,Conroe Relocated C78/A321,6.652173913
1102,2,2019.0,6.0,5.0,2019-06-05,25.0,Galveston 99th St. C1034/A320/X183,4.125
1103,3,2019.0,6.0,6.0,2019-06-06,65.0,Wallisville Road C617,6.712916667
1104,7,2019.0,6.0,7.0,2019-06-07,59.0,Houston Aldine C8/AF108/X150,9.665416667
1105,7,2019.0,6.0,8.0,2019-06-08,81.0,Galveston 99th St. C1034/A320/X183,9.126666667
1106,11,2019.0,6.0,9.0,2019-06-09,92.0,Clinton C403/C304/AH113,14.82041667
1107,12,2019.0,6.0,10.0,2019-06-10,63.0,Lake Jackson C1016,12.31916667
1108,12,2019.0,6.0,11.0,2019-06-11,83.0,Houston Croquet C409,10.36625
1109,15,2019.0,6.0,12.0,2019-06-12,91.0,Houston Bayland Park C53/A146,12.42875
1110,15,2019.0,6.0,13.0,2019-06-13,81.0,Galveston 99th St. C1034/A320/X183,12.58333333
1111,15,2019.0,6.0,14.0,2019-06-14,83.0,Conroe Relocated C78/A321,16.23625
1112,0,2019.0,6.0,15.0,2019-06-15,28.0,Conroe Relocated C78/A321,12.77625
1113,1,2019.0,6.0,16.0,2019-06-16,45.0,Galveston 99th St. C1034/A320/X183,14.75
1114,2,2019.0,6.0,17.0,2019-06-17,81.0,Houston Aldine C8/AF108/X150,8.045416667
1115,11,2019.0,6.0,18.0,2019-06-18,61.0,Houston Aldine C8/AF108/X150,10.31
1116,15,2019.0,6.0,19.0,2019-06-19,36.0,Conroe Relocated C78/A321,11.825
1117,11,2019.0,6.0,20.0,2019-06-20,27.0,Conroe Relocated C78/A321,16.64625
1118,0,2019.0,6.0,21.0,2019-06-21,32.0,Conroe Relocated C78/A321,19.16625
1119,0,2019.0,6.0,22.0,2019-06-22,29.0,Conroe Relocated C78/A321,19.66666667
1120,0,2019.0,6.0,23.0,2019-06-23,31.0,Conroe Relocated C78/A321,20.25
1121,0,2019.0,6.0,24.0,2019-06-24,55.0,Conroe Relocated C78/A321,13.95833333
1122,1,2019.0,6.0,25.0,2019-06-25,33.0,Conroe Relocated C78/A321,13.47619048
1123,0,2019.0,6.0,26.0,2019-06-26,26.0,Conroe Relocated C78/A321,20.58857143
1124,12,2019.0,6.0,27.0,2019-06-27,32.0,Conroe Relocated C78/A321,18.205625
1125,12,2019.0,6.0,28.0,2019-06-28,55.0,Houston Aldine C8/AF108/X150,21.90916667
1126,12,2019.0,6.0,29.0,2019-06-29,40.0,Galveston 99th St. C1034/A320/X183,16.83916667
1127,12,2019.0,6.0,30.0,2019-06-30,58.0,Channelview C15/AH115,12.35333333
1128,12,2019.0,7.0,1.0,2019-07-01,56.0,Conroe Relocated C78/A321,13.73041667
1129,0,2019.0,7.0,2.0,2019-07-02,35.0,Conroe Relocated C78/A321,8.353333333
1130,0,2019.0,7.0,3.0,2019-07-03,43.0,Conroe Relocated C78/A321,11.72458333
1131,0,2019.0,7.0,4.0,2019-07-04,31.0,Conroe Relocated C78/A321,18.39791667
1132,8,2019.0,7.0,5.0,2019-07-05,47.0,Conroe Relocated C78/A321,12.11083333
1133,12,2019.0,7.0,6.0,2019-07-06,61.0,Channelview C15/AH115,15.80958333
1134,12,2019.0,7.0,7.0,2019-07-07,50.0,Wallisville Road C617,13.08458333
1135,12,2019.0,7.0,8.0,2019-07-08,39.0,Conroe Relocated C78/A321,11.50625
1136,13,2019.0,7.0,9.0,2019-07-09,48.0,Conroe Relocated C78/A321,13.00791667
1137,12,2019.0,7.0,10.0,2019-07-10,66.0,Houston Aldine C8/AF108/X150,13.46125
1138,12,2019.0,7.0,11.0,2019-07-11,66.0,Galveston 99th St. C1034/A320/X183,13.25
1139,14,2019.0,7.0,12.0,2019-07-12,60.0,Lake Jackson C1016,12.20833333
1140,10,2019.0,7.0,13.0,2019-07-13,45.0,Galveston 99th St. C1034/A320/X183,9.5
1141,14,2019.0,7.0,14.0,2019-07-14,41.0,Channelview C15/AH115,10.83333333
1142,12,2019.0,7.0,15.0,2019-07-15,30.0,Conroe Relocated C78/A321,18.20958333
1143,12,2019.0,7.0,16.0,2019-07-16,35.0,Conroe Relocated C78/A321,9.278
1144,12,2019.0,7.0,17.0,2019-07-17,30.0,Houston Aldine C8/AF108/X150,12.18041667
1145,12,2019.0,7.0,18.0,2019-07-18,43.0,Conroe Relocated C78/A321,9.855416667
1146,8,2019.0,7.0,19.0,2019-07-19,44.0,Conroe Relocated C78/A321,11.19166667
1147,8,2019.0,7.0,20.0,2019-07-20,43.0,Conroe Relocated C78/A321,9.101666667
1148,4,2019.0,7.0,21.0,2019-07-21,33.0,Houston Aldine C8/AF108/X150,10.92272727
1149,13,2019.0,7.0,22.0,2019-07-22,36.0,Houston Aldine C8/AF108/X150,13.94
1150,13,2019.0,7.0,23.0,2019-07-23,47.0,Lake Jackson C1016,9.935833333
1151,13,2019.0,7.0,24.0,2019-07-24,60.0,Houston Bayland Park C53/A146,9.388333333
1152,13,2019.0,7.0,25.0,2019-07-25,79.0,Manvel Croix Park C84,13.13458333
1153,12,2019.0,7.0,26.0,2019-07-26,76.0,Houston Westhollow C410/C3003,11.88416667
1154,12,2019.0,7.0,27.0,2019-07-27,64.0,Houston Westhollow C410/C3003,7.208333333
1155,12,2019.0,7.0,28.0,2019-07-28,29.0,Conroe Relocated C78/A321,15.66666667
1156,12,2019.0,7.0,29.0,2019-07-29,28.0,Conroe Relocated C78/A321,13.75173913
1157,12,2019.0,7.0,30.0,2019-07-30,36.0,Wallisville Road C617,12.34375
