,cluster,year,month,day,datetime,maximum,site,Max PM2.5
290,0,2012.0,7.0,17.0,2012-07-17,43.0,Conroe Relocated C78/A321,9.01625
291,5,2012.0,7.0,18.0,2012-07-18,50.0,Conroe Relocated C78/A321,10.38875
292,8,2012.0,7.0,19.0,2012-07-19,33.0,Wallisville Road C617,15.09466667
293,12,2012.0,7.0,20.0,2012-07-20,51.0,Wallisville Road C617,19.756
294,12,2012.0,7.0,21.0,2012-07-21,48.0,Wallisville Road C617,26.84875
295,12,2012.0,7.0,22.0,2012-07-22,37.0,Wallisville Road C617,24.71666667
296,12,2012.0,7.0,23.0,2012-07-23,37.0,Conroe Relocated C78/A321,19.33347826
297,12,2012.0,7.0,24.0,2012-07-24,40.0,Conroe Relocated C78/A321,11.39166667
298,12,2012.0,7.0,25.0,2012-07-25,32.0,Conroe Relocated C78/A321,11.18125
299,0,2012.0,7.0,26.0,2012-07-26,28.0,Conroe Relocated C78/A321,22.21291667
300,15,2012.0,7.0,27.0,2012-07-27,42.0,Conroe Relocated C78/A321,27.26833333
301,12,2012.0,7.0,28.0,2012-07-28,59.0,Houston East C1/G316,29.0325
302,12,2012.0,7.0,29.0,2012-07-29,51.0,Wallisville Road C617,20.24
303,12,2012.0,7.0,30.0,2012-07-30,46.0,Wallisville Road C617,13.80541667
304,12,2012.0,7.0,31.0,2012-07-31,42.0,Wallisville Road C617,14.93458333
305,12,2012.0,8.0,1.0,2012-08-01,50.0,Houston Aldine C8/AF108/X150,16.8375
306,12,2012.0,8.0,2.0,2012-08-02,48.0,Conroe Relocated C78/A321,18.30583333
307,14,2012.0,8.0,3.0,2012-08-03,48.0,Conroe Relocated C78/A321,16.0
308,5,2012.0,8.0,4.0,2012-08-04,43.0,Conroe Relocated C78/A321,10.85875
309,8,2012.0,8.0,5.0,2012-08-05,35.0,Northwest Harris Co. C26/A110/X154,12.24375
310,12,2012.0,8.0,6.0,2012-08-06,81.0,Galveston 99th St. C1034/A320/X183,13.72
311,12,2012.0,8.0,7.0,2012-08-07,89.0,HRM-3 Haden Road C603/A114,16.87916667
312,13,2012.0,8.0,8.0,2012-08-08,59.0,Channelview C15/AH115,10.42041667
313,13,2012.0,8.0,9.0,2012-08-09,45.0,Wallisville Road C617,12.66
314,15,2012.0,8.0,10.0,2012-08-10,43.0,Wallisville Road C617,18.77083333
315,15,2012.0,8.0,11.0,2012-08-11,48.0,Houston East C1/G316,19.12166667
316,15,2012.0,8.0,12.0,2012-08-12,39.0,Conroe Relocated C78/A321,9.566666667
317,14,2012.0,8.0,13.0,2012-08-13,41.0,Wallisville Road C617,9.809166667
318,13,2012.0,8.0,14.0,2012-08-14,37.0,Houston Aldine C8/AF108/X150,10.3025
319,15,2012.0,8.0,15.0,2012-08-15,35.0,Conroe Relocated C78/A321,22.14041667
320,1,2012.0,8.0,16.0,2012-08-16,43.0,Conroe Relocated C78/A321,12.16166667
321,13,2012.0,8.0,17.0,2012-08-17,40.0,Wallisville Road C617,11.50625
322,15,2012.0,8.0,18.0,2012-08-18,27.0,Wallisville Road C617,10.86833333
323,7,2012.0,8.0,19.0,2012-08-19,53.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,7.55625
324,11,2012.0,8.0,20.0,2012-08-20,89.0,Seabrook Friendship Park C45,11.57166667
325,11,2012.0,8.0,21.0,2012-08-21,80.0,Manvel Croix Park C84,17.24375
326,15,2012.0,8.0,22.0,2012-08-22,68.0,Houston Bayland Park C53/A146,14.66416667
327,14,2012.0,8.0,23.0,2012-08-23,46.0,Houston Westhollow C410/C3003,6.272083333
328,0,2012.0,8.0,24.0,2012-08-24,37.0,Conroe Relocated C78/A321,10.48291667
329,2,2012.0,8.0,25.0,2012-08-25,29.0,Conroe Relocated C78/A321,17.56708333
330,2,2012.0,8.0,26.0,2012-08-26,44.0,Houston Aldine C8/AF108/X150,11.38958333
331,10,2012.0,8.0,27.0,2012-08-27,74.0,Manvel Croix Park C84,14.71666667
332,14,2012.0,8.0,28.0,2012-08-28,71.0,Lake Jackson C1016,17.28541667
333,11,2012.0,8.0,29.0,2012-08-29,56.0,Manvel Croix Park C84,13.22833333
334,7,2012.0,8.0,30.0,2012-08-30,62.0,Seabrook Friendship Park C45,12.94666667
335,6,2012.0,8.0,31.0,2012-08-31,47.0,Conroe Relocated C78/A321,13.45541667
336,8,2012.0,9.0,1.0,2012-09-01,27.0,Conroe Relocated C78/A321,9.292083333
337,12,2012.0,9.0,2.0,2012-09-02,30.0,Houston Aldine C8/AF108/X150,14.96875
338,12,2012.0,9.0,3.0,2012-09-03,33.0,Conroe Relocated C78/A321,14.75041667
339,12,2012.0,9.0,4.0,2012-09-04,38.0,Houston Aldine C8/AF108/X150,14.61291667
340,14,2012.0,9.0,5.0,2012-09-05,40.0,Conroe Relocated C78/A321,14.0525
341,15,2012.0,9.0,6.0,2012-09-06,55.0,Wallisville Road C617,12.34083333
342,14,2012.0,9.0,7.0,2012-09-07,59.0,Conroe Relocated C78/A321,11.92166667
343,11,2012.0,9.0,8.0,2012-09-08,55.0,Manvel Croix Park C84,11.34833333
344,15,2012.0,9.0,9.0,2012-09-09,63.0,Manvel Croix Park C84,11.25041667
345,14,2012.0,9.0,10.0,2012-09-10,77.0,Houston Croquet C409,13.25181818
346,13,2012.0,9.0,11.0,2012-09-11,80.0,Northwest Harris Co. C26/A110/X154,14.05708333
347,0,2012.0,9.0,12.0,2012-09-12,48.0,Conroe Relocated C78/A321,11.35833333
348,0,2012.0,9.0,13.0,2012-09-13,28.0,Conroe Relocated C78/A321,9.444583333
349,13,2012.0,9.0,14.0,2012-09-14,40.0,Seabrook Friendship Park C45,11.19916667
350,13,2012.0,9.0,15.0,2012-09-15,61.0,Manvel Croix Park C84,12.01666667
351,14,2012.0,9.0,16.0,2012-09-16,65.0,Houston East C1/G316,15.41833333
352,11,2012.0,9.0,17.0,2012-09-17,57.0,Galveston 99th St. C1034/A320/X183,8.197916667
353,7,2012.0,9.0,18.0,2012-09-18,59.0,Manvel Croix Park C84,12.28083333
354,11,2012.0,9.0,19.0,2012-09-19,71.0,Manvel Croix Park C84,11.63333333
355,15,2012.0,9.0,20.0,2012-09-20,87.0,Manvel Croix Park C84,13.13333333
356,11,2012.0,9.0,21.0,2012-09-21,81.0,Northwest Harris Co. C26/A110/X154,16.485
357,11,2012.0,9.0,22.0,2012-09-22,78.0,Houston Westhollow C410/C3003,13.4125
358,13,2012.0,9.0,23.0,2012-09-23,79.0,Lang C408,13.18541667
359,12,2012.0,9.0,24.0,2012-09-24,84.0,Conroe Relocated C78/A321,19.11708333
360,0,2012.0,9.0,25.0,2012-09-25,64.0,Conroe Relocated C78/A321,18.5375
361,2,2012.0,9.0,26.0,2012-09-26,68.0,Conroe Relocated C78/A321,17.24375
362,1,2012.0,9.0,27.0,2012-09-27,68.0,Northwest Harris Co. C26/A110/X154,11.95083333
363,1,2012.0,9.0,28.0,2012-09-28,32.0,Lang C408,9.620833333
364,2,2012.0,9.0,29.0,2012-09-29,21.0,Galveston 99th St. C1034/A320/X183,8.448461538
365,7,2012.0,9.0,30.0,2012-09-30,43.0,Manvel Croix Park C84,6.965416667
366,3,2013.0,6.0,1.0,2013-06-01,33.0,Conroe Relocated C78/A321,9.786363636
367,7,2013.0,6.0,2.0,2013-06-02,45.0,Galveston 99th St. C1034/A320/X183,6.130416667
368,7,2013.0,6.0,3.0,2013-06-03,86.0,Manvel Croix Park C84,11.23375
369,7,2013.0,6.0,4.0,2013-06-04,81.0,Houston Aldine C8/AF108/X150,10.64041667
370,7,2013.0,6.0,5.0,2013-06-05,58.0,Lang C408,9.332083333
371,7,2013.0,6.0,6.0,2013-06-06,43.0,Lang C408,7.212105263
372,7,2013.0,6.0,7.0,2013-06-07,69.0,Manvel Croix Park C84,9.622083333
373,7,2013.0,6.0,8.0,2013-06-08,69.0,Conroe Relocated C78/A321,12.39791667
374,3,2013.0,6.0,9.0,2013-06-09,30.0,Park Place C416,7.124583333
375,11,2013.0,6.0,10.0,2013-06-10,64.0,Conroe Relocated C78/A321,12.18217391
376,15,2013.0,6.0,11.0,2013-06-11,28.0,Conroe Relocated C78/A321,22.89291667
377,4,2013.0,6.0,12.0,2013-06-12,43.0,Conroe Relocated C78/A321,16.35666667
378,12,2013.0,6.0,13.0,2013-06-13,51.0,Wallisville Road C617,13.00666667
379,9,2013.0,6.0,14.0,2013-06-14,64.0,Houston Aldine C8/AF108/X150,14.25458333
380,1,2013.0,6.0,15.0,2013-06-15,50.0,Conroe Relocated C78/A321,13.2575
381,0,2013.0,6.0,16.0,2013-06-16,28.0,Conroe Relocated C78/A321,10.85583333
382,13,2013.0,6.0,17.0,2013-06-17,37.0,Conroe Relocated C78/A321,14.97958333
383,15,2013.0,6.0,18.0,2013-06-18,38.0,Wallisville Road C617,14.56833333
384,15,2013.0,6.0,19.0,2013-06-19,42.0,Conroe Relocated C78/A321,15.46541667
385,1,2013.0,6.0,20.0,2013-06-20,44.0,Conroe Relocated C78/A321,23.27
386,0,2013.0,6.0,21.0,2013-06-21,51.0,Conroe Relocated C78/A321,21.48708333
387,0,2013.0,6.0,22.0,2013-06-22,47.0,Conroe Relocated C78/A321,19.41708333
388,0,2013.0,6.0,23.0,2013-06-23,42.0,Conroe Relocated C78/A321,18.90791667
389,0,2013.0,6.0,24.0,2013-06-24,46.0,Conroe Relocated C78/A321,17.77375
390,0,2013.0,6.0,25.0,2013-06-25,41.0,Conroe Relocated C78/A321,19.40541667
391,8,2013.0,6.0,26.0,2013-06-26,55.0,Conroe Relocated C78/A321,15.69041667
392,12,2013.0,6.0,27.0,2013-06-27,52.0,Houston Aldine C8/AF108/X150,15.46833333
393,12,2013.0,6.0,28.0,2013-06-28,62.0,Houston East C1/G316,13.8925
394,15,2013.0,6.0,29.0,2013-06-29,64.0,Manvel Croix Park C84,11.54166667
395,11,2013.0,6.0,30.0,2013-06-30,67.0,Manvel Croix Park C84,10.30875
396,11,2013.0,7.0,1.0,2013-07-01,71.0,Lake Jackson C1016,12.40041667
397,11,2013.0,7.0,2.0,2013-07-02,84.0,Manvel Croix Park C84,15.84916667
398,15,2013.0,7.0,3.0,2013-07-03,88.0,Lang C408,18.18875
399,6,2013.0,7.0,4.0,2013-07-04,86.0,Manvel Croix Park C84,35.85125
400,6,2013.0,7.0,5.0,2013-07-05,82.0,Houston Bayland Park C53/A146,45.64333333
401,2,2013.0,7.0,6.0,2013-07-06,59.0,Lang C408,6.991666667
402,2,2013.0,7.0,7.0,2013-07-07,38.0,Conroe Relocated C78/A321,4.024583333
403,4,2013.0,7.0,8.0,2013-07-08,45.0,Conroe Relocated C78/A321,8.183913043
404,12,2013.0,7.0,9.0,2013-07-09,59.0,Conroe Relocated C78/A321,8.669166667
405,12,2013.0,7.0,10.0,2013-07-10,55.0,Conroe Relocated C78/A321,9.204583333
406,12,2013.0,7.0,11.0,2013-07-11,50.0,Houston Aldine C8/AF108/X150,13.915
407,14,2013.0,7.0,12.0,2013-07-12,69.0,HRM-3 Haden Road C603/A114,13.94541667
408,10,2013.0,7.0,13.0,2013-07-13,73.0,Seabrook Friendship Park C45,11.55333333
409,14,2013.0,7.0,14.0,2013-07-14,48.0,Conroe Relocated C78/A321,7.925
410,10,2013.0,7.0,15.0,2013-07-15,36.0,Wallisville Road C617,9.52625
411,1,2013.0,7.0,16.0,2013-07-16,37.0,Lang C408,8.652083333
412,8,2013.0,7.0,17.0,2013-07-17,31.0,Galveston 99th St. C1034/A320/X183,7.38
413,12,2013.0,7.0,18.0,2013-07-18,50.0,Lang C408,8.3175
414,8,2013.0,7.0,19.0,2013-07-19,39.0,Conroe Relocated C78/A321,12.27
415,5,2013.0,7.0,20.0,2013-07-20,41.0,Houston Aldine C8/AF108/X150,11.12125
416,2,2013.0,7.0,21.0,2013-07-21,29.0,Conroe Relocated C78/A321,7.812916667
417,0,2013.0,7.0,22.0,2013-07-22,31.0,Conroe Relocated C78/A321,15.5325
418,8,2013.0,7.0,23.0,2013-07-23,29.0,Conroe Relocated C78/A321,21.07125
419,13,2013.0,7.0,24.0,2013-07-24,40.0,Wallisville Road C617,23.42791667
420,13,2013.0,7.0,25.0,2013-07-25,67.0,HRM-3 Haden Road C603/A114,20.94916667
421,12,2013.0,7.0,26.0,2013-07-26,36.0,Conroe Relocated C78/A321,14.7675
422,12,2013.0,7.0,27.0,2013-07-27,41.0,Wallisville Road C617,14.66833333
423,15,2013.0,7.0,28.0,2013-07-28,38.0,Conroe Relocated C78/A321,23.37958333
424,0,2013.0,7.0,29.0,2013-07-29,42.0,Conroe Relocated C78/A321,23.28916667
425,12,2013.0,7.0,30.0,2013-07-30,46.0,Conroe Relocated C78/A321,18.80083333
426,12,2013.0,7.0,31.0,2013-07-31,47.0,Wallisville Road C617,17.57
427,12,2013.0,8.0,1.0,2013-08-01,68.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,15.2875
428,12,2013.0,8.0,2.0,2013-08-02,64.0,Conroe Relocated C78/A321,14.00875
429,12,2013.0,8.0,3.0,2013-08-03,45.0,Conroe Relocated C78/A321,8.68375
430,12,2013.0,8.0,4.0,2013-08-04,38.0,Conroe Relocated C78/A321,7.150833333
431,12,2013.0,8.0,5.0,2013-08-05,40.0,Conroe Relocated C78/A321,9.438333333
432,12,2013.0,8.0,6.0,2013-08-06,34.0,Conroe Relocated C78/A321,15.7975
433,12,2013.0,8.0,7.0,2013-08-07,39.0,Conroe Relocated C78/A321,31.57541667
434,13,2013.0,8.0,8.0,2013-08-08,53.0,Conroe Relocated C78/A321,34.26125
435,15,2013.0,8.0,9.0,2013-08-09,73.0,Conroe Relocated C78/A321,21.65208333
436,13,2013.0,8.0,10.0,2013-08-10,52.0,Northwest Harris Co. C26/A110/X154,10.70478261
437,12,2013.0,8.0,11.0,2013-08-11,42.0,Conroe Relocated C78/A321,9.1275
438,12,2013.0,8.0,12.0,2013-08-12,46.0,Conroe Relocated C78/A321,9.093043478
439,12,2013.0,8.0,13.0,2013-08-13,41.0,Wallisville Road C617,13.71833333
440,13,2013.0,8.0,14.0,2013-08-14,50.0,HRM-3 Haden Road C603/A114,10.49952381
441,14,2013.0,8.0,15.0,2013-08-15,58.0,Manvel Croix Park C84,13.23458333
442,14,2013.0,8.0,16.0,2013-08-16,94.0,Manvel Croix Park C84,18.09
443,14,2013.0,8.0,17.0,2013-08-17,68.0,Manvel Croix Park C84,14.5125
444,14,2013.0,8.0,18.0,2013-08-18,64.0,Manvel Croix Park C84,17.46541667
445,13,2013.0,8.0,19.0,2013-08-19,78.0,Houston Westhollow C410/C3003,15.8675
446,14,2013.0,8.0,20.0,2013-08-20,51.0,Conroe Relocated C78/A321,12.19136364
447,9,2013.0,8.0,21.0,2013-08-21,51.0,Houston Croquet C409,12.87583333
448,8,2013.0,8.0,22.0,2013-08-22,48.0,Lang C408,8.234583333
449,9,2013.0,8.0,23.0,2013-08-23,65.0,Houston Croquet C409,10.12208333
450,5,2013.0,8.0,24.0,2013-08-24,53.0,Manvel Croix Park C84,13.46583333
451,8,2013.0,8.0,25.0,2013-08-25,34.0,Conroe Relocated C78/A321,5.565833333
452,12,2013.0,8.0,26.0,2013-08-26,29.0,Galveston 99th St. C1034/A320/X183,7.314583333
453,8,2013.0,8.0,27.0,2013-08-27,46.0,Lang C408,11.44541667
454,4,2013.0,8.0,28.0,2013-08-28,83.0,Northwest Harris Co. C26/A110/X154,17.9525
455,12,2013.0,8.0,29.0,2013-08-29,78.0,Seabrook Friendship Park C45,17.22333333
456,12,2013.0,8.0,30.0,2013-08-30,78.0,Wallisville Road C617,20.29041667
457,13,2013.0,8.0,31.0,2013-08-31,76.0,Conroe Relocated C78/A321,17.38833333
458,15,2013.0,9.0,1.0,2013-09-01,48.0,Wallisville Road C617,9.91375
459,10,2013.0,9.0,2.0,2013-09-02,39.0,Conroe Relocated C78/A321,7.2925
460,10,2013.0,9.0,3.0,2013-09-03,55.0,HRM-3 Haden Road C603/A114,8.335
461,14,2013.0,9.0,4.0,2013-09-04,62.0,Northwest Harris Co. C26/A110/X154,10.64708333
462,12,2013.0,9.0,5.0,2013-09-05,49.0,Conroe Relocated C78/A321,10.67916667
463,12,2013.0,9.0,6.0,2013-09-06,43.0,Conroe Relocated C78/A321,8.941666667
464,9,2013.0,9.0,7.0,2013-09-07,31.0,Houston Westhollow C410/C3003,6.877083333
465,5,2013.0,9.0,8.0,2013-09-08,43.0,Northwest Harris Co. C26/A110/X154,7.428333333
466,2,2013.0,9.0,9.0,2013-09-09,46.0,Conroe Relocated C78/A321,10.82625
467,2,2013.0,9.0,10.0,2013-09-10,46.0,Northwest Harris Co. C26/A110/X154,12.44291667
468,5,2013.0,9.0,11.0,2013-09-11,51.0,Houston Aldine C8/AF108/X150,11.95458333
469,5,2013.0,9.0,12.0,2013-09-12,58.0,Houston Croquet C409,9.241666667
470,6,2013.0,9.0,13.0,2013-09-13,66.0,Houston Bayland Park C53/A146,13.76708333
471,3,2013.0,9.0,14.0,2013-09-14,64.0,Houston Westhollow C410/C3003,16.28166667
472,3,2013.0,9.0,15.0,2013-09-15,35.0,Conroe Relocated C78/A321,18.43041667
473,6,2013.0,9.0,16.0,2013-09-16,35.0,Houston Westhollow C410/C3003,14.90791667
474,5,2013.0,9.0,17.0,2013-09-17,41.0,Conroe Relocated C78/A321,10.08125
475,2,2013.0,9.0,18.0,2013-09-18,47.0,Northwest Harris Co. C26/A110/X154,8.794583333
476,3,2013.0,9.0,19.0,2013-09-19,26.0,Conroe Relocated C78/A321,6.537916667
477,3,2013.0,9.0,20.0,2013-09-20,19.0,Conroe Relocated C78/A321,7.1825
478,7,2013.0,9.0,21.0,2013-09-21,36.0,Conroe Relocated C78/A321,5.115416667
479,7,2013.0,9.0,22.0,2013-09-22,43.0,Manvel Croix Park C84,7.46
480,3,2013.0,9.0,23.0,2013-09-23,65.0,Houston Croquet C409,16.12625
481,3,2013.0,9.0,24.0,2013-09-24,48.0,Manvel Croix Park C84,15.08166667
482,7,2013.0,9.0,25.0,2013-09-25,104.0,Seabrook Friendship Park C45,18.46285714
483,3,2013.0,9.0,26.0,2013-09-26,85.0,Conroe Relocated C78/A321,16.494
484,3,2013.0,9.0,27.0,2013-09-27,63.0,Wallisville Road C617,14.28708333
485,3,2013.0,9.0,28.0,2013-09-28,55.0,Wallisville Road C617,10.61541667
486,10,2013.0,9.0,29.0,2013-09-29,38.0,Galveston 99th St. C1034/A320/X183,6.639583333
487,11,2013.0,9.0,30.0,2013-09-30,39.0,Conroe Relocated C78/A321,9.087083333
488,7,2014.0,6.0,1.0,2014-06-01,41.0,Lang C408,9.259583333
489,3,2014.0,6.0,2.0,2014-06-02,37.0,Northwest Harris Co. C26/A110/X154,5.9425
490,10,2014.0,6.0,3.0,2014-06-03,34.0,Northwest Harris Co. C26/A110/X154,5.146666667
491,6,2014.0,6.0,4.0,2014-06-04,56.0,Conroe Relocated C78/A321,8.123333333
492,7,2014.0,6.0,5.0,2014-06-05,37.0,Conroe Relocated C78/A321,10.59708333
493,3,2014.0,6.0,6.0,2014-06-06,47.0,Conroe Relocated C78/A321,11.67875
494,3,2014.0,6.0,7.0,2014-06-07,44.0,Conroe Relocated C78/A321,7.560833333
495,3,2014.0,6.0,8.0,2014-06-08,27.0,Conroe Relocated C78/A321,15.64708333
496,3,2014.0,6.0,9.0,2014-06-09,26.0,Conroe Relocated C78/A321,19.8395
497,3,2014.0,6.0,10.0,2014-06-10,63.0,Wallisville Road C617,19.91571429
498,7,2014.0,6.0,11.0,2014-06-11,78.0,Wallisville Road C617,16.01833333
499,7,2014.0,6.0,12.0,2014-06-12,40.0,Conroe Relocated C78/A321,17.18416667
500,11,2014.0,6.0,13.0,2014-06-13,53.0,Lang C408,10.42833333
501,7,2014.0,6.0,14.0,2014-06-14,54.0,Conroe Relocated C78/A321,10.24916667
502,3,2014.0,6.0,15.0,2014-06-15,37.0,Conroe Relocated C78/A321,19.2525
503,1,2014.0,6.0,16.0,2014-06-16,36.0,Conroe Relocated C78/A321,24.78375
504,0,2014.0,6.0,17.0,2014-06-17,40.0,Conroe Relocated C78/A321,18.645
505,0,2014.0,6.0,18.0,2014-06-18,29.0,Conroe Relocated C78/A321,11.2175
506,0,2014.0,6.0,19.0,2014-06-19,46.0,Conroe Relocated C78/A321,16.98458333
507,0,2014.0,6.0,20.0,2014-06-20,56.0,Conroe Relocated C78/A321,9.63625
508,0,2014.0,6.0,21.0,2014-06-21,41.0,Conroe Relocated C78/A321,18.74125
509,2,2014.0,6.0,22.0,2014-06-22,24.0,Conroe Relocated C78/A321,33.70875
510,2,2014.0,6.0,23.0,2014-06-23,30.0,Conroe Relocated C78/A321,26.20041667
511,15,2014.0,6.0,24.0,2014-06-24,28.0,Conroe Relocated C78/A321,14.82
512,0,2014.0,6.0,25.0,2014-06-25,25.0,Conroe Relocated C78/A321,9.126666667
513,0,2014.0,6.0,26.0,2014-06-26,27.0,Galveston 99th St. C1034/A320/X183,9.45
514,2,2014.0,6.0,27.0,2014-06-27,31.0,Conroe Relocated C78/A321,11.02833333
515,2,2014.0,6.0,28.0,2014-06-28,21.0,Conroe Relocated C78/A321,17.96458333
516,0,2014.0,6.0,29.0,2014-06-29,26.0,Conroe Relocated C78/A321,23.04833333
517,12,2014.0,6.0,30.0,2014-06-30,39.0,Conroe Relocated C78/A321,26.4725
518,0,2014.0,7.0,1.0,2014-07-01,48.0,Conroe Relocated C78/A321,20.73388889
519,5,2014.0,7.0,2.0,2014-07-02,53.0,Wallisville Road C617,20.13695652
520,9,2014.0,7.0,3.0,2014-07-03,63.0,Galveston 99th St. C1034/A320/X183,16.1125
521,12,2014.0,7.0,4.0,2014-07-04,65.0,Houston Croquet C409,19.64125
522,12,2014.0,7.0,5.0,2014-07-05,57.0,Galveston 99th St. C1034/A320/X183,21.63791667
523,12,2014.0,7.0,6.0,2014-07-06,59.0,Conroe Relocated C78/A321,14.97416667
524,13,2014.0,7.0,7.0,2014-07-07,45.0,Conroe Relocated C78/A321,15.26083333
525,0,2014.0,7.0,8.0,2014-07-08,34.0,Conroe Relocated C78/A321,16.90958333
526,12,2014.0,7.0,9.0,2014-07-09,55.0,Conroe Relocated C78/A321,23.60166667
527,4,2014.0,7.0,10.0,2014-07-10,42.0,Conroe Relocated C78/A321,16.03291667
528,0,2014.0,7.0,11.0,2014-07-11,65.0,Conroe Relocated C78/A321,23.48916667
529,12,2014.0,7.0,12.0,2014-07-12,66.0,Houston Aldine C8/AF108/X150,22.54291667
530,12,2014.0,7.0,13.0,2014-07-13,67.0,Wallisville Road C617,13.64208333
531,12,2014.0,7.0,14.0,2014-07-14,54.0,Wallisville Road C617,11.60708333
532,13,2014.0,7.0,15.0,2014-07-15,44.0,Seabrook Friendship Park C45,10.28708333
533,15,2014.0,7.0,16.0,2014-07-16,61.0,Wallisville Road C617,15.3125
534,11,2014.0,7.0,17.0,2014-07-17,27.0,Conroe Relocated C78/A321,20.37333333
535,15,2014.0,7.0,18.0,2014-07-18,32.0,Houston Aldine C8/AF108/X150,16.71041667
536,15,2014.0,7.0,19.0,2014-07-19,58.0,Galveston 99th St. C1034/A320/X183,13.60916667
537,12,2014.0,7.0,20.0,2014-07-20,61.0,Park Place C416,16.22208333
538,12,2014.0,7.0,21.0,2014-07-21,58.0,Conroe Relocated C78/A321,15.43695652
539,12,2014.0,7.0,22.0,2014-07-22,58.0,Wallisville Road C617,16.11958333
540,12,2014.0,7.0,23.0,2014-07-23,65.0,Houston East C1/G316,18.09434783
541,12,2014.0,7.0,24.0,2014-07-24,75.0,Houston East C1/G316,17.55
542,13,2014.0,7.0,25.0,2014-07-25,66.0,Wallisville Road C617,17.03083333
543,12,2014.0,7.0,26.0,2014-07-26,34.0,Conroe Relocated C78/A321,20.56208333
544,12,2014.0,7.0,27.0,2014-07-27,33.0,Conroe Relocated C78/A321,14.10583333
545,12,2014.0,7.0,28.0,2014-07-28,54.0,Houston East C1/G316,16.17916667
546,12,2014.0,7.0,29.0,2014-07-29,48.0,Galveston 99th St. C1034/A320/X183,18.66733333
547,12,2014.0,7.0,30.0,2014-07-30,72.0,Conroe Relocated C78/A321,14.84352941
548,13,2014.0,7.0,31.0,2014-07-31,36.0,Conroe Relocated C78/A321,18.92521739
549,13,2014.0,8.0,1.0,2014-08-01,51.0,Wallisville Road C617,12.16571429
550,14,2014.0,8.0,2.0,2014-08-02,47.0,Galveston 99th St. C1034/A320/X183,11.23125
551,13,2014.0,8.0,3.0,2014-08-03,54.0,Galveston 99th St. C1034/A320/X183,16.03291667
552,13,2014.0,8.0,4.0,2014-08-04,56.0,Houston Westhollow C410/C3003,12.64958333
553,13,2014.0,8.0,5.0,2014-08-05,52.0,Northwest Harris Co. C26/A110/X154,10.62625
554,12,2014.0,8.0,6.0,2014-08-06,73.0,Conroe Relocated C78/A321,13.01041667
555,12,2014.0,8.0,7.0,2014-08-07,47.0,Conroe Relocated C78/A321,16.41208333
556,15,2014.0,8.0,8.0,2014-08-08,49.0,Conroe Relocated C78/A321,12.93666667
557,4,2014.0,8.0,9.0,2014-08-09,33.0,Conroe Relocated C78/A321,11.21416667
558,8,2014.0,8.0,10.0,2014-08-10,40.0,Wallisville Road C617,8.229583333
559,13,2014.0,8.0,11.0,2014-08-11,52.0,Wallisville Road C617,9.60375
560,13,2014.0,8.0,12.0,2014-08-12,76.0,Galveston 99th St. C1034/A320/X183,11.59708333
561,13,2014.0,8.0,13.0,2014-08-13,82.0,Manvel Croix Park C84,15.18041667
562,13,2014.0,8.0,14.0,2014-08-14,76.0,Houston Westhollow C410/C3003,13.13458333
563,13,2014.0,8.0,15.0,2014-08-15,73.0,Conroe Relocated C78/A321,12.29583333
564,13,2014.0,8.0,16.0,2014-08-16,35.0,Conroe Relocated C78/A321,7.63125
565,12,2014.0,8.0,17.0,2014-08-17,25.0,Wallisville Road C617,16.28083333
566,8,2014.0,8.0,18.0,2014-08-18,37.0,Conroe Relocated C78/A321,19.69166667
567,15,2014.0,8.0,19.0,2014-08-19,29.0,Conroe Relocated C78/A321,23.60666667
568,2,2014.0,8.0,20.0,2014-08-20,34.0,Conroe Relocated C78/A321,19.62875
569,0,2014.0,8.0,21.0,2014-08-21,37.0,Conroe Relocated C78/A321,24.965
570,12,2014.0,8.0,22.0,2014-08-22,63.0,Conroe Relocated C78/A321,19.81125
571,8,2014.0,8.0,23.0,2014-08-23,55.0,Conroe Relocated C78/A321,13.05125
572,0,2014.0,8.0,24.0,2014-08-24,63.0,Channelview C15/AH115,15.26416667
573,5,2014.0,8.0,25.0,2014-08-25,76.0,Manvel Croix Park C84,14.72041667
574,9,2014.0,8.0,26.0,2014-08-26,62.0,Manvel Croix Park C84,13.15666667
575,13,2014.0,8.0,27.0,2014-08-27,53.0,Houston Croquet C409,11.87416667
576,13,2014.0,8.0,28.0,2014-08-28,47.0,Northwest Harris Co. C26/A110/X154,7.58
577,10,2014.0,8.0,29.0,2014-08-29,51.0,Galveston 99th St. C1034/A320/X183,6.57375
578,6,2014.0,8.0,30.0,2014-08-30,53.0,Conroe Relocated C78/A321,6.001666667
579,0,2014.0,8.0,31.0,2014-08-31,32.0,Conroe Relocated C78/A321,7.900833333
580,0,2014.0,9.0,1.0,2014-09-01,42.0,Conroe Relocated C78/A321,10.63375
581,1,2014.0,9.0,2.0,2014-09-02,41.0,Conroe Relocated C78/A321,9.384583333
582,1,2014.0,9.0,3.0,2014-09-03,39.0,Northwest Harris Co. C26/A110/X154,9.02125
583,1,2014.0,9.0,4.0,2014-09-04,44.0,Conroe Relocated C78/A321,11.06416667
584,0,2014.0,9.0,5.0,2014-09-05,43.0,Northwest Harris Co. C26/A110/X154,10.39083333
