cluster,datestring,year,month,day,max D8HO,month_string,site
12,2019-07-30,2019,7,30,36,july.csv,
12,2019-07-31,2019,7,31,56,july.csv,
12,2019-08-01,2019,8,1,73,august.csv,
12,2019-08-02,2019,8,2,70,august.csv,
13,2019-08-03,2019,8,3,64,august.csv,
13,2019-08-04,2019,8,4,50,august.csv,
13,2019-08-05,2019,8,5,60,august.csv,
12,2019-08-06,2019,8,6,47,august.csv,
13,2019-08-07,2019,8,7,40,august.csv,
13,2019-08-08,2019,8,8,50,august.csv,
12,2019-08-09,2019,8,9,49,august.csv,
12,2019-08-10,2019,8,10,40,august.csv,
12,2019-08-11,2019,8,11,39,august.csv,
12,2019-08-12,2019,8,12,51,august.csv,
12,2019-08-13,2019,8,13,51,august.csv,
12,2019-08-14,2019,8,14,59,august.csv,
12,2019-08-15,2019,8,15,90,august.csv,
12,2019-08-16,2019,8,16,68,august.csv,
12,2019-08-17,2019,8,17,34,august.csv,
0,2019-08-18,2019,8,18,29,august.csv,
8,2019-08-19,2019,8,19,45,august.csv,
12,2019-08-20,2019,8,20,40,august.csv,
12,2019-08-21,2019,8,21,9,august.csv,
8,2019-08-22,2019,8,22,50,august.csv,
0,2019-08-23,2019,8,23,33,august.csv,
0,2019-08-24,2019,8,24,49,august.csv,
13,2019-08-25,2019,8,25,32,august.csv,
15,2019-08-26,2019,8,26,37,august.csv,
15,2019-08-27,2019,8,27,48,august.csv,
13,2019-08-28,2019,8,28,54,august.csv,
12,2019-08-29,2019,8,29,70,august.csv,
12,2019-08-30,2019,8,30,61,august.csv,
12,2019-08-31,2019,8,31,76,august.csv,
13,2019-09-01,2019,9,1,64,september.csv,
13,2019-09-02,2019,9,2,48,september.csv,
13,2019-09-03,2019,9,3,50,september.csv,
9,2019-09-04,2019,9,4,68,september.csv,
12,2019-09-05,2019,9,5,93,september.csv,
12,2019-09-06,2019,9,6,85,september.csv,
12,2019-09-07,2019,9,7,77,september.csv,
12,2019-09-08,2019,9,8,58,september.csv,
0,2019-09-09,2019,9,9,63,september.csv,
0,2019-09-10,2019,9,10,54,september.csv,
0,2019-09-11,2019,9,11,46,september.csv,
8,2019-09-12,2019,9,12,58,september.csv,
8,2019-09-13,2019,9,13,69,september.csv,
12,2019-09-14,2019,9,14,65,september.csv,
12,2019-09-15,2019,9,15,57,september.csv,
8,2019-09-16,2019,9,16,43,september.csv,
0,2019-09-17,2019,9,17,40,september.csv,
0,2019-09-18,2019,9,18,39,september.csv,
4,2019-09-19,2019,9,19,31,september.csv,
1,2019-09-20,2019,9,20,43,september.csv,
0,2019-09-21,2019,9,21,43,september.csv,
0,2019-09-22,2019,9,22,41,september.csv,
13,2019-09-23,2019,9,23,42,september.csv,
13,2019-09-24,2019,9,24,65,september.csv,
6,2019-09-25,2019,9,25,67,september.csv,
11,2019-09-26,2019,9,26,78,september.csv,
7,2019-09-27,2019,9,27,39,september.csv,
3,2019-09-28,2019,9,28,49,september.csv,
2,2019-09-29,2019,9,29,46,september.csv,
0,2019-09-30,2019,9,30,41,september.csv,
cluster,date,,,,,,
