cluster,datestring,year,month,day,max D8HO,month_string,site
13,2014-08-27,2014,8,27,57,august.csv,
13,2014-08-28,2014,8,28,49,august.csv,
10,2014-08-29,2014,8,29,51,august.csv,
6,2014-08-30,2014,8,30,53,august.csv,
0,2014-08-31,2014,8,31,32,august.csv,
0,2014-09-01,2014,9,1,42,september.csv,
1,2014-09-02,2014,9,2,41,september.csv,
1,2014-09-03,2014,9,3,39,september.csv,
1,2014-09-04,2014,9,4,44,september.csv,
0,2014-09-05,2014,9,5,44,september.csv,
4,2014-09-06,2014,9,6,44,september.csv,
9,2014-09-07,2014,9,7,40,september.csv,
10,2014-09-08,2014,9,8,74,september.csv,
0,2014-09-09,2014,9,9,67,september.csv,
2,2014-09-10,2014,9,10,36,september.csv,
6,2014-09-11,2014,9,11,51,september.csv,
6,2014-09-12,2014,9,12,32,september.csv,
6,2014-09-13,2014,9,13,8,september.csv,
5,2014-09-14,2014,9,14,34,september.csv,
4,2014-09-15,2014,9,15,52,september.csv,
8,2014-09-16,2014,9,16,35,september.csv,
15,2014-09-17,2014,9,17,9,september.csv,
7,2014-09-18,2014,9,18,9,september.csv,
3,2014-09-19,2014,9,19,40,september.csv,
3,2014-09-20,2014,9,20,50,september.csv,
11,2014-09-21,2014,9,21,61,september.csv,
15,2014-09-22,2014,9,22,69,september.csv,
14,2014-09-23,2014,9,23,58,september.csv,
14,2014-09-24,2014,9,24,66,september.csv,
9,2014-09-25,2014,9,25,47,september.csv,
9,2014-09-26,2014,9,26,60,september.csv,
6,2014-09-27,2014,9,27,49,september.csv,
3,2014-09-28,2014,9,28,43,september.csv,
6,2014-09-29,2014,9,29,45,september.csv,
3,2014-09-30,2014,9,30,59,september.csv,
11,2015-06-01,2015,6,1,85,June.csv,
15,2015-06-02,2015,6,2,96,June.csv,
11,2015-06-03,2015,6,3,98,June.csv,
7,2015-06-04,2015,6,4,91,June.csv,
6,2015-06-05,2015,6,5,75,June.csv,
10,2015-06-06,2015,6,6,95,June.csv,
6,2015-06-07,2015,6,7,86,June.csv,
6,2015-06-08,2015,6,8,72,June.csv,
11,2015-06-09,2015,6,9,71,June.csv,
7,2015-06-10,2015,6,10,71,June.csv,
3,2015-06-11,2015,6,11,51,June.csv,
3,2015-06-12,2015,6,12,45,June.csv,
3,2015-06-13,2015,6,13,36,June.csv,
3,2015-06-14,2015,6,14,31,June.csv,
3,2015-06-15,2015,6,15,27,June.csv,
1,2015-06-16,2015,6,16,26,June.csv,
0,2015-06-17,2015,6,17,24,June.csv,
1,2015-06-18,2015,6,18,23,June.csv,
15,2015-06-19,2015,6,19,37,June.csv,
0,2015-06-20,2015,6,20,28,June.csv,
0,2015-06-21,2015,6,21,36,June.csv,
12,2015-06-22,2015,6,22,52,June.csv,
12,2015-06-23,2015,6,23,55,June.csv,
12,2015-06-24,2015,6,24,73,June.csv,
12,2015-06-25,2015,6,25,57,June.csv,
12,2015-06-26,2015,6,26,36,June.csv,
13,2015-06-27,2015,6,27,36,June.csv,
15,2015-06-28,2015,6,28,37,June.csv,
15,2015-06-29,2015,6,29,34,June.csv,
15,2015-06-30,2015,6,30,32,June.csv,
4,2015-07-01,2015,7,1,9,july.csv,
4,2015-07-02,2015,7,2,41,july.csv,
15,2015-07-03,2015,7,3,38,july.csv,
15,2015-07-04,2015,7,4,37,july.csv,
0,2015-07-05,2015,7,5,36,july.csv,
0,2015-07-06,2015,7,6,37,july.csv,
12,2015-07-07,2015,7,7,34,july.csv,
0,2015-07-08,2015,7,8,40,july.csv,
0,2015-07-09,2015,7,9,47,july.csv,
0,2015-07-10,2015,7,10,61,july.csv,
8,2015-07-11,2015,7,11,47,july.csv,
12,2015-07-12,2015,7,12,47,july.csv,
12,2015-07-13,2015,7,13,52,july.csv,
14,2015-07-14,2015,7,14,48,july.csv,
10,2015-07-15,2015,7,15,63,july.csv,
4,2015-07-16,2015,7,16,56,july.csv,
4,2015-07-17,2015,7,17,42,july.csv,
0,2015-07-18,2015,7,18,42,july.csv,
12,2015-07-19,2015,7,19,47,july.csv,
12,2015-07-20,2015,7,20,49,july.csv,
14,2015-07-21,2015,7,21,39,july.csv,
1,2015-07-22,2015,7,22,39,july.csv,
0,2015-07-23,2015,7,23,47,july.csv,
12,2015-07-24,2015,7,24,54,july.csv,
12,2015-07-25,2015,7,25,48,july.csv,
12,2015-07-26,2015,7,26,48,july.csv,
13,2015-07-27,2015,7,27,59,july.csv,
0,2015-07-28,2015,7,28,65,july.csv,
12,2015-07-29,2015,7,29,74,july.csv,
12,2015-07-30,2015,7,30,71,july.csv,
12,2015-07-31,2015,7,31,76,july.csv,
12,2015-08-01,2015,8,1,71,august.csv,
14,2015-08-02,2015,8,2,87,august.csv,
10,2015-08-03,2015,8,3,99,august.csv,
15,2015-08-04,2015,8,4,43,august.csv,
12,2015-08-05,2015,8,5,42,august.csv,
12,2015-08-06,2015,8,6,42,august.csv,
13,2015-08-07,2015,8,7,53,august.csv,
0,2015-08-08,2015,8,8,45,august.csv,
8,2015-08-09,2015,8,9,58,august.csv,
12,2015-08-10,2015,8,10,87,august.csv,
13,2015-08-11,2015,8,11,87,august.csv,
12,2015-08-12,2015,8,12,99,august.csv,
12,2015-08-13,2015,8,13,95,august.csv,
12,2015-08-14,2015,8,14,74,august.csv,
12,2015-08-15,2015,8,15,71,august.csv,
13,2015-08-16,2015,8,16,71,august.csv,
14,2015-08-17,2015,8,17,86,august.csv,
0,2015-08-18,2015,8,18,42,august.csv,
3,2015-08-19,2015,8,19,33,august.csv,
7,2015-08-20,2015,8,20,40,august.csv,
0,2015-08-21,2015,8,21,52,august.csv,
0,2015-08-22,2015,8,22,32,august.csv,
0,2015-08-23,2015,8,23,42,august.csv,
12,2015-08-24,2015,8,24,79,august.csv,
12,2015-08-25,2015,8,25,56,august.csv,
12,2015-08-26,2015,8,26,79,august.csv,
12,2015-08-27,2015,8,27,86,august.csv,
13,2015-08-28,2015,8,28,99,august.csv,
14,2015-08-29,2015,8,29,93,august.csv,
13,2015-08-30,2015,8,30,80,august.csv,
14,2015-08-31,2015,8,31,47,august.csv,
4,2015-09-01,2015,9,1,44,september.csv,
8,2015-09-02,2015,9,2,50,september.csv,
13,2015-09-03,2015,9,3,47,september.csv,
6,2015-09-04,2015,9,4,46,september.csv,
0,2015-09-05,2015,9,5,8,september.csv,
8,2015-09-06,2015,9,6,48,september.csv,
13,2015-09-07,2015,9,7,49,september.csv,
14,2015-09-08,2015,9,8,71,september.csv,
11,2015-09-09,2015,9,9,43,september.csv,
11,2015-09-10,2015,9,10,32,september.csv,
11,2015-09-11,2015,9,11,9,september.csv,
11,2015-09-12,2015,9,12,53,september.csv,
11,2015-09-13,2015,9,13,59,september.csv,
7,2015-09-14,2015,9,14,64,september.csv,
0,2015-09-15,2015,9,15,42,september.csv,
0,2015-09-16,2015,9,16,48,september.csv,
8,2015-09-17,2015,9,17,59,september.csv,
6,2015-09-18,2015,9,18,67,september.csv,
7,2015-09-19,2015,9,19,68,september.csv,
7,2015-09-20,2015,9,20,71,september.csv,
11,2015-09-21,2015,9,21,90,september.csv,
11,2015-09-22,2015,9,22,71,september.csv,
10,2015-09-23,2015,9,23,76,september.csv,
6,2015-09-24,2015,9,24,66,september.csv,
10,2015-09-25,2015,9,25,74,september.csv,
11,2015-09-26,2015,9,26,82,september.csv,
7,2015-09-27,2015,9,27,49,september.csv,
7,2015-09-28,2015,9,28,36,september.csv,
7,2015-09-29,2015,9,29,36,september.csv,
7,2015-09-30,2015,9,30,49,september.csv,
3,2016-06-01,2016,6,1,36,june.csv,
3,2016-06-02,2016,6,2,44,june.csv,
11,2016-06-03,2016,6,3,59,june.csv,
11,2016-06-04,2016,6,4,50,june.csv,
7,2016-06-05,2016,6,5,63,june.csv,
7,2016-06-06,2016,6,6,69,june.csv,
7,2016-06-07,2016,6,7,67,june.csv,
7,2016-06-08,2016,6,8,78,june.csv,
7,2016-06-09,2016,6,9,66,june.csv,
2,2016-06-10,2016,6,10,55,june.csv,
0,2016-06-11,2016,6,11,43,june.csv,
12,2016-06-12,2016,6,12,30,june.csv,
12,2016-06-13,2016,6,13,33,june.csv,
0,2016-06-14,2016,6,14,43,june.csv,
0,2016-06-15,2016,6,15,34,june.csv,
0,2016-06-16,2016,6,16,54,june.csv,
12,2016-06-17,2016,6,17,59,june.csv,
13,2016-06-18,2016,6,18,45,june.csv,
12,2016-06-19,2016,6,19,54,june.csv,
12,2016-06-20,2016,6,20,43,june.csv,
12,2016-06-21,2016,6,21,52,june.csv,
12,2016-06-22,2016,6,22,58,june.csv,
12,2016-06-23,2016,6,23,64,june.csv,
12,2016-06-24,2016,6,24,52,june.csv,
8,2016-06-25,2016,6,25,41,june.csv,
8,2016-06-26,2016,6,26,43,june.csv,
12,2016-06-27,2016,6,27,67,june.csv,
12,2016-06-28,2016,6,28,56,june.csv,
13,2016-06-29,2016,6,29,61,june.csv,
13,2016-06-30,2016,6,30,69,june.csv,
14,2016-07-01,2016,7,1,67,july.csv,
12,2016-07-02,2016,7,2,35,july.csv,
12,2016-07-03,2016,7,3,30,july.csv,
12,2016-07-04,2016,7,4,33,july.csv,
12,2016-07-05,2016,7,5,43,july.csv,
12,2016-07-06,2016,7,6,36,july.csv,
12,2016-07-07,2016,7,7,43,july.csv,
12,2016-07-08,2016,7,8,43,july.csv,
12,2016-07-09,2016,7,9,37,july.csv,
12,2016-07-10,2016,7,10,32,july.csv,
0,2016-07-11,2016,7,11,35,july.csv,
0,2016-07-12,2016,7,12,42,july.csv,
8,2016-07-13,2016,7,13,40,july.csv,
12,2016-07-14,2016,7,14,44,july.csv,
12,2016-07-15,2016,7,15,40,july.csv,
12,2016-07-16,2016,7,16,65,july.csv,
8,2016-07-17,2016,7,17,48,july.csv,
12,2016-07-18,2016,7,18,51,july.csv,
12,2016-07-19,2016,7,19,40,july.csv,
12,2016-07-20,2016,7,20,54,july.csv,
12,2016-07-21,2016,7,21,85,july.csv,
12,2016-07-22,2016,7,22,83,july.csv,
12,2016-07-23,2016,7,23,54,july.csv,
8,2016-07-24,2016,7,24,45,july.csv,
12,2016-07-25,2016,7,25,37,july.csv,
13,2016-07-26,2016,7,26,50,july.csv,
13,2016-07-27,2016,7,27,9,july.csv,
13,2016-07-28,2016,7,28,44,july.csv,
9,2016-07-29,2016,7,29,52,july.csv,
4,2016-07-30,2016,7,30,7,july.csv,
0,2016-07-31,2016,7,31,4,july.csv,
4,2016-08-01,2016,8,1,55,august.csv,
12,2016-08-02,2016,8,2,63,august.csv,
12,2016-08-03,2016,8,3,89,august.csv,
12,2016-08-04,2016,8,4,76,august.csv,
13,2016-08-05,2016,8,5,60,august.csv,
9,2016-08-06,2016,8,6,46,august.csv,
9,2016-08-07,2016,8,7,47,august.csv,
9,2016-08-08,2016,8,8,65,august.csv,
10,2016-08-09,2016,8,9,64,august.csv,
0,2016-08-10,2016,8,10,47,august.csv,
12,2016-08-11,2016,8,11,9,august.csv,
12,2016-08-12,2016,8,12,8,august.csv,
15,2016-08-13,2016,8,13,51,august.csv,
11,2016-08-14,2016,8,14,7,august.csv,
10,2016-08-15,2016,8,15,9,august.csv,
4,2016-08-16,2016,8,16,8,august.csv,
8,2016-08-17,2016,8,17,9,august.csv,
8,2016-08-18,2016,8,18,9,august.csv,
0,2016-08-19,2016,8,19,32,august.csv,
1,2016-08-20,2016,8,20,31,august.csv,
7,2016-08-21,2016,8,21,4,august.csv,
0,2016-08-22,2016,8,22,9,august.csv,
0,2016-08-23,2016,8,23,41,august.csv,
12,2016-08-24,2016,8,24,43,august.csv,
12,2016-08-25,2016,8,25,8,august.csv,
4,2016-08-26,2016,8,26,60,august.csv,
0,2016-08-27,2016,8,27,56,august.csv,
9,2016-08-28,2016,8,28,44,august.csv,
9,2016-08-29,2016,8,29,7,august.csv,
9,2016-08-30,2016,8,30,52,august.csv,
10,2016-08-31,2016,8,31,52,august.csv,
10,2016-09-01,2016,9,1,65,september.csv,
15,2016-09-02,2016,9,2,66,september.csv,
15,2016-09-03,2016,9,3,78,september.csv,
0,2016-09-04,2016,9,4,50,september.csv,
0,2016-09-05,2016,9,5,8,september.csv,
0,2016-09-06,2016,9,6,9,september.csv,
12,2016-09-07,2016,9,7,44,september.csv,
12,2016-09-08,2016,9,8,49,september.csv,
13,2016-09-09,2016,9,9,36,september.csv,
13,2016-09-10,2016,9,10,9,september.csv,
12,2016-09-11,2016,9,11,64,september.csv,
12,2016-09-12,2016,9,12,8,september.csv,
1,2016-09-13,2016,9,13,42,september.csv,
4,2016-09-14,2016,9,14,60,september.csv,
12,2016-09-15,2016,9,15,54,september.csv,
0,2016-09-16,2016,9,16,45,september.csv,
0,2016-09-17,2016,9,17,72,september.csv,
13,2016-09-18,2016,9,18,46,september.csv,
13,2016-09-19,2016,9,19,84,september.csv,
12,2016-09-20,2016,9,20,53,september.csv,
12,2016-09-21,2016,9,21,77,september.csv,
13,2016-09-22,2016,9,22,54,september.csv,
1,2016-09-23,2016,9,23,32,september.csv,
1,2016-09-24,2016,9,24,28,september.csv,
1,2016-09-25,2016,9,25,31,september.csv,
5,2016-09-26,2016,9,26,44,september.csv,
10,2016-09-27,2016,9,27,52,september.csv,
11,2016-09-28,2016,9,28,81,september.csv,
14,2016-09-29,2016,9,29,73,september.csv,
12,2016-09-30,2016,9,30,66,september.csv,
2,2017-06-01,2017,6,1,8,june.csv,
3,2017-06-02,2017,6,2,8,june.csv,
3,2017-06-03,2017,6,3,45,june.csv,
7,2017-06-04,2017,6,4,44,june.csv,
7,2017-06-05,2017,6,5,56,june.csv,
7,2017-06-06,2017,6,6,8,june.csv,
7,2017-06-07,2017,6,7,65,june.csv,
11,2017-06-08,2017,6,8,87,june.csv,
7,2017-06-09,2017,6,9,76,june.csv,
7,2017-06-10,2017,6,10,65,june.csv,
3,2017-06-11,2017,6,11,51,june.csv,
1,2017-06-12,2017,6,12,45,june.csv,
1,2017-06-13,2017,6,13,7,june.csv,
2,2017-06-14,2017,6,14,41,june.csv,
0,2017-06-15,2017,6,15,41,june.csv,
14,2017-06-16,2017,6,16,37,june.csv,
11,2017-06-17,2017,6,17,8,june.csv,
7,2017-06-18,2017,6,18,34,june.csv,
7,2017-06-19,2017,6,19,61,june.csv,
10,2017-06-20,2017,6,20,9,june.csv,
11,2017-06-21,2017,6,21,7,june.csv,
7,2017-06-22,2017,6,22,9,june.csv,
7,2017-06-23,2017,6,23,6,june.csv,
15,2017-06-24,2017,6,24,9,june.csv,
12,2017-06-25,2017,6,25,8,june.csv,
12,2017-06-26,2017,6,26,50,june.csv,
14,2017-06-27,2017,6,27,40,june.csv,
6,2017-06-28,2017,6,28,37,june.csv,
2,2017-06-29,2017,6,29,8,june.csv,
0,2017-06-30,2017,6,30,7,june.csv,
8,2017-07-01,2017,7,1,8,july.csv,
12,2017-07-02,2017,7,2,40,july.csv,
12,2017-07-03,2017,7,3,39,july.csv,
12,2017-07-04,2017,7,4,9,july.csv,
12,2017-07-05,2017,7,5,43,july.csv,
12,2017-07-06,2017,7,6,54,july.csv,
12,2017-07-07,2017,7,7,50,july.csv,
12,2017-07-08,2017,7,8,44,july.csv,
12,2017-07-09,2017,7,9,41,july.csv,
12,2017-07-10,2017,7,10,8,july.csv,
8,2017-07-11,2017,7,11,9,july.csv,
0,2017-07-12,2017,7,12,9,july.csv,
8,2017-07-13,2017,7,13,46,july.csv,
12,2017-07-14,2017,7,14,59,july.csv,
12,2017-07-15,2017,7,15,41,july.csv,
12,2017-07-16,2017,7,16,60,july.csv,
14,2017-07-17,2017,7,17,55,july.csv,
9,2017-07-18,2017,7,18,58,july.csv,
12,2017-07-19,2017,7,19,56,july.csv,
12,2017-07-20,2017,7,20,57,july.csv,
12,2017-07-21,2017,7,21,50,july.csv,
12,2017-07-22,2017,7,22,5,july.csv,
8,2017-07-23,2017,7,23,9,july.csv,
14,2017-07-24,2017,7,24,37,july.csv,
12,2017-07-25,2017,7,25,47,july.csv,
12,2017-07-26,2017,7,26,50,july.csv,
12,2017-07-27,2017,7,27,57,july.csv,
12,2017-07-28,2017,7,28,47,july.csv,
14,2017-07-29,2017,7,29,49,july.csv,
13,2017-07-30,2017,7,30,52,july.csv,
12,2017-07-31,2017,7,31,71,july.csv,
12,2017-08-01,2017,8,1,66,august.csv,
13,2017-08-02,2017,8,2,44,august.csv,
12,2017-08-03,2017,8,3,67,august.csv,
12,2017-08-04,2017,8,4,78,august.csv,
12,2017-08-05,2017,8,5,44,august.csv,
0,2017-08-06,2017,8,6,6,august.csv,
15,2017-08-07,2017,8,7,6,august.csv,
15,2017-08-08,2017,8,8,42,august.csv,
14,2017-08-09,2017,8,9,59,august.csv,
12,2017-08-10,2017,8,10,7,august.csv,
12,2017-08-11,2017,8,11,9,august.csv,
12,2017-08-12,2017,8,12,8,august.csv,
13,2017-08-13,2017,8,13,7,august.csv,
15,2017-08-14,2017,8,14,8,august.csv,
2,2017-08-15,2017,8,15,8,august.csv,
0,2017-08-16,2017,8,16,8,august.csv,
0,2017-08-17,2017,8,17,9,august.csv,
12,2017-08-18,2017,8,18,45,august.csv,
12,2017-08-19,2017,8,19,51,august.csv,
13,2017-08-20,2017,8,20,46,august.csv,
8,2017-08-21,2017,8,21,63,august.csv,
12,2017-08-22,2017,8,22,65,august.csv,
12,2017-08-23,2017,8,23,56,august.csv,
11,2017-08-24,2017,8,24,56,august.csv,
3,2017-08-25,2017,8,25,29,august.csv,
1,2017-08-26,2017,8,26,32,august.csv,
14,2017-08-27,2017,8,27,32,august.csv,
11,2017-08-28,2017,8,28,34,august.csv,
11,2017-08-29,2017,8,29,35,august.csv,
11,2017-08-30,2017,8,30,46,august.csv,
11,2017-08-31,2017,8,31,57,august.csv,
11,2017-09-01,2017,9,1,96,september.csv,
15,2017-09-02,2017,9,2,77,september.csv,
12,2017-09-03,2017,9,3,78,september.csv,
12,2017-09-04,2017,9,4,74,september.csv,
15,2017-09-05,2017,9,5,71,september.csv,
15,2017-09-06,2017,9,6,49,september.csv,
11,2017-09-07,2017,9,7,63,september.csv,
15,2017-09-08,2017,9,8,82,september.csv,
14,2017-09-09,2017,9,9,65,september.csv,
14,2017-09-10,2017,9,10,60,september.csv,
14,2017-09-11,2017,9,11,60,september.csv,
11,2017-09-12,2017,9,12,89,september.csv,
7,2017-09-13,2017,9,13,73,september.csv,
7,2017-09-14,2017,9,14,85,september.csv,
6,2017-09-15,2017,9,15,66,september.csv,
2,2017-09-16,2017,9,16,66,september.csv,
0,2017-09-17,2017,9,17,58,september.csv,
0,2017-09-18,2017,9,18,30,september.csv,
15,2017-09-19,2017,9,19,42,september.csv,
2,2017-09-20,2017,9,20,38,september.csv,
1,2017-09-21,2017,9,21,9,september.csv,
2,2017-09-22,2017,9,22,66,september.csv,
3,2017-09-23,2017,9,23,65,september.csv,
3,2017-09-24,2017,9,24,57,september.csv,
3,2017-09-25,2017,9,25,53,september.csv,
3,2017-09-26,2017,9,26,54,september.csv,
3,2017-09-27,2017,9,27,63,september.csv,
3,2017-09-28,2017,9,28,54,september.csv,
6,2017-09-29,2017,9,29,69,september.csv,
10,2017-09-30,2017,9,30,78,september.csv,
10,2018-06-01,2018,6,1,64,june.csv,
14,2018-06-02,2018,6,2,51,june.csv,
13,2018-06-03,2018,6,3,54,june.csv,
12,2018-06-04,2018,6,4,66,june.csv,
15,2018-06-05,2018,6,5,48,june.csv,
11,2018-06-06,2018,6,6,65,june.csv,
11,2018-06-07,2018,6,7,67,june.csv,
14,2018-06-08,2018,6,8,76,june.csv,
12,2018-06-09,2018,6,9,43,june.csv,
0,2018-06-10,2018,6,10,28,june.csv,
2,2018-06-11,2018,6,11,36,june.csv,
2,2018-06-12,2018,6,12,49,june.csv,
6,2018-06-13,2018,6,13,59,june.csv,
5,2018-06-14,2018,6,14,47,june.csv,
1,2018-06-15,2018,6,15,46,june.csv,
3,2018-06-16,2018,6,16,40,june.csv,
2,2018-06-17,2018,6,17,5,june.csv,
1,2018-06-18,2018,6,18,5,june.csv,
0,2018-06-19,2018,6,19,9,june.csv,
2,2018-06-20,2018,6,20,7,june.csv,
11,2018-06-21,2018,6,21,6,june.csv,
11,2018-06-22,2018,6,22,8,june.csv,
7,2018-06-23,2018,6,23,7,june.csv,
2,2018-06-24,2018,6,24,9,june.csv,
1,2018-06-25,2018,6,25,5,june.csv,
0,2018-06-26,2018,6,26,50,june.csv,
12,2018-06-27,2018,6,27,49,june.csv,
8,2018-06-28,2018,6,28,43,june.csv,
0,2018-06-29,2018,6,29,40,june.csv,
0,2018-06-30,2018,6,30,9,june.csv,
0,2018-07-01,2018,7,1,9,july.csv,
12,2018-07-02,2018,7,2,56,july.csv,
8,2018-07-03,2018,7,3,52,july.csv,
8,2018-07-04,2018,7,4,7,july.csv,
12,2018-07-05,2018,7,5,48,july.csv,
12,2018-07-06,2018,7,6,59,july.csv,
12,2018-07-07,2018,7,7,53,july.csv,
12,2018-07-08,2018,7,8,43,july.csv,
12,2018-07-09,2018,7,9,9,july.csv,
12,2018-07-10,2018,7,10,65,july.csv,
12,2018-07-11,2018,7,11,58,july.csv,
12,2018-07-12,2018,7,12,50,july.csv,
12,2018-07-13,2018,7,13,50,july.csv,
12,2018-07-14,2018,7,14,39,july.csv,
12,2018-07-15,2018,7,15,33,july.csv,
12,2018-07-16,2018,7,16,48,july.csv,
12,2018-07-17,2018,7,17,50,july.csv,
12,2018-07-18,2018,7,18,51,july.csv,
12,2018-07-19,2018,7,19,55,july.csv,
12,2018-07-20,2018,7,20,56,july.csv,
12,2018-07-21,2018,7,21,50,july.csv,
12,2018-07-22,2018,7,22,52,july.csv,
12,2018-07-23,2018,7,23,81,july.csv,
12,2018-07-24,2018,7,24,73,july.csv,
12,2018-07-25,2018,7,25,72,july.csv,
12,2018-07-26,2018,7,26,92,july.csv,
12,2018-07-27,2018,7,27,98,july.csv,
12,2018-07-28,2018,7,28,86,july.csv,
12,2018-07-29,2018,7,29,71,july.csv,
12,2018-07-30,2018,7,30,64,july.csv,
13,2018-07-31,2018,7,31,49,july.csv,
14,2018-08-01,2018,8,1,96,august.csv,
14,2018-08-02,2018,8,2,78,august.csv,
13,2018-08-03,2018,8,3,76,august.csv,
8,2018-08-04,2018,8,4,42,august.csv,
8,2018-08-05,2018,8,5,58,august.csv,
12,2018-08-06,2018,8,6,45,august.csv,
12,2018-08-07,2018,8,7,39,august.csv,
8,2018-08-08,2018,8,8,41,august.csv,
8,2018-08-09,2018,8,9,33,august.csv,
12,2018-08-10,2018,8,10,43,august.csv,
12,2018-08-11,2018,8,11,5,august.csv,
8,2018-08-12,2018,8,12,9,august.csv,
0,2018-08-13,2018,8,13,9,august.csv,
0,2018-08-14,2018,8,14,46,august.csv,
0,2018-08-15,2018,8,15,9,august.csv,
12,2018-08-16,2018,8,16,9,august.csv,
12,2018-08-17,2018,8,17,6,august.csv,
12,2018-08-18,2018,8,18,38,august.csv,
12,2018-08-19,2018,8,19,8,august.csv,
15,2018-08-20,2018,8,20,8,august.csv,
12,2018-08-21,2018,8,21,50,august.csv,
12,2018-08-22,2018,8,22,74,august.csv,
12,2018-08-23,2018,8,23,99,august.csv,
12,2018-08-24,2018,8,24,91,august.csv,
4,2018-08-25,2018,8,25,77,august.csv,
12,2018-08-26,2018,8,26,55,august.csv,
12,2018-08-27,2018,8,27,48,august.csv,
0,2018-08-28,2018,8,28,9,august.csv,
8,2018-08-29,2018,8,29,40,august.csv,
12,2018-08-30,2018,8,30,55,august.csv,
13,2018-08-31,2018,8,31,65,august.csv,
1,2018-09-01,2018,9,1,55,september.csv,
1,2018-09-02,2018,9,2,30,september.csv,
1,2018-09-03,2018,9,3,9,september.csv,
1,2018-09-04,2018,9,4,8,september.csv,
1,2018-09-05,2018,9,5,48,september.csv,
8,2018-09-06,2018,9,6,51,september.csv,
8,2018-09-07,2018,9,7,8,september.csv,
10,2018-09-08,2018,9,8,9,september.csv,
7,2018-09-09,2018,9,9,38,september.csv,
7,2018-09-10,2018,9,10,9,september.csv,
7,2018-09-11,2018,9,11,30,september.csv,
6,2018-09-12,2018,9,12,40,september.csv,
5,2018-09-13,2018,9,13,32,september.csv,
5,2018-09-14,2018,9,14,9,september.csv,
5,2018-09-15,2018,9,15,43,september.csv,
5,2018-09-16,2018,9,16,74,september.csv,
10,2018-09-17,2018,9,17,88,september.csv,
5,2018-09-18,2018,9,18,93,september.csv,
1,2018-09-19,2018,9,19,77,september.csv,
2,2018-09-20,2018,9,20,43,september.csv,
0,2018-09-21,2018,9,21,8,september.csv,
13,2018-09-22,2018,9,22,9,september.csv,
10,2018-09-23,2018,9,23,53,september.csv,
2,2018-09-24,2018,9,24,60,september.csv,
2,2018-09-25,2018,9,25,9,september.csv,
0,2018-09-26,2018,9,26,9,september.csv,
15,2018-09-27,2018,9,27,9,september.csv,
11,2018-09-28,2018,9,28,40,september.csv,
0,2018-09-29,2018,9,29,9,september.csv,
0,2018-09-30,2018,9,30,35,september.csv,
7,2019-06-01,2019,6,1,81,june.csv,
7,2019-06-02,2019,6,2,57,june.csv,
3,2019-06-03,2019,6,3,72,june.csv,
2,2019-06-04,2019,6,4,55,june.csv,
2,2019-06-05,2019,6,5,26,june.csv,
3,2019-06-06,2019,6,6,68,june.csv,
7,2019-06-07,2019,6,7,59,june.csv,
7,2019-06-08,2019,6,8,81,june.csv,
11,2019-06-09,2019,6,9,93,june.csv,
12,2019-06-10,2019,6,10,63,june.csv,
12,2019-06-11,2019,6,11,83,june.csv,
15,2019-06-12,2019,6,12,91,june.csv,
15,2019-06-13,2019,6,13,81,june.csv,
15,2019-06-14,2019,6,14,83,june.csv,
0,2019-06-15,2019,6,15,33,june.csv,
1,2019-06-16,2019,6,16,45,june.csv,
2,2019-06-17,2019,6,17,81,june.csv,
11,2019-06-18,2019,6,18,63,june.csv,
15,2019-06-19,2019,6,19,37,june.csv,
11,2019-06-20,2019,6,20,27,june.csv,
0,2019-06-21,2019,6,21,9,june.csv,
0,2019-06-22,2019,6,22,29,june.csv,
0,2019-06-23,2019,6,23,31,june.csv,
0,2019-06-24,2019,6,24,59,june.csv,
1,2019-06-25,2019,6,25,8,june.csv,
0,2019-06-26,2019,6,26,27,june.csv,
12,2019-06-27,2019,6,27,32,june.csv,
12,2019-06-28,2019,6,28,55,june.csv,
12,2019-06-29,2019,6,29,40,june.csv,
12,2019-06-30,2019,6,30,59,june.csv,
12,2019-07-01,2019,7,1,57,july.csv,
0,2019-07-02,2019,7,2,40,july.csv,
0,2019-07-03,2019,7,3,43,july.csv,
0,2019-07-04,2019,7,4,9,july.csv,
8,2019-07-05,2019,7,5,47,july.csv,
12,2019-07-06,2019,7,6,61,july.csv,
12,2019-07-07,2019,7,7,52,july.csv,
12,2019-07-08,2019,7,8,39,july.csv,
13,2019-07-09,2019,7,9,49,july.csv,
12,2019-07-10,2019,7,10,66,july.csv,
12,2019-07-11,2019,7,11,66,july.csv,
14,2019-07-12,2019,7,12,62,july.csv,
10,2019-07-13,2019,7,13,46,july.csv,
14,2019-07-14,2019,7,14,41,july.csv,
12,2019-07-15,2019,7,15,31,july.csv,
12,2019-07-16,2019,7,16,35,july.csv,
12,2019-07-17,2019,7,17,38,july.csv,
12,2019-07-18,2019,7,18,43,july.csv,
8,2019-07-19,2019,7,19,44,july.csv,
8,2019-07-20,2019,7,20,43,july.csv,
4,2019-07-21,2019,7,21,33,july.csv,
13,2019-07-22,2019,7,22,36,july.csv,
13,2019-07-23,2019,7,23,47,july.csv,
13,2019-07-24,2019,7,24,66,july.csv,
13,2019-07-25,2019,7,25,82,july.csv,
12,2019-07-26,2019,7,26,81,july.csv,
12,2019-07-27,2019,7,27,64,july.csv,
12,2019-07-28,2019,7,28,35,july.csv,
12,2019-07-29,2019,7,29,33,july.csv,
