cluster,date,year,month
6,2017-09-29,2017,9
10,2017-09-30,2017,9
10,2018-06-01,2018,6
14,2018-06-02,2018,6
13,2018-06-03,2018,6
12,2018-06-04,2018,6
15,2018-06-05,2018,6
11,2018-06-06,2018,6
11,2018-06-07,2018,6
14,2018-06-08,2018,6
12,2018-06-09,2018,6
0,2018-06-10,2018,6
2,2018-06-11,2018,6
2,2018-06-12,2018,6
6,2018-06-13,2018,6
5,2018-06-14,2018,6
1,2018-06-15,2018,6
3,2018-06-16,2018,6
2,2018-06-17,2018,6
1,2018-06-18,2018,6
0,2018-06-19,2018,6
2,2018-06-20,2018,6
11,2018-06-21,2018,6
11,2018-06-22,2018,6
7,2018-06-23,2018,6
2,2018-06-24,2018,6
1,2018-06-25,2018,6
0,2018-06-26,2018,6
12,2018-06-27,2018,6
8,2018-06-28,2018,6
0,2018-06-29,2018,6
0,2018-06-30,2018,6
0,2018-07-01,2018,7
12,2018-07-02,2018,7
8,2018-07-03,2018,7
8,2018-07-04,2018,7
12,2018-07-05,2018,7
12,2018-07-06,2018,7
12,2018-07-07,2018,7
12,2018-07-08,2018,7
12,2018-07-09,2018,7
12,2018-07-10,2018,7
12,2018-07-11,2018,7
12,2018-07-12,2018,7
12,2018-07-13,2018,7
12,2018-07-14,2018,7
12,2018-07-15,2018,7
12,2018-07-16,2018,7
12,2018-07-17,2018,7
12,2018-07-18,2018,7
12,2018-07-19,2018,7
12,2018-07-20,2018,7
12,2018-07-21,2018,7
12,2018-07-22,2018,7
12,2018-07-23,2018,7
12,2018-07-24,2018,7
12,2018-07-25,2018,7
12,2018-07-26,2018,7
12,2018-07-27,2018,7
12,2018-07-28,2018,7
12,2018-07-29,2018,7
12,2018-07-30,2018,7
13,2018-07-31,2018,7
14,2018-08-01,2018,8
14,2018-08-02,2018,8
13,2018-08-03,2018,8
8,2018-08-04,2018,8
8,2018-08-05,2018,8
12,2018-08-06,2018,8
12,2018-08-07,2018,8
8,2018-08-08,2018,8
8,2018-08-09,2018,8
12,2018-08-10,2018,8
12,2018-08-11,2018,8
8,2018-08-12,2018,8
0,2018-08-13,2018,8
0,2018-08-14,2018,8
0,2018-08-15,2018,8
12,2018-08-16,2018,8
12,2018-08-17,2018,8
12,2018-08-18,2018,8
12,2018-08-19,2018,8
15,2018-08-20,2018,8
12,2018-08-21,2018,8
12,2018-08-22,2018,8
12,2018-08-23,2018,8
12,2018-08-24,2018,8
4,2018-08-25,2018,8
12,2018-08-26,2018,8
12,2018-08-27,2018,8
0,2018-08-28,2018,8
8,2018-08-29,2018,8
12,2018-08-30,2018,8
13,2018-08-31,2018,8
1,2018-09-01,2018,9
1,2018-09-02,2018,9
1,2018-09-03,2018,9
1,2018-09-04,2018,9
1,2018-09-05,2018,9
8,2018-09-06,2018,9
8,2018-09-07,2018,9
10,2018-09-08,2018,9
7,2018-09-09,2018,9
7,2018-09-10,2018,9
7,2018-09-11,2018,9
6,2018-09-12,2018,9
5,2018-09-13,2018,9
5,2018-09-14,2018,9
5,2018-09-15,2018,9
5,2018-09-16,2018,9
10,2018-09-17,2018,9
5,2018-09-18,2018,9
1,2018-09-19,2018,9
2,2018-09-20,2018,9
0,2018-09-21,2018,9
13,2018-09-22,2018,9
10,2018-09-23,2018,9
2,2018-09-24,2018,9
2,2018-09-25,2018,9
0,2018-09-26,2018,9
15,2018-09-27,2018,9
11,2018-09-28,2018,9
0,2018-09-29,2018,9
0,2018-09-30,2018,9
7,2019-06-01,2019,6
7,2019-06-02,2019,6
3,2019-06-03,2019,6
2,2019-06-04,2019,6
2,2019-06-05,2019,6
3,2019-06-06,2019,6
7,2019-06-07,2019,6
7,2019-06-08,2019,6
11,2019-06-09,2019,6
12,2019-06-10,2019,6
12,2019-06-11,2019,6
15,2019-06-12,2019,6
15,2019-06-13,2019,6
15,2019-06-14,2019,6
0,2019-06-15,2019,6
1,2019-06-16,2019,6
2,2019-06-17,2019,6
11,2019-06-18,2019,6
15,2019-06-19,2019,6
11,2019-06-20,2019,6
0,2019-06-21,2019,6
0,2019-06-22,2019,6
0,2019-06-23,2019,6
0,2019-06-24,2019,6
1,2019-06-25,2019,6
0,2019-06-26,2019,6
12,2019-06-27,2019,6
12,2019-06-28,2019,6
12,2019-06-29,2019,6
12,2019-06-30,2019,6
12,2019-07-01,2019,7
0,2019-07-02,2019,7
0,2019-07-03,2019,7
0,2019-07-04,2019,7
8,2019-07-05,2019,7
12,2019-07-06,2019,7
12,2019-07-07,2019,7
12,2019-07-08,2019,7
13,2019-07-09,2019,7
12,2019-07-10,2019,7
12,2019-07-11,2019,7
14,2019-07-12,2019,7
10,2019-07-13,2019,7
14,2019-07-14,2019,7
12,2019-07-15,2019,7
12,2019-07-16,2019,7
12,2019-07-17,2019,7
12,2019-07-18,2019,7
8,2019-07-19,2019,7
8,2019-07-20,2019,7
4,2019-07-21,2019,7
13,2019-07-22,2019,7
13,2019-07-23,2019,7
13,2019-07-24,2019,7
13,2019-07-25,2019,7
12,2019-07-26,2019,7
12,2019-07-27,2019,7
12,2019-07-28,2019,7
12,2019-07-29,2019,7
12,2019-07-30,2019,7
12,2019-07-31,2019,7
12,2019-08-01,2019,8
12,2019-08-02,2019,8
13,2019-08-03,2019,8
13,2019-08-04,2019,8
13,2019-08-05,2019,8
12,2019-08-06,2019,8
13,2019-08-07,2019,8
13,2019-08-08,2019,8
12,2019-08-09,2019,8
12,2019-08-10,2019,8
12,2019-08-11,2019,8
12,2019-08-12,2019,8
12,2019-08-13,2019,8
12,2019-08-14,2019,8
12,2019-08-15,2019,8
12,2019-08-16,2019,8
12,2019-08-17,2019,8
0,2019-08-18,2019,8
8,2019-08-19,2019,8
12,2019-08-20,2019,8
12,2019-08-21,2019,8
8,2019-08-22,2019,8
0,2019-08-23,2019,8
0,2019-08-24,2019,8
13,2019-08-25,2019,8
15,2019-08-26,2019,8
15,2019-08-27,2019,8
13,2019-08-28,2019,8
12,2019-08-29,2019,8
12,2019-08-30,2019,8
12,2019-08-31,2019,8
13,2019-09-01,2019,9
13,2019-09-02,2019,9
13,2019-09-03,2019,9
9,2019-09-04,2019,9
12,2019-09-05,2019,9
12,2019-09-06,2019,9
12,2019-09-07,2019,9
12,2019-09-08,2019,9
0,2019-09-09,2019,9
0,2019-09-10,2019,9
0,2019-09-11,2019,9
8,2019-09-12,2019,9
8,2019-09-13,2019,9
12,2019-09-14,2019,9
12,2019-09-15,2019,9
8,2019-09-16,2019,9
0,2019-09-17,2019,9
0,2019-09-18,2019,9
4,2019-09-19,2019,9
1,2019-09-20,2019,9
0,2019-09-21,2019,9
0,2019-09-22,2019,9
13,2019-09-23,2019,9
13,2019-09-24,2019,9
6,2019-09-25,2019,9
11,2019-09-26,2019,9
7,2019-09-27,2019,9
3,2019-09-28,2019,9
2,2019-09-29,2019,9
0,2019-09-30,2019,9
