,date,month,ozone,site
49,19,September 2012,71,Houston Bayland Park C53/A146 
50,20,September 2012,87,Houston Bayland Park C53/A146 
51,21,September 2012,81,Channelview C15/AH115 
52,22,September 2012,78,Lang C408
53,23,September 2012,79,Houston North Wayside C405/C1033
54,24,September 2012,84,Houston Bayland Park C53/A146 
55,25,September 2012,64,Houston Bayland Park C53/A146 
56,26,September 2012,68,Houston Bayland Park C53/A146 
57,27,September 2012,68,Channelview C15/AH115 
58,28,September 2012,46,Houston Westhollow C410/C3003
59,29,September 2012,43,HRM-3 Haden Road C603/A114 
60,30,September 2012,43,Conroe Relocated C78/A321
61,1,June 2013,33,Seabrook Friendship Park C45
62,2,June 2013,45,Wallisville Road C617 
63,3,June 2013,86,Houston Bayland Park C53/A146 
64,4,June 2013,81,Houston East C1/G316
65,5,June 2013,58,Houston North Wayside C405/C1033
66,6,June 2013,45,U of H-Sugarland C696
67,7,June 2013,69,Conroe Relocated C78/A321
68,8,June 2013,69,Houston Bayland Park C53/A146 
69,9,June 2013,30,Houston Westhollow C410/C3003
70,10,June 2013,71,U of H-Sugarland C696
71,11,June 2013,29,U of H-Sugarland C696
72,12,June 2013,43,Houston Bayland Park C53/A146 
73,13,June 2013,51,Park Place C416
74,14,June 2013,75,U of H-Sugarland C696
75,15,June 2013,51,U of H-Sugarland C696
76,16,June 2013,28,Houston Bayland Park C53/A146 
77,17,June 2013,37,Houston Bayland Park C53/A146 
78,18,June 2013,38,Park Place C416
79,19,June 2013,43,UH Moody Tower C695
80,20,June 2013,44,Houston Bayland Park C53/A146 
81,21,June 2013,51,Houston Bayland Park C53/A146 
82,22,June 2013,47,Houston Bayland Park C53/A146 
83,23,June 2013,42,Houston Bayland Park C53/A146 
84,24,June 2013,46,Houston Bayland Park C53/A146 
85,25,June 2013,41,Houston Bayland Park C53/A146 
86,26,June 2013,55,Houston Bayland Park C53/A146 
87,27,June 2013,54,U of H-Sugarland C696
88,28,June 2013,62,Monitoring_Site
89,29,June 2013,64,Conroe Relocated C78/A321
90,30,June 2013,71,Wallisville Road C617 
91,1,July 2013,71,Park Place C416
92,2,July 2013,84,Conroe Relocated C78/A321
93,3,July 2013,88,Houston North Wayside C405/C1033
94,4,July 2013,86,Conroe Relocated C78/A321
95,5,July 2013,82,Seabrook Friendship Park C45
96,6,July 2013,59,Houston North Wayside C405/C1033
97,7,July 2013,39,UH Moody Tower C695
98,8,July 2013,45,Houston Bayland Park C53/A146 
99,9,July 2013,59,Houston Bayland Park C53/A146 
100,10,July 2013,55,Seabrook Friendship Park C45
101,11,July 2013,50,Houston East C1/G316
102,12,July 2013,69,Houston Texas Avenue C411
103,13,July 2013,73,Hou.DeerPrk2 C35/235/1001/AFH139FP239
104,14,July 2013,49,UH Moody Tower C695
105,15,July 2013,39,UH Moody Tower C695
106,16,July 2013,39,Danciger C618 
107,17,July 2013,29,Hou.DeerPrk2 C35/235/1001/AFH139FP239
108,18,July 2013,50,Houston North Wayside C405/C1033
109,19,July 2013,42,Texas City 34th St. C620 
110,20,July 2013,41,Houston East C1/G316
111,21,July 2013,29,Seabrook Friendship Park C45
112,22,July 2013,31,Houston Bayland Park C53/A146 
113,23,July 2013,32,Houston Texas Avenue C411
114,24,July 2013,43,Texas City 34th St. C620 
115,25,July 2013,67,Houston Texas Avenue C411
116,26,July 2013,36,Houston Bayland Park C53/A146 
117,27,July 2013,41,Park Place C416
118,28,July 2013,38,Houston Bayland Park C53/A146 
119,29,July 2013,42,Houston Bayland Park C53/A146 
120,30,July 2013,46,Houston Bayland Park C53/A146 
121,31,July 2013,47,Park Place C416
122,1,August 2013,68,Northwest Harris Co. C26/A110/X154
123,2,August 2013,64,Houston Bayland Park C53/A146 
124,3,August 2013,45,Seabrook Friendship Park C45
125,4,August 2013,38,Seabrook Friendship Park C45
126,5,August 2013,40,Seabrook Friendship Park C45
127,6,August 2013,34,Seabrook Friendship Park C45
128,7,August 2013,39,Seabrook Friendship Park C45
129,8,August 2013,53,Seabrook Friendship Park C45
130,9,August 2013,76,U of H-Sugarland C696
131,10,August 2013,52,Houston Aldine C8/AF108/X150 
132,11,August 2013,42,Seabrook Friendship Park C45
133,12,August 2013,46,Houston Bayland Park C53/A146 
134,13,August 2013,42,UH Moody Tower C695
135,14,August 2013,50,Houston Texas Avenue C411
136,15,August 2013,58,Conroe Relocated C78/A321
137,16,August 2013,94,Conroe Relocated C78/A321
138,17,August 2013,80,HRM-3 Haden Road C603/A114 
139,18,August 2013,69,HRM-3 Haden Road C603/A114 
140,19,August 2013,78,Lang C408
141,20,August 2013,51,Houston Bayland Park C53/A146 
142,21,August 2013,54,Danciger C618 
143,22,August 2013,48,Clinton C403/C304/AH113 
144,23,August 2013,65,Houston Monroe C406
145,24,August 2013,56,Houston Texas Avenue C411
146,25,August 2013,35,U of H-Sugarland C696
147,26,August 2013,28,Houston Bayland Park C53/A146 
148,27,August 2013,46,Clinton C403/C304/AH113 
149,28,August 2013,83,Channelview C15/AH115 
150,29,August 2013,78,Hou.DeerPrk2 C35/235/1001/AFH139FP239
151,30,August 2013,78,Park Place C416
152,31,August 2013,79,U of H-Sugarland C696
153,1,September 2013,48,Park Place C416
154,2,September 2013,39,Houston Bayland Park C53/A146 
155,3,September 2013,55,Houston Texas Avenue C411
156,4,September 2013,62,Houston Aldine C8/AF108/X150 
157,5,September 2013,49,Northwest Harris Co. C26/A110/X154
158,6,September 2013,43,Northwest Harris Co. C26/A110/X154
159,7,September 2013,31,Houston Monroe C406
160,8,September 2013,43,Channelview C15/AH115 
161,9,September 2013,46,Seabrook Friendship Park C45
162,10,September 2013,46,Channelview C15/AH115 
163,11,September 2013,51,Houston East C1/G316
164,12,September 2013,66,Mustang Bayou C619 
165,13,September 2013,66,Seabrook Friendship Park C45
166,14,September 2013,64,Lang C408
167,15,September 2013,35,Houston Bayland Park C53/A146 
168,16,September 2013,35,Houston Monroe C406
169,17,September 2013,41,Hou.DeerPrk2 C35/235/1001/AFH139FP239
170,18,September 2013,47,Channelview C15/AH115 
171,19,September 2013,27,Wallisville Road C617 
172,20,September 2013,24,Wallisville Road C617 
173,21,September 2013,36,Houston Bayland Park C53/A146 
174,22,September 2013,48,HRM-3 Haden Road C603/A114 
175,23,September 2013,71,Texas City 34th St. C620 
176,24,September 2013,51,U of H-Sugarland C696
177,25,September 2013,104,Hou.DeerPrk2 C35/235/1001/AFH139FP239
178,26,September 2013,89,U of H-Sugarland C696
179,27,September 2013,63,Park Place C416
180,28,September 2013,55,Houston Texas Avenue C411
181,29,September 2013,37,Wallisville Road C617 
182,30,September 2013,42,UH Moody Tower C695
183,1,June 2014,41,Houston North Wayside C405/C1033
184,2,June 2014,37,Channelview C15/AH115 
185,3,June 2014,34,Channelview C15/AH115 
186,4,June 2014,56,Seabrook Friendship Park C45
187,5,June 2014,37,Houston Bayland Park C53/A146 
188,6,June 2014,47,Seabrook Friendship Park C45
189,7,June 2014,44,Houston Bayland Park C53/A146 
190,8,June 2014,27,Seabrook Friendship Park C45
191,9,June 2014,26,Houston Bayland Park C53/A146 
192,10,June 2014,56,Hou.DeerPrk2 C35/235/1001/AFH139FP239
193,11,June 2014,75,Houston East C1/G316
194,12,June 2014,40,Houston Bayland Park C53/A146 
195,13,June 2014,53,Clinton C403/C304/AH113 
196,14,June 2014,54,Houston Bayland Park C53/A146 
197,15,June 2014,37,Houston Bayland Park C53/A146 
198,16,June 2014,36,Seabrook Friendship Park C45
199,17,June 2014,40,Hou.DeerPrk2 C35/235/1001/AFH139FP239
200,18,June 2014,29,Seabrook Friendship Park C45
201,19,June 2014,46,Seabrook Friendship Park C45
202,20,June 2014,56,Seabrook Friendship Park C45
203,21,June 2014,41,Seabrook Friendship Park C45
204,22,June 2014,24,Seabrook Friendship Park C45
205,23,June 2014,30,Seabrook Friendship Park C45
206,24,June 2014,28,Houston Bayland Park C53/A146 
207,25,June 2014,25,Houston Bayland Park C53/A146 
208,26,June 2014,23,Seabrook Friendship Park C45
209,27,June 2014,31,Houston Bayland Park C53/A146 
210,28,June 2014,21,Houston Bayland Park C53/A146 
211,29,June 2014,26,Houston Bayland Park C53/A146 
212,30,June 2014,39,Houston Bayland Park C53/A146 
213,1,July 2014,48,Seabrook Friendship Park C45
214,2,July 2014,53,UH West Liberty C699
215,3,July 2014,56,Seabrook Friendship Park C45
216,4,July 2014,65,Houston Monroe C406
217,5,July 2014,55,Houston East C1/G316
218,6,July 2014,59,Houston Bayland Park C53/A146 
219,7,July 2014,56,HRM-3 Haden Road C603/A114 
220,8,July 2014,44,U of H-Sugarland C696
221,9,July 2014,55,Houston Bayland Park C53/A146 
222,10,July 2014,53,UH Coastal Center C697
223,11,July 2014,65,Houston Bayland Park C53/A146 
224,12,July 2014,66,Houston East C1/G316
225,13,July 2014,67,Lynchburg Ferry C1015/A165 
226,14,July 2014,54,Lynchburg Ferry C1015/A165 
227,15,July 2014,44,Hou.DeerPrk2 C35/235/1001/AFH139FP239
228,16,July 2014,61,UH West Liberty C699
229,17,July 2014,49,Texas City 34th St. C620 
230,18,July 2014,63,U of H-Sugarland C696
231,19,July 2014,57,Houston Monroe C406
232,20,July 2014,69,Mustang Bayou C619 
233,21,July 2014,58,Houston Bayland Park C53/A146 
234,22,July 2014,58,Lynchburg Ferry C1015/A165 
235,23,July 2014,65,Monitoring_Site
236,24,July 2014,75,Monitoring_Site
237,25,July 2014,66,UH West Liberty C699
238,26,July 2014,48,Wallisville Road C617 
239,27,July 2014,45,Wallisville Road C617 
240,28,July 2014,54,Monitoring_Site
241,29,July 2014,47,UH WG Jones Forest C698
242,30,July 2014,72,Houston Bayland Park C53/A146 
243,31,July 2014,53,UH Moody Tower C695
244,1,August 2014,51,Lynchburg Ferry C1015/A165 
245,2,August 2014,44,Conroe Relocated C78/A321
246,3,August 2014,51,Conroe Relocated C78/A321
247,4,August 2014,56,Lang C408
248,5,August 2014,52,Channelview C15/AH115 
249,6,August 2014,73,Houston Bayland Park C53/A146 
250,7,August 2014,58,Wallisville Road C617 
251,8,August 2014,55,Park Place C416
252,9,August 2014,74,U of H-Sugarland C696
253,10,August 2014,60,U of H-Sugarland C696
254,11,August 2014,53,UH Moody Tower C695
255,12,August 2014,71,Houston Bayland Park C53/A146 
256,13,August 2014,82,Houston Bayland Park C53/A146 
257,14,August 2014,76,Houston Monroe C406
258,15,August 2014,73,Seabrook Friendship Park C45
259,16,August 2014,53,Houston Texas Avenue C411
260,17,August 2014,55,UH Coastal Center C697
261,18,August 2014,59,Park Place C416
262,19,August 2014,56,U of H-Sugarland C696
263,20,August 2014,72,UH Moody Tower C695
264,21,August 2014,60,U of H-Sugarland C696
265,22,August 2014,63,Houston Bayland Park C53/A146 
266,23,August 2014,62,U of H-Sugarland C696
267,24,August 2014,63,Houston Aldine C8/AF108/X150 
268,25,August 2014,76,Conroe Relocated C78/A321
269,26,August 2014,66,Lake Jackson C1016 
270,27,August 2014,53,Houston North Wayside C405/C1033
271,28,August 2014,69,Houston Texas Avenue C411
272,29,August 2014,65,UH Moody Tower C695
273,30,August 2014,56,Danciger C618 
274,1,September 2014,57,U of H-Sugarland C696
275,1,September 2014,57,U of H-Sugarland C696
276,2,September 2014,76,Park Place C416
277,3,September 2014,80,UH Coastal Center C697
278,4,September 2014,78,UH Coastal Center C697
279,5,September 2014,77,U of H-Sugarland C696
280,6,September 2014,65,UH Moody Tower C695
281,7,September 2014,48,UH Coastal Center C697
282,8,September 2014,74,Seabrook Friendship Park C45
283,9,September 2014,67,Houston Bayland Park C53/A146 
284,10,September 2014,37,Danciger C618 
285,11,September 2014,51,Houston Bayland Park C53/A146 
286,12,September 2014,50,UH Moody Tower C695
287,13,September 2014,53,Park Place C416
288,14,September 2014,49,Danciger C618 
289,15,September 2014,71,Park Place C416
290,16,September 2014,74,U of H-Sugarland C696
291,17,September 2014,65,U of H-Sugarland C696
292,18,September 2014,66,UH Coastal Center C697
293,19,September 2014,63,UH Coastal Center C697
294,20,September 2014,51,UH Coastal Center C697
295,21,September 2014,59,Seabrook Friendship Park C45
296,22,September 2014,69,Lake Jackson C1016 
297,23,September 2014,58,Houston Bayland Park C53/A146 
298,24,September 2014,62,Hou.DeerPrk2 C35/235/1001/AFH139FP239
299,25,September 2014,50,UH Moody Tower C695
300,26,September 2014,60,Houston Monroe C406
301,27,September 2014,65,Wallisville Road C617 
302,28,September 2014,57,Danciger C618 
303,29,September 2014,82,HRM-3 Haden Road C603/A114 
304,30,September 2014,70,Houston Texas Avenue C411
305,1,June 2015,85,Seabrook Friendship Park C45
306,2,June 2015,95,Danciger C618 
307,3,June 2015,108,Houston East C1/G316
308,4,June 2015,91,Houston Aldine C8/AF108/X150 
309,5,June 2015,75,Danciger C618 
310,6,June 2015,95,Mustang Bayou C619 
311,7,June 2015,86,Houston East C1/G316
312,8,June 2015,72,UH Coastal Center C697
313,9,June 2015,71,UH West Liberty C699
314,10,June 2015,71,UH Moody Tower C695
315,11,June 2015,51,Houston Bayland Park C53/A146 
316,12,June 2015,45,UH Moody Tower C695
317,13,June 2015,36,U of H-Sugarland C696
318,14,June 2015,31,Danciger C618 
319,15,June 2015,27,Houston Monroe C406
320,16,June 2015,25,Danciger C618 
321,17,June 2015,24,Seabrook Friendship Park C45
322,18,June 2015,23,UH Moody Tower C695
323,19,June 2015,37,U of H-Sugarland C696
324,20,June 2015,28,U of H-Sugarland C696
325,21,June 2015,36,Houston Bayland Park C53/A146 
326,22,June 2015,52,Houston Bayland Park C53/A146 
327,23,June 2015,55,Channelview C15/AH115 
328,24,June 2015,73,Houston East C1/G316
329,25,June 2015,57,UH Coastal Center C697
330,26,June 2015,36,UH Coastal Center C697
331,27,June 2015,36,UH West Liberty C699
332,28,June 2015,37,Houston Bayland Park C53/A146 
333,29,June 2015,34,U of H-Sugarland C696
334,30,June 2015,30,UH Coastal Center C697
335,1,July 2015,29,Houston Bayland Park C53/A146 
336,2,July 2015,41,Houston Bayland Park C53/A146 
337,3,July 2015,37,UH Coastal Center C697
338,4,July 2015,30,UH Coastal Center C697
339,5,July 2015,29,Houston Bayland Park C53/A146 
340,6,July 2015,37,Houston Bayland Park C53/A146 
341,7,July 2015,33,Houston Bayland Park C53/A146 
342,8,July 2015,38,Houston Bayland Park C53/A146 
343,9,July 2015,47,Houston Bayland Park C53/A146 
344,10,July 2015,61,Houston Bayland Park C53/A146 
345,11,July 2015,47,Houston Bayland Park C53/A146 
346,12,July 2015,45,U of H-Sugarland C696
347,13,July 2015,51,UH Moody Tower C695
348,14,July 2015,48,Houston Bayland Park C53/A146 
349,15,July 2015,63,Houston Bayland Park C53/A146 
350,16,July 2015,56,Houston Bayland Park C53/A146 
351,17,July 2015,42,Houston Bayland Park C53/A146 
352,18,July 2015,42,Houston Bayland Park C53/A146 
353,19,July 2015,47,UH Moody Tower C695
354,20,July 2015,49,UH Moody Tower C695
355,21,July 2015,39,Houston East C1/G316
356,22,July 2015,39,Seabrook Friendship Park C45
357,23,July 2015,47,UH Moody Tower C695
358,24,July 2015,54,Houston Bayland Park C53/A146 
359,25,July 2015,48,Houston East C1/G316
360,26,July 2015,48,UH West Liberty C699
361,27,July 2015,59,Houston Bayland Park C53/A146 
362,28,July 2015,65,Houston Bayland Park C53/A146 
363,29,July 2015,69,Northwest Harris Co. C26/A110/X154
364,30,July 2015,71,Conroe Relocated C78/A321
365,31,July 2015,75,Danciger C618 
366,1,August 2015,71,Conroe Relocated C78/A321
367,2,August 2015,87,Houston Bayland Park C53/A146 
368,3,August 2015,101,Monitoring_Site
369,4,August 2015,43,UH Coastal Center C697
370,5,August 2015,42,Houston Bayland Park C53/A146 
371,6,August 2015,42,Houston East C1/G316
372,7,August 2015,53,Houston Bayland Park C53/A146 
373,8,August 2015,45,Houston East C1/G316
374,9,August 2015,58,Houston East C1/G316
375,10,August 2015,87,Mustang Bayou C619 
376,11,August 2015,87,Wallisville Road C617 
377,12,August 2015,106,Wallisville Road C617 
378,13,August 2015,95,Houston East C1/G316
379,14,August 2015,74,Mustang Bayou C619 
380,15,August 2015,71,Houston Texas Avenue C411
381,16,August 2015,71,Houston Texas Avenue C411
382,17,August 2015,86,Houston East C1/G316
383,18,August 2015,42,Houston Bayland Park C53/A146 
384,19,August 2015,33,Houston Bayland Park C53/A146 
385,20,August 2015,36,HRM-3 Haden Road C603/A114 
386,21,August 2015,52,Houston Texas Avenue C411
387,22,August 2015,32,Houston Bayland Park C53/A146 
388,23,August 2015,42,Houston East C1/G316
389,24,August 2015,79,Mustang Bayou C619 
390,25,August 2015,52,HRM-3 Haden Road C603/A114 
391,26,August 2015,79,Wallisville Road C617 
392,27,August 2015,86,Conroe Relocated C78/A321
393,28,August 2015,102,Mustang Bayou C619 
394,29,August 2015,105,Houston East C1/G316
395,30,August 2015,80,Houston East C1/G316
396,31,August 2015,47,Texas City 34th St. C620 
397,1,September 2015,40,Houston Bayland Park C53/A146 
398,2,September 2015,50,Clinton C403/C304/AH113 
399,3,September 2015,47,Clinton C403/C304/AH113 
400,4,September 2015,46,Seabrook Friendship Park C45
401,5,September 2015,30,U of H-Sugarland C696
402,6,September 2015,48,UH WG Jones Forest C698
403,7,September 2015,49,Texas City 34th St. C620 
404,8,September 2015,71,Texas City 34th St. C620 
405,9,September 2015,43,UH Moody Tower C695
406,10,September 2015,32,Houston Bayland Park C53/A146 
407,11,September 2015,29,Houston Bayland Park C53/A146 
408,12,September 2015,53,Conroe Relocated C78/A321
409,13,September 2015,59,Channelview C15/AH115 
410,14,September 2015,64,Channelview C15/AH115 
411,15,September 2015,42,Danciger C618 
412,16,September 2015,48,Channelview C15/AH115 
413,17,September 2015,59,Channelview C15/AH115 
414,18,September 2015,67,Seabrook Friendship Park C45
415,19,September 2015,68,Houston Monroe C406
416,20,September 2015,71,Houston Westhollow C410/C3003
417,21,September 2015,90,Hou.DeerPrk2 C35/235/1001/AFH139FP239
418,22,September 2015,71,Houston Monroe C406
419,23,September 2015,76,Conroe Relocated C78/A321
420,24,September 2015,66,Lang C408
421,25,September 2015,63,Conroe Relocated C78/A321
422,26,September 2015,72,Danciger C618 
423,27,September 2015,49,Danciger C618 
424,28,September 2015,36,Danciger C618 
425,29,September 2015,36,Houston Monroe C406
426,30,September 2015,49,Houston Bayland Park C53/A146 
427,1,June 2016,36,Texas City 34th St. C620 
428,2,June 2016,44,UH WG Jones Forest C698
429,3,June 2016,59,UH WG Jones Forest C698
430,4,June 2016,50,UH West Liberty C699
431,5,June 2016,63,UH West Liberty C699
432,6,June 2016,69,Houston Bayland Park C53/A146 
433,7,June 2016,67,Houston North Wayside C405/C1033
434,8,June 2016,78,Houston North Wayside C405/C1033
435,9,June 2016,66,UH Coastal Center C697
436,10,June 2016,55,Houston East C1/G316
437,11,June 2016,43,UH Moody Tower C695
438,12,June 2016,30,Houston Bayland Park C53/A146 
439,13,June 2016,33,Texas City 34th St. C620 
440,14,June 2016,43,Houston Bayland Park C53/A146 
441,15,June 2016,32,Houston East C1/G316
442,16,June 2016,54,Houston Bayland Park C53/A146 
443,17,June 2016,59,UH Moody Tower C695
444,18,June 2016,45,Houston Texas Avenue C411
445,19,June 2016,54,Houston Monroe C406
446,20,June 2016,43,UH West Liberty C699
447,21,June 2016,52,Houston East C1/G316
448,22,June 2016,58,Seabrook Friendship Park C45
449,23,June 2016,64,Seabrook Friendship Park C45
450,24,June 2016,52,Houston Bayland Park C53/A146 
451,25,June 2016,41,Seabrook Friendship Park C45
452,26,June 2016,43,Houston East C1/G316
453,27,June 2016,67,Monitoring_Site
454,28,June 2016,56,UH WG Jones Forest C698
455,29,June 2016,61,Houston Bayland Park C53/A146 
456,30,June 2016,69,Conroe Relocated C78/A321
457,1,September 2016,65,U of H-Sugarland C696
458,2,September 2016,66,Conroe Relocated C78/A321
459,3,September 2016,78,Danciger C618 
460,4,September 2016,50,Clinton C403/C304/AH113 
461,5,September 2016,31,Houston Bayland Park C53/A146 
462,6,September 2016,52,Mustang Bayou C619 
463,7,September 2016,44,Houston Bayland Park C53/A146 
464,8,September 2016,49,Houston Bayland Park C53/A146 
465,9,September 2016,35,Houston Bayland Park C53/A146 
466,10,September 2016,36,Wallisville Road C617 
467,11,September 2016,62,Texas City 34th St. C620 
468,12,September 2016,64,Seabrook Friendship Park C45
469,13,September 2016,42,Park Place C416
470,14,September 2016,60,Danciger C618 
471,15,September 2016,54,Houston Monroe C406
472,16,September 2016,45,Mustang Bayou C619 
473,17,September 2016,64,Hou.DeerPrk2 C35/235/1001/AFH139FP239
474,18,September 2016,43,Houston Texas Avenue C411
475,19,September 2016,84,Houston Westhollow C410/C3003
476,20,September 2016,53,Wallisville Road C617 
477,21,September 2016,77,Danciger C618 
478,22,September 2016,54,Channelview C15/AH115 
479,23,September 2016,32,UH Moody Tower C695
480,24,September 2016,28,UH Moody Tower C695
481,25,September 2016,31,UH Moody Tower C695
482,26,September 2016,44,Conroe Relocated C78/A321
483,27,September 2016,52,Conroe Relocated C78/A321
484,28,September 2016,81,Wallisville Road C617 
485,29,September 2016,73,UH Coastal Center C697
486,30,September 2016,66,Conroe Relocated C78/A321
487,1,June 2017,36,Channelview C15/AH115 
488,2,June 2017,35,Channelview C15/AH115 
489,3,June 2017,45,Houston North Wayside C405/C1033
490,4,June 2017,44,Texas City 34th St. C620 
491,5,June 2017,56,UH Coastal Center C697
492,6,June 2017,56,UH WG Jones Forest C698
493,7,June 2017,65,Conroe Relocated C78/A321
494,8,June 2017,87,Conroe Relocated C78/A321
495,9,June 2017,76,Channelview C15/AH115 
496,10,June 2017,65,Houston Bayland Park C53/A146 
497,11,June 2017,51,Mustang Bayou C619 
498,12,June 2017,45,Channelview C15/AH115 
499,13,June 2017,34,Texas City 34th St. C620 
500,14,June 2017,41,Hou.DeerPrk2 C35/235/1001/AFH139FP239
501,15,June 2017,41,Mustang Bayou C619 
502,16,June 2017,37,Mustang Bayou C619 
503,17,June 2017,36,Houston Bayland Park C53/A146 
504,18,June 2017,34,Houston Bayland Park C53/A146 
505,19,June 2017,61,Seabrook Friendship Park C45
506,20,June 2017,44,Park Place C416
507,21,June 2017,32,Park Place C416
508,22,June 2017,37,UH WG Jones Forest C698
509,23,June 2017,51,Danciger C618 
510,24,June 2017,46,HRM-3 Haden Road C603/A114 
511,25,June 2017,36,Danciger C618 
512,26,June 2017,50,Danciger C618 
513,27,June 2017,40,Channelview C15/AH115 
514,28,June 2017,37,Lang C408
515,29,June 2017,35,Houston Bayland Park C53/A146 
516,30,June 2017,36,Houston Bayland Park C53/A146 
