Date,C1_3,C8_3,C35_3,C45_3,C78_3,C403_3,C416_3,C1034_3
20120727,24.26125,25.87291667,20.41875,24.16833333,22.99375,27.26833333,26.59958333,22.21666667
20120728,25.59166667,27.67708333,23.44041667,29.0325,25.40375,26.53083333,28.37416667,26.57333333
20120729,17.41958333,19.24458333,15.06875,17.25666667,19.09708333,17.545,18.51208333,20.24
20120730,11.52916667,11.81583333,9.8975,10.46791667,10.53833333,13.80541667,12.2325,5.911666667
20120731,12.3775,13.485,9.746666667,11.61166667,9.89625,14.93458333,14.56541667,10.01666667
20120801,14.24708333,15.13083333,12.12,14.30416667,13.03625,16.8375,16.19875,14.195
20120802,14.83958333,16.93083333,13.38958333,15.6275,14.36625,18.30583333,17.22208333,16.01375
20120803,16,14.04375,11.39333333,13.48,12.77,14.74083333,14.1675,12.34043478
20120804,,10.85875,8.24875,9.73875,10.51625,9.794166667,10.46125,9.249583333
20120805,,12.24375,8.685,7.659583333,10.34083333,11.41333333,10.5475,6.875
20120806,,12.5325,12.75791667,13.43458333,9.55625,12.99833333,13.72,11.76375
20120807,11.55875,13.54083333,11.17791667,10.17166667,12.82625,16.87916667,16.18190476,8.417
20120808,9.42625,10.42041667,6.797916667,5.5215,8.926818182,9.26,9.022083333,
20120809,9.542916667,7.11875,7.013333333,8.47875,6.955833333,12.66,10.4675,11.03470588
20120810,14.62833333,12.69666667,12.95666667,15.21208333,10.95090909,18.77083333,16.8,17.79416667
20120811,18.605,15.555,13.3,15.4,14.09291667,19.12166667,17.13791667,12.73708333
20120812,8.026666667,9.18375,6.481666667,7.357083333,9.566666667,8.178333333,8.7575,7.903333333
20120813,7.621666667,6.29625,6.387916667,5.990833333,5.464166667,9.809166667,8.291666667,6.815416667
20120814,7.802916667,7.500416667,6.510833333,8.278695652,5.301666667,10.3025,9.21125,9.553333333
20120815,16.62217391,20.09333333,16.10041667,20.69333333,19.22541667,22.14041667,21.14541667,20.00083333
20120816,8.603333333,10.50166667,7.470833333,9.4925,12.12083333,12.16166667,10.9075,9.238333333
20120817,9.7925,9.26875,6.2725,7.778333333,8.988333333,11.50625,9.47875,8.99375
20120818,8.77,9.128666667,7.16,8.869166667,8.65375,10.74833333,10.20041667,10.86833333
20120819,5.451666667,5.565416667,6.568333333,5.835,6.43173913,5.832916667,7.55625,6.07
20120820,11.26791667,11.07166667,10.21625,10.97875,9.076666667,11.57166667,10.51583333,10.81208333
20120821,15.12541667,13.82666667,12.35125,13.46291667,11.3075,13.82375,17.24375,11.84291667
20120822,13.64333333,14.66416667,9.11125,7.375416667,14.15208333,13.43458333,13.01958333,7.397916667
20120823,6.272083333,5.281363636,5.09,4.149583333,5.064583333,5.519583333,5.898333333,5.408695652
20120824,9.148333333,9.56625,7.48375,9.050833333,7.306666667,10.48291667,9.83375,10.26333333
20120825,13.03041667,14.46625,10.705,13.4675,11.68041667,14.01791667,13.2175,17.56708333
20120826,9.748333333,11.38958333,7.335833333,8.674583333,9.622916667,9.550833333,10.00833333,9.777916667
20120827,12.45458333,12.53958333,10.81434783,13.62541667,9.8625,13.49833333,14.71666667,13.455625
20120828,14.84041667,15.17208333,15.28041667,16.21363636,14.34958333,15.46625,17.28541667,12.94458333
20120829,11.64375,11.18958333,11.47125,12.39416667,11.17,11.23291667,13.22833333,10.43541667
20120830,11.60913043,11.8925,10.90541667,12.94666667,10.3575,12.80666667,11.83541667,12.11583333
20120831,9.792916667,12.35041667,9.895,9.763333333,11.1225,13.45541667,10.4525,8.96
20120901,5.68375,8.024583333,4.636666667,6.40125,5.97625,6.334166667,5.764166667,9.292083333
20120902,10.42333333,13.01958333,10.32833333,13.32291667,9.159583333,11.7875,11.32333333,14.96875
20120903,14.25083333,14.75041667,12.34625,14.25583333,12.34416667,14.69791667,14.5225,13.4725
20120904,11.72916667,12.82,10.03333333,12.62954545,9.713181818,14.61291667,11.65791667,11.95791667
20120905,11.02166667,11.69916667,9.107083333,10.85458333,9.961666667,14.0525,11.38791667,8.980833333
20120906,9.96,9.660416667,8.287916667,9.403333333,7.841666667,12.34083333,10.47625,7.84875
20120907,10.14875,10.1775,9.017083333,8.816666667,9.264583333,11.92166667,9.81125,6.916666667
20120908,10.49916667,9.4175,10.79291667,11.34833333,8.60125,10.45416667,10.615,8.167083333
20120909,10.51541667,10.69958333,9.0125,7.93,7.295833333,9.595416667,11.25041667,7.819583333
20120910,10.25666667,10.2475,8.35625,7.044583333,9.660416667,9.973333333,13.25181818,6.026666667
20120911,13.61041667,13.52347826,10.305,10.84416667,12.105,10.83263158,14.05708333,7.949090909
20120912,11.15833333,11.35833333,7.554583333,7.865,9.515,10.955,10.18625,7.1675
20120913,8.57625,7.935217391,5.673333333,6.020416667,4.5925,9.444583333,8.403333333,5.858333333
20120914,8.26,7.37125,6.87375,7.435833333,5.039166667,7.923333333,11.19916667,6.490833333
20120915,10.71083333,11.5325,10.98666667,11.29541667,8.58625,10.0575,12.01666667,10.13125
20120916,11.93541667,11.69916667,12.49285714,13.51208333,9.736666667,12.17666667,14.69875,15.41833333
20120917,6.12875,6.485833333,7.89625,7.3225,6.101666667,6.655,8.197916667,7.906666667
20120918,10.06083333,10.31958333,9.940416667,10.86125,7.32,10.89166667,12.28083333,
20120919,10.09416667,8.829285714,8.377083333,9.49875,7.47625,9.535833333,11.63333333,
20120920,8.831818182,13.13333333,8.255416667,7.650833333,9.964583333,10.32583333,12.93791667,
20120921,13.18083333,15.7375,12.5075,16.485,13.16625,15.89583333,15.56875,
20120922,10.75227273,12.73583333,9.985,10.66625,13.07291667,12.1925,13.4125,
20120923,9.062916667,9.87875,7.637083333,11.11875,11.54166667,13.18541667,8.885416667,
20120924,16.38916667,17.14,15.27875,15.60208333,15.26125,19.11708333,15.52291667,
20120925,13.92583333,15.79583333,13.08958333,12.87458333,15.2875,18.5375,14.5075,11.92416667
20120926,17.24375,17.01375,14.10583333,13.73208333,15.40666667,16.2425,15.41208333,14.52291667
20120927,11.95083333,11.809,8.777083333,9.125833333,10.93291667,10.13708333,11.30166667,9.004166667
20120928,9.18625,,6.20375,4.842083333,9.620833333,8.82875,8.73375,4.462916667
20120929,4.38,8.448461538,4.084545455,4.8425,4.12375,4.3275,4.388333333,6.922083333
20120930,3.93125,6.965416667,3.96375,4.13875,2.547083333,3.03,4.455416667,4.16875
20130601,7.092727273,8.462916667,9.786363636,8.238333333,7.039166667,9.479166667,7.095,6.0625
20130602,5.601666667,5.812916667,6.130416667,5.457916667,5.78826087,5.6875,5.80875,4.337272727
20130603,9.968333333,9.384583333,9.4525,8.002083333,8.637083333,9.700833333,11.23375,7.1075
20130604,8.577727273,10.46,7.59125,6.940833333,10.64041667,8.99125,7.561666667,3.198095238
20130605,7.033333333,7.054583333,5.799583333,5.365,9.332083333,8.160833333,7.089166667,3.25875
20130606,7.212105263,6.37375,5.68875,5.748333333,6.3075,7.02875,5.066923077,5.011666667
20130607,8.512083333,7.739166667,9.622083333,9.460833333,6.772916667,8.31125,9.43625,5.925416667
20130608,11.01041667,11.78916667,9.025833333,8.99,12.39791667,10.7725,10.17875,5.198333333
20130609,7.124583333,5.88125,4.88,4.729166667,7.027083333,6.140833333,6.54,4.201666667
20130610,12.18217391,11.42958333,9.703333333,10.61791667,9.986,10.25590909,9.9925,8.54
20130611,20.9925,21.67083333,20.51625,21.68416667,15.8875,22.89291667,20.40166667,19.17541667
20130612,13.10166667,13.84458333,12.31958333,12.11666667,14.81583333,16.35666667,12.97666667,10.35916667
20130613,11.09526316,11.23842105,10.20958333,10.26625,10.15333333,13.00666667,10.86666667,7.924166667
20130614,12.54055556,14.25458333,11.17208333,10.4125,12.72541667,13.40875,11.63416667,8.58625
20130615,10.74714286,11.7675,10.03041667,9.657083333,13.2575,11.2875,10.42041667,7.98875
20130616,9.781111111,10.85583333,8.981666667,8.675416667,7.954583333,10.515,9.828333333,7.62625
20130617,13.49105263,14.36583333,12.01583333,10.71125,11.68875,14.97958333,13.31458333,9.732608696
20130618,12.7365,13.99375,11.05083333,8.797142857,10.88625,14.56833333,12.33791667,7.908333333
20130619,13.6075,14.66791667,12.63875,14.5075,11.34304348,15.46541667,13.56666667,12.25
20130620,21.14863636,22.99416667,20.53666667,23.27,20.47333333,22.94166667,20.37375,18.45166667
20130621,18.14684211,21.48708333,16.8125,17.71291667,20.64083333,20.04208333,17.77541667,13.20625
20130622,17.9025,19.26125,17.00636364,19.41708333,16.5425,17.27375,16.82708333,14.89291667
20130623,18.772,18.88291667,17.21416667,18.90791667,16.22666667,17.07791667,17.41708333,14.94625
20130624,16.80913043,16.92958333,15.47833333,16.70041667,15.18583333,17.77375,15.32791667,14.31458333
20130625,16.44083333,18.58833333,16.13545455,17.57375,17.46333333,19.40541667,16.41791667,13.42458333
20130626,14.15315789,15.69041667,14.53625,15.0373913,14.03083333,15.20666667,14.28291667,12.95708333
20130627,13.528125,15.46833333,13.6575,14.38333333,11.41166667,14.24041667,12.93833333,11.23208333
20130628,12.955,12.77875,12.89,13.8925,12.21083333,13.26541667,11.80583333,9.79375
20130629,11.21533333,10.67166667,11.0425,11.54166667,7.36875,10.84625,10.605,8.637916667
20130630,10.30875,7.642083333,9.28,9.01,7.1475,10.26958333,9.307083333,7.4725
20130701,10.89291667,10.9875,9.827083333,8.400833333,8.705833333,11.50791667,12.40041667,7.585
20130702,13.69409091,12.05041667,13.66208333,11.46181818,12.74857143,14.34083333,15.84916667,9.335416667
20130703,17.34272727,14.94041667,16.69166667,16.91833333,15.61666667,16.71041667,18.18875,13.45791667
20130704,26.80428571,35.85125,22.68166667,21.08916667,20.01083333,20.87458333,19.968,13.44833333
20130705,25.05833333,45.64333333,18.48291667,15.68041667,20.33,21.83166667,22.52904762,8.384583333
20130706,6.0305,5.000416667,5.115,4.824583333,6.991666667,5.579166667,6.5225,3.2775
20130707,4.012916667,3.7925,3.622916667,3.533333333,4.024583333,3.422916667,3.151666667,2.86875
20130708,8.034583333,7.589166667,6.53375,6.9125,6.772916667,8.183913043,6.430833333,6.11875
20130709,6.685882353,7.103333333,5.962916667,6.294166667,6.814583333,8.669166667,5.067727273,3.420416667
20130710,6.946363636,6.756666667,6.0225,6.599166667,5.572916667,9.204583333,6.7775,5.350416667
20130711,11.1075,10.09916667,9.803333333,10.4875,7.7725,13.915,12.22875,7.985416667
20130712,12.0425,11.29375,11.77954545,12.3475,10.84,13.94541667,12.87208333,7.101666667
20130713,11.00916667,10.23166667,11.29208333,11.55333333,10.00958333,11.18,10.93416667,6.844166667
20130714,7.475416667,7.38625,7.140833333,6.782916667,7.925,7.571666667,7.3175,4.974583333
20130715,9.52625,9.24,8.202916667,7.886666667,8.492083333,9.253333333,9.21125,5.806666667
20130716,7.973913043,8.345909091,7.233333333,7.105416667,5.232916667,7.936666667,8.652083333,6.847916667
20130717,7.272083333,6.796666667,5.622083333,4.943333333,6.68375,7.36875,7.38,4.662916667
20130718,8.194166667,7.619583333,8.3175,8.009583333,6.780416667,7.517916667,7.9275,5.272916667
20130719,11.72625,9.85625,10.02625,9.04625,7.9275,12.27,11.97125,3.650555556
20130720,11.12125,10.9325,10.0075,10.00833333,8.0325,10.60583333,9.019583333,4.79875
20130721,6.542083333,7.52,6.63625,6.585,7.812916667,7.040833333,6.2825,4.137083333
20130722,13.56833333,14.93916667,13.05375,14.32083333,11.01833333,15.5325,13.23458333,11.2325
20130723,18.535,21.07125,17.34458333,20.255,14.49791667,20.33583333,17.56416667,15.03291667
20130724,20.72,21.46333333,20.0325,21.96166667,16.5875,23.42791667,19.96458333,16.56958333
20130725,19.61291667,20.94916667,18.32208333,19.48583333,17.12416667,20.60083333,18.5185,12.86958333
20130726,11.99291667,14.09666667,11.90291667,12.66041667,10.34666667,14.7675,11.83045455,9.107916667
20130727,13.41708333,14.18583333,13.44083333,13.69583333,9.952916667,14.30625,13.25541667,14.66833333
20130728,18.98833333,19.125,20.14875,23.37958333,14.17083333,20.43166667,20.02222222,17.59125
20130729,21.08916667,22.88791667,20.50375,22.67625,19.67583333,23.28916667,20.00916667,16.49916667
20130730,17.02041667,18.80083333,16.2975,17.47041667,16.0175,18.5575,16.47833333,12.45125
20130731,16.10958333,16.375,13.96708333,14.61125,13.73708333,17.57,14.74291667,9.344166667
20130801,14.3275,14.53583333,15.08208333,14.03791667,13.49227273,15.2875,14.00875,8.784583333
20130802,12.37833333,12.8375,11.40375,11.61,10.81666667,14.00875,11.68,8.267083333
20130803,7.879583333,8.63375,7.915416667,7.495,8.27,8.68375,7.57125,4.709166667
20130804,7.024583333,6.655416667,7.150833333,6.407083333,6.057083333,6.93375,6.345,4.41125
20130805,7.620833333,7.903333333,7.464583333,7.2,6.517916667,9.438333333,7.143333333,5.280416667
20130806,13.70041667,15.66958333,13.49333333,14.39166667,13.21083333,15.7975,14.01666667,10.85083333
20130807,28.67041667,31.57541667,27.43,30.50541667,27.645,29.79875,27.51083333,20.96916667
20130808,30.63,33.93458333,29.85541667,34.26125,29.72541667,31.75416667,28.84541667,25.21583333
20130809,19.87958333,21.65208333,18.14458333,19.17041667,20.00541667,19.59041667,17.99666667,10.84083333
20130810,10.11083333,10.03416667,9.92125,9.24375,8.577916667,9.97,10.70478261,5.98375
20130811,8.390833333,8.583333333,8.1025,7.710833333,7.62875,8.50125,9.1275,4.4775
20130812,5.125238095,7.531666667,6.6075,6.884583333,6.23826087,9.093043478,6.932916667,5.102916667
20130813,10.55666667,8.21125,8.157916667,8.924166667,7.005416667,13.71833333,10.06375,4.851904762
20130814,9.981666667,8.412272727,9.095833333,9.493333333,7.454782609,10.49952381,9.1575,5.497391304
20130815,11.48208333,11.57166667,11.45958333,10.79521739,11.14083333,11.05583333,13.23458333,5.98826087
20130816,16.545,16.18454545,16.595,16.33875,12.78166667,18.09,17.95916667,12.44541667
20130817,13.02458333,13.16416667,13.49958333,14.5125,10.12833333,12.77041667,14.38791667,12.4975
20130818,15.65125,16.44333333,16.45583333,15.71583333,13.63583333,15.79083333,17.46541667,12.80625
20130819,15.44625,13.89583333,12.43,11.37458333,15.8675,12.51318182,13.49958333,9.195416667
20130820,12.19136364,11.22,9.925833333,8.01375,10.93666667,11.44958333,10.45125,5.118333333
20130821,12.50208333,11.28208333,11.16416667,9.472083333,8.7375,11.84333333,12.87583333,7.149166667
20130822,8.234583333,7.322222222,7.13125,5.761666667,6.455217391,7.631666667,7.484583333,2.290833333
20130823,9.54125,9.12375,9.95875,8.602916667,7.955,10.0775,10.12208333,6.599583333
20130824,12.04583333,12.24916667,11.46125,13.46583333,10.28,12.065,12.78208333,7.790416667
20130825,5.019583333,4.558333333,5.565833333,5.445416667,4.259583333,4.66,5.083333333,3.972083333
20130826,7.314583333,6.8175,6.865416667,5.094166667,4.872083333,7.04875,6.735714286,4.069583333
20130827,10.40166667,11.44541667,8.513333333,7.004166667,8.64875,10.7,11.445,4.93125
20130828,17.56333333,16.25708333,15.18375,13.8775,12.41958333,17.9525,16.07041667,10.36708333
20130829,15.21583333,15.60208333,14.22086957,16.68125,14.32041667,17.22333333,15.72541667,13.65416667
20130830,17.98916667,16.87375,17.52041667,16.71208333,14.47791667,20.29041667,18.71208333,12.6875
20130831,13.83125,17.25,13.11944444,11.27625,17.38833333,15.18708333,15.5575,7.745416667
20130901,9.144166667,9.91375,,8.615,8.76625,9.748333333,9.398333333,6.238333333
20130902,6.375416667,6.71375,,5.667083333,6.547916667,6.54875,7.2925,4.517916667
20130903,6.969166667,6.71,,6.595833333,6.49875,8.335,7.94375,4.6515
20130904,8.853333333,9.122083333,9.945454545,6.407727273,5.9485,10.64708333,8.709166667,4.705909091
20130905,7.814545455,10.34416667,8.592777778,6.445416667,10.67916667,8.851666667,9.583333333,3.81125
20130906,7.909583333,8.941666667,6.422142857,6.834166667,8.587916667,7.625833333,8.376666667,3.810833333
20130907,6.791666667,6.520416667,5.252083333,4.420833333,4.14625,6.877083333,5.991666667,3.552083333
20130908,5.877083333,6.63375,4.75,5.137647059,5.205833333,5.845416667,7.428333333,3.584166667
20130909,10.51916667,10.82625,8.945416667,8.86125,8.067916667,9.977083333,8.845833333,6.97
20130910,12.44291667,11.09333333,9.588333333,9.990833333,11.1625,11.24541667,11.6925,8.114166667
20130911,11.95458333,11.29916667,11.26958333,10.76125,10.23875,11.705,11.8675,7.21375
20130912,8.977916667,9.131666667,9.241666667,6.7025,7.994285714,8.31875,8.432272727,6.0425
20130913,12.08916667,11.995,13.76708333,10.63791667,10.54875,13.07291667,11.97166667,7.522916667
20130914,14.4675,15.355,15.48875,12.44583333,13.41833333,13.93625,16.28166667,7.506666667
20130915,16.63,15.11291667,18.43041667,17.26166667,12.51291667,15.895,16.61041667,12.85083333
20130916,14.42333333,13.96208333,14.90791667,12.14291667,12.5925,13.71,13.44166667,8.813333333
20130917,9.333333333,8.476111111,10.08125,6.417083333,7.35875,8.725,9.017916667,5.009090909
20130918,7.594583333,7.484166667,8.794583333,6.0625,7.393333333,7.919166667,7.565416667,4.414583333
20130919,6.227916667,5.79,6.537916667,4.66625,5.161666667,6.431666667,5.20173913,4.210454545
20130920,5.022916667,5.219583333,5.436666667,5.452272727,2.839583333,7.1825,5.119583333,6.485833333
20130921,4.212916667,4.389166667,4.35125,4.54125,4.796521739,4.162916667,5.115416667,2.635833333
20130922,5.326666667,5.66625,6.724583333,6.113076923,5.107083333,5.627916667,7.46,5.124166667
20130923,9.432916667,8.754166667,16.12625,,7.785,9.812083333,12.01833333,6.94
20130924,10.58916667,10.06208333,15.08166667,8.897142857,9.40375,10.98125,12.05416667,5.679166667
20130925,17.76916667,17.7875,14.24208333,17.14777778,10.63041667,18.46285714,17.535,10.34208333
20130926,13.27083333,13.57875,12.35958333,16.494,14.83541667,14.74708333,11.975,8.012083333
20130927,12.20916667,14.28708333,10.89875,10.06357143,13.09291667,12.63708333,11.41083333,8.0225
20130928,9.406521739,10.32913043,9.087916667,8.394583333,10.61541667,9.45625,8.374166667,6.142916667
20130929,6.639583333,5.304583333,5.72625,4.233333333,5.455416667,5.609583333,5.38625,4.095
20130930,8.875416667,7.90125,7.254583333,5.2075,8.971666667,9.087083333,6.629166667,3.852916667
20140601,8.69625,7.635,7.2475,5.557083333,6.816666667,9.20625,9.259583333,4.125416667
20140602,4.987916667,4.835833333,3.791363636,3.389166667,3.73375,5.9425,4.474166667,3.042916667
20140603,5.146666667,4.67,4.185416667,3.170833333,3.72,4.481363636,4.661666667,2.826923077
20140604,5.180833333,5.937916667,4.72875,3.911666667,6.584583333,8.123333333,5.234583333,2.351818182
20140605,5.413181818,6.229166667,5.7425,3.333684211,6.652083333,10.59708333,5.436190476,3.41875
20140606,7.022916667,8.426666667,6.944166667,4.545833333,7.695,11.67875,7.500416667,4.51125
20140607,5.945,6.666666667,5.395,3.912916667,7.149166667,7.560833333,6.16875,3.99875
20140608,14.37583333,13.44416667,12.40375,11.56625,11.49583333,14.88708333,15.64708333,11.77833333
20140609,15.27041667,14.05708333,12.64375,12.94833333,12.58416667,17.39541667,19.8395,15.49125
20140610,8.425833333,8.0175,7.970833333,8.072083333,5.773333333,9.702083333,19.91571429,14.90541667
20140611,13.89375,15.99833333,11.48375,8.69,11.01541667,16.01833333,,9.214166667
20140612,16.1525,14.83666667,12.48583333,11.33791667,14.03347826,17.18416667,,9.905416667
20140613,9.518333333,9.881666667,6.8875,6.006666667,8.446666667,10.42833333,,4.926956522
20140614,9.453333333,9.699583333,8.072083333,7.760833333,9.674166667,10.24916667,,7.845416667
20140615,18.29,17.32375,15.66,15.62,16.25583333,19.2525,,16.0075
20140616,21.57041667,21.9825,18.2825,17.90208333,21.46833333,24.78375,,18.05458333
20140617,15.88083333,15.40625,13.255,12.95458333,16.14666667,18.645,,11.91
20140618,8.967083333,9.03125,6.790833333,6.98875,9.329583333,11.2175,,6.4125
20140619,14.5825,14.90125,11.78791667,11.51166667,14.47,16.98458333,,10.58791667
20140620,7.265,8.273333333,5.612083333,4.443333333,9.63625,8.282916667,,5.783043478
20140621,18.74125,18.55791667,14.73125,13.53166667,16.69791667,18.72875,,13.88666667
20140622,33.70875,31.36833333,28.40208333,28.50041667,28.23416667,31.70208333,,27.35083333
20140623,25.00333333,23.25125,21.29625,22.05041667,21.07375,26.20041667,,25.61208333
20140624,13.44708333,12.89708333,9.8025,9.918636364,12.01916667,14.82,,8.572083333
20140625,8.3925,7.769583333,5.89,6.331666667,7.449166667,9.126666667,,6.63625
20140626,7.477916667,7.924166667,5.54875,5.25875,6.412083333,9.45,,4.879166667
20140627,8.24125,8.612083333,7.079166667,8.017083333,8.35875,11.02833333,,6.83
20140628,15.82791667,14.81666667,11.60416667,12.55708333,13.66083333,17.96458333,,11.54833333
20140629,22.15833333,22.31,18.02875,19.29791667,22.29375,23.04833333,,16.87375
20140630,22.26166667,23.23083333,18.7225,18.98208333,24.46625,26.4725,,15.22958333
20140701,18.58833333,19.01625,15.27,15.61041667,19.64818182,20.73388889,,12.225
20140702,14.52695652,15.1825,11.67041667,11.62,20.13695652,18.09190476,,6.291363636
20140703,14.83791667,11.84291667,13.07608696,11.82863636,12.99909091,16.1125,,10.81791667
20140704,18.59333333,19.64125,13.98782609,12.13958333,11.42916667,16.39416667,,11.37166667
20140705,21.63791667,21.05666667,14.60083333,14.88695652,14.2625,20.1575,,10.06125
20140706,14.355,13.78041667,12.32458333,11.65916667,14.97416667,13.59125,,11.7525
20140707,11.18791667,11.08190476,9.3,8.725416667,12.3525,15.26083333,,8.18375
20140708,13.57666667,12.46458333,11.46916667,12.18166667,12.2875,16.90958333,,10.77791667
20140709,21.61875,19.46363636,16.45041667,17.98875,22.12416667,23.60166667,,15.75
20140710,13.28541667,14.90083333,11.18666667,10.32333333,14.29916667,16.03291667,,7.667083333
20140711,21.91454545,23.23208333,16.47,17.53541667,20.1775,23.48916667,,15.82916667
20140712,20.41541667,21.53416667,15.31708333,14.9825,22.54291667,20.065,,11.27458333
20140713,12.39541667,13.64208333,9.55,9.140416667,12.10041667,11.5525,,12.64666667
20140714,9.444583333,9.615833333,8.68875,7.71875,10.78541667,11.60708333,,4.523333333
20140715,7.959166667,6.833333333,6.911666667,6.712083333,5.215833333,10.28708333,,4.67375
20140716,13.91416667,15.2175,11.09375,11.06833333,12.37583333,15.3125,,7.951666667
20140717,17.14666667,15.70708333,13.93666667,12.95458333,12.97916667,20.37333333,,12.25125
20140718,16.71041667,15.27958333,11.84625,11.74416667,9.220833333,15.15333333,,11.09958333
20140719,13.36375,11.27291667,13.60916667,11.4525,9.671666667,13.27541667,,10.58458333
20140720,16.22208333,15.29916667,14.81541667,13.91708333,14.30083333,16.18833333,,10.30541667
20140721,12.9575,14.15958333,11.73166667,10.40541667,13.73416667,15.43695652,,8.69875
20140722,14.40761905,13.39125,13.36375,10.56541667,13.22416667,16.11958333,,8.648333333
20140723,17.91526316,17.46375,14.50916667,14.25583333,13.79833333,18.09434783,,10.76916667
20140724,14.65125,14.145,13.075,12.71458333,10.83083333,17.55,,10.58833333
20140725,14.24,13.42083333,11.7175,12.05666667,13.71458333,17.03083333,,8.734583333
20140726,20.56208333,19.0175,15.97541667,16.19583333,17.28541667,20.46958333,,15.09583333
20140727,14.10583333,13.87666667,11.685,11.70333333,12.94833333,13.4425,,9.19625
20140728,14.55541667,13.14333333,12.83833333,12.39458333,12.31208333,16.17916667,,9.0025
20140729,17.20958333,15.18375,13.25708333,13.27142857,11.99166667,18.66733333,,11.04083333
20140730,13.99958333,13.52708333,11.20541667,11.73916667,12.42666667,14.84352941,,9.101818182
20140731,15.06458333,13.64,13.13916667,13.40833333,13.01458333,18.92521739,,9.413333333
20140801,10.895,9.03,10.14083333,11.93791667,7.175833333,12.16571429,,10.89833333
20140802,10.14208333,11.23125,9.4925,11.19375,10.81958333,,,7.072083333
20140803,13.81875,13.995,13.87958333,16.03291667,12.61791667,10.26375,,12.44166667
20140804,12.64958333,12.00708333,11.38416667,9.500454545,10.82208333,8.748181818,,9.156666667
20140805,10.32272727,10.01190476,8.206666667,6.952916667,9.114545455,10.62625,,4.643333333
20140806,9.705833333,11.26166667,8.516666667,7.965,12.32958333,13.01041667,,5.737894737
20140807,14.42708333,12.78333333,9.675833333,11.15333333,11.43,16.41208333,,9.945
20140808,9.437083333,9.630416667,8.868181818,8.395833333,9.66,12.93666667,,6.666666667
20140809,10.32,11.21416667,9.054583333,8.805833333,10.5125,10.8875,,7.485416667
20140810,7.870833333,8.055,6.774583333,6.107916667,8.229583333,7.546666667,,4.579166667
20140811,8.26,7.805833333,7.458333333,7.068333333,7.006666667,9.60375,,4.69625
20140812,11.00083333,11.01708333,10.93666667,11.13333333,8.6175,11.59708333,,7.3925
20140813,14.34291667,12.43708333,15.18041667,14.36041667,9.64625,14.50666667,,9.9825
20140814,13.13458333,12.41208333,10.15,9.66375,12.57,11.00428571,,9.50826087
20140815,10.25708333,11.37791667,8.426666667,8.2375,12.29583333,11.48791667,,5.500416667
20140816,7.159166667,6.894583333,6.01875,6.169166667,5.860416667,7.63125,,5.075416667
20140817,15.675,16.28083333,14.23125,16.06208333,14.465,16.06083333,,13.11
20140818,17.66208333,18.51416667,15.12875,17.98791667,16.98291667,19.69166667,,17.78625
20140819,22.55291667,21.3875,19.24541667,23.43625,17.69083333,23.60666667,,20.5725
20140820,18.33727273,16.8925,14.33708333,16.19875,15.0175,19.62875,,12.73291667
20140821,19.53916667,19.33833333,17.06291667,20.55583333,19.08416667,24.965,,17.55541667
20140822,17.96833333,18.45458333,15.15041667,16.95166667,19.38291667,19.81125,,12.89916667
20140823,12.41625,12.4625,10.03125,11.07291667,13.05125,12.08791667,,12.65708333
20140824,13.68083333,13.19666667,10.98291667,11.80291667,12.64291667,15.26416667,,13.62083333
20140825,14.72041667,12.71791667,12.81041667,13.39125,12.90458333,14.21083333,,10.285
20140826,13.15666667,11.42125,10.28958333,10.01166667,10.45291667,11.45458333,,7.569473684
20140827,11.87416667,10.17791667,9.575416667,8.51,10.16416667,10.80434783,,5.6725
20140828,6.58875,6.089166667,4.221666667,4.044166667,5.989583333,7.58,,4.276956522
20140829,6.044583333,4.402916667,3.84,4.225416667,4.3,6.57375,,4.236666667
20140830,5.185,5.077916667,4.027083333,4.2,4.722916667,6.001666667,,3.343333333
20140831,7.439583333,7.61625,5.525833333,6.943333333,6.496666667,7.720416667,,7.900833333
20140901,9.593333333,9.546666667,8.064583333,8.535416667,8.8675,10.63375,,7.3075
20140902,6.4,6.317916667,5.124583333,6.109166667,6.751666667,9.384583333,,4.173684211
20140903,7.076956522,8.655833333,5.499583333,5.76625,5.422608696,9.02125,,4.009166667
20140904,8.204583333,9.166666667,6.635833333,6.769130435,7.21375,11.06416667,,6.424166667
20140905,9.479583333,8.787083333,6.315,6.437916667,7.7,10.39083333,,4.314166667
20140906,8.667916667,9.03,6.21875,5.6025,8.21875,9.579166667,,3.964166667
20140907,8.01,8.152083333,7.0325,7.49625,6.547727273,8.7075,,4.685
20140908,14.1725,13.51583333,14.91375,14.58333333,11.83666667,14.70291667,,11.44041667
20140909,10.13916667,10.51166667,7.485416667,8.107916667,13.11291667,13.79041667,,5.224583333
20140910,5.045833333,4.730833333,3.773636364,3.86125,5.073333333,10.48958333,5.272307692,2.784166667
20140911,6.10125,7.772083333,4.871666667,4.64875,6.827916667,6.521428571,5.905,3.200416667
20140912,7.552083333,6.868333333,5.549583333,5.047916667,6.362916667,5.547916667,8.740833333,3.413333333
20140913,6.172083333,6.353333333,5.545833333,5.500416667,4.473333333,5.4725,7.32875,4.738333333
20140914,9.915833333,10.88625,9.484583333,8.84,11.28916667,9.43875,10.3,7.307916667
20140915,11.83166667,10.44416667,10.40958333,10.24458333,11.11791667,10.57833333,13.07625,9.445
20140916,8.712916667,6.59875,4.16375,4.314583333,7.97,8.637916667,6.507083333,2.842083333
