Index_number, Datetime, Solar_zenith, Solar_azimuth, Normalized_rms, Data_quality_flag, NO2_total_vertical_column, Uncertainty_NO2_vertical_column, Direct_sun_air_mass_factor
15271,7916.7311,25.09,151.07,0.0002297,10,6.2725e-05,1.1604e-05,1.103
15272,7916.7312,25.08,151.12,0.0002241,10,6.158e-05,1.1759e-05,1.103
15273,7916.7313,25.07,151.18,0.0002296,10,6.0585e-05,1.1907e-05,1.103
15274,7916.7314,25.06,151.23,0.0002242,10,6.2863e-05,1.1665e-05,1.103
15275,7916.7314,25.05,151.29,0.0002139,10,6.3016e-05,1.1635e-05,1.103
15276,7916.7315,25.04,151.34,0.0002278,10,6.1537e-05,1.1772e-05,1.103
15277,7916.7346,24.6,153.73,0.0002207,10,5.7302e-05,1.242e-05,1.099
15278,7916.7346,24.59,153.79,0.0002168,10,5.7288e-05,1.245e-05,1.099
15279,7916.7347,24.58,153.84,0.000214,10,5.8805e-05,1.2231e-05,1.099
15280,7916.7348,24.57,153.9,0.0002187,10,5.9311e-05,1.2136e-05,1.099
15281,7916.7349,24.56,153.95,0.0002219,10,6.1291e-05,1.1848e-05,1.099
15282,7916.7349,24.55,154.01,0.0002271,10,6.1339e-05,1.1866e-05,1.098
15283,7916.735,24.54,154.07,0.0002311,10,6.0503e-05,1.1992e-05,1.098
15284,7916.7351,24.53,154.12,0.0002189,10,6.0772e-05,1.1956e-05,1.098
15285,7916.7351,24.52,154.18,0.0002217,10,6.1401e-05,1.1843e-05,1.098
15286,7916.7352,24.51,154.23,0.0002275,10,6.1886e-05,1.1822e-05,1.098
15287,7916.7385,24.09,156.91,0.001228,12,0.00011527,1.3948e-05,1.095
15288,7916.7546,22.69,171.02,0.001409,12,3.6522e-05,3.4038e-05,1.083
15289,7916.7578,22.56,173.92,0.0005467,12,4.3936e-05,1.6255e-05,1.082
15290,7916.7603,22.5,176.26,0.0006012,12,4.059e-05,1.7452e-05,1.082
15291,7916.7604,22.5,176.33,0.0007543,12,3.5009e-05,2.3265e-05,1.082
15292,7916.7604,22.5,176.39,0.001263,11,3.2981e-05,4.2048e-05,1.082
15293,7916.7605,22.49,176.46,0.002518,12,9.6836e-06,0.00029086,1.081
15294,7916.7606,22.49,176.52,0.003933,12,-2.461e-05,5.307e-09,1.081
15295,7916.7606,22.49,176.59,0.002565,12,1.2791e-05,0.00024191,1.081
15296,7916.7607,22.49,176.66,0.001235,11,2.7726e-05,5.1057e-05,1.081
15297,7916.7608,22.49,176.72,0.0007612,10,3.9441e-05,2.2435e-05,1.081
15298,7916.7609,22.49,176.79,0.0006594,10,3.4224e-05,2.2045e-05,1.081
15299,7916.7609,22.49,176.85,0.0006875,12,3.59e-05,2.0338e-05,1.081
15300,7916.7639,22.46,179.67,0.0003529,12,5.9314e-05,1.283e-05,1.081
15301,7916.764,22.46,179.74,0.0003798,10,6.1715e-05,1.2517e-05,1.081
15302,7916.7641,22.46,179.8,0.0007431,12,7.6584e-05,1.1282e-05,1.081
15303,7916.7642,22.46,179.87,0.0003721,12,5.5329e-05,1.3374e-05,1.081
15304,7916.7642,22.46,179.93,0.0004206,12,5.8212e-05,1.2967e-05,1.081
15305,7916.7643,22.46,180,0.001057,12,2.7029e-05,2.3489e-05,1.081
15306,7916.7644,22.46,180.07,0.0003747,12,4.328e-05,1.6779e-05,1.081
15307,7916.7644,22.46,180.13,0.0006818,12,3.0478e-05,2.2354e-05,1.081
15308,7916.7645,22.46,180.2,0.0006107,12,3.8378e-05,1.8216e-05,1.081
15309,7916.7646,22.46,180.26,0.000497,12,4.3755e-05,1.6347e-05,1.081
15310,7916.7676,22.49,183.07,0.0008041,12,3.0174e-05,2.8243e-05,1.081
15311,7916.7701,22.55,185.42,0.0002477,10,6.2372e-05,1.2136e-05,1.082
15312,7916.7702,22.55,185.48,0.0002454,10,5.6445e-05,1.2999e-05,1.082
15313,7916.7702,22.55,185.55,0.0002467,10,5.2869e-05,1.3705e-05,1.082
15314,7916.7703,22.55,185.61,0.0002534,10,5.5431e-05,1.3222e-05,1.082
15315,7916.7704,22.56,185.68,0.0002669,10,5.9819e-05,1.2539e-05,1.082
15316,7916.7705,22.56,185.74,0.000259,10,5.9023e-05,1.2631e-05,1.082
15317,7916.7705,22.56,185.81,0.0002618,10,6.4385e-05,1.1925e-05,1.082
15318,7916.7706,22.56,185.87,0.0002607,10,5.8463e-05,1.2704e-05,1.082
15319,7916.7707,22.56,185.94,0.0002519,10,5.701e-05,1.295e-05,1.082
15320,7916.7707,22.57,186,0.0002513,10,5.2838e-05,1.3683e-05,1.082
15321,7916.7738,22.69,188.79,0.0003034,10,6.0638e-05,1.238e-05,1.083
15322,7916.7738,22.69,188.86,0.0002942,10,6.1357e-05,1.2287e-05,1.083
15323,7916.7739,22.7,188.92,0.000286,10,6.0852e-05,1.2381e-05,1.083
15324,7916.774,22.7,188.99,0.0002976,10,5.8536e-05,1.2701e-05,1.083
15325,7916.774,22.7,189.05,0.0002925,10,5.7935e-05,1.2782e-05,1.083
15326,7916.7741,22.71,189.12,0.0002909,10,6.0913e-05,1.2341e-05,1.083
15327,7916.7742,22.71,189.18,0.0002982,10,6.1223e-05,1.2329e-05,1.083
15328,7916.7743,22.71,189.24,0.0003023,10,6.0552e-05,1.2399e-05,1.083
15329,7916.7743,22.72,189.31,0.0002996,10,5.9929e-05,1.2511e-05,1.083
15330,7916.7744,22.72,189.37,0.0003047,10,5.9713e-05,1.2541e-05,1.083
15331,7916.7774,22.9,192.12,0.0003468,10,6.133e-05,1.2335e-05,1.085
15332,7916.7775,22.9,192.18,0.0003489,10,6.1333e-05,1.2346e-05,1.085
15333,7916.7776,22.91,192.25,0.0003493,10,5.9749e-05,1.2569e-05,1.085
15334,7916.7776,22.91,192.31,0.0003441,10,6.0672e-05,1.2441e-05,1.085
15335,7916.7777,22.92,192.37,0.000346,10,6.0569e-05,1.2441e-05,1.085
15336,7916.7778,22.92,192.44,0.0003434,10,6.2208e-05,1.2232e-05,1.085
15337,7916.7778,22.93,192.5,0.0003376,10,6.2183e-05,1.223e-05,1.085
15338,7916.7779,22.93,192.57,0.0003391,10,6.287e-05,1.2147e-05,1.085
15339,7916.778,22.94,192.63,0.0003434,10,6.0804e-05,1.2397e-05,1.085
15340,7916.778,22.94,192.69,0.0003403,10,6.0438e-05,1.2452e-05,1.085
15341,7916.782,23.25,196.19,0.0004296,12,7.0546e-05,1.144e-05,1.088
15342,7916.7823,23.28,196.47,0.0007517,12,7.3897e-05,1.4318e-05,1.088
15343,7916.7851,23.55,198.9,0.0002844,12,7.4606e-05,1.105e-05,1.09
15344,7916.7852,23.55,198.94,0.0004847,12,8.1057e-05,1.1348e-05,1.09
15345,7916.7879,23.85,201.3,0.0009789,12,5.3355e-05,1.732e-05,1.092
15346,7916.7937,24.58,206.01,0.001961,12,9.6976e-05,1.6421e-05,1.099
15347,7916.8034,26.07,213.26,0.001936,12,0.0001415,1.7921e-05,1.113
15348,7916.8064,26.61,215.37,0.001777,12,0.00015895,1.6327e-05,1.118
15349,7916.8094,27.17,217.42,0.001622,12,0.0002066,1.5539e-05,1.124
15350,7916.8124,27.75,219.36,0.001667,12,0.00021568,1.615e-05,1.129
15351,7916.8162,28.52,221.72,0.001949,12,0.00018167,1.6284e-05,1.138
15352,7916.8445,35.24,236.16,0.001993,12,0.00034017,1.8314e-05,1.224
15353,7916.8475,36.03,237.42,0.001513,12,0.00032279,1.5328e-05,1.236
15354,7916.8506,36.86,238.67,0.001989,12,0.00030445,1.5993e-05,1.249
15355,7916.9226,57.91,259.19,0.001319,12,0.00011083,8.0527e-06,1.87
15356,7916.9277,59.48,260.27,0.002021,12,0.00014604,1.1733e-05,1.957
15357,7916.9304,60.32,260.83,0.0003492,12,0.00011473,5.5721e-06,2.003
15358,7916.9341,61.45,261.59,0.0004437,12,0.00011235,5.4899e-06,2.074
15359,7916.9377,62.55,262.3,0.001957,12,9.616e-05,1.1859e-05,2.145
15360,7916.9402,63.35,262.81,0.0003196,12,0.00011113,5.0023e-06,2.206
15361,7916.9405,63.42,262.86,0.000286,12,0.00011354,4.9811e-06,2.212
15362,7916.9407,63.49,262.9,0.000452,12,0.00011925,4.9708e-06,2.218
15363,7916.9439,64.51,263.54,0.000482,12,0.00010886,5.0178e-06,2.296
15364,7916.9473,65.54,264.19,0.0002891,10,0.0001081,4.6759e-06,2.383
15365,7916.9474,65.58,264.21,0.0003075,12,0.00010934,4.6641e-06,2.387
15366,7916.9505,66.53,264.8,0.0006994,10,0.0001249,4.4416e-06,2.479
15367,7916.9505,66.55,264.81,0.0004408,10,0.00012079,4.4319e-06,2.48
15368,7916.9506,66.58,264.82,0.0003813,10,0.00011568,4.4453e-06,2.482
15369,7916.9507,66.6,264.84,0.0005,10,0.00012142,4.4321e-06,2.485
15370,7916.9507,66.62,264.85,0.000675,10,0.00012532,4.4327e-06,2.488
15371,7916.9508,66.64,264.86,0.0008933,10,0.00012931,4.4332e-06,2.49
15372,7916.9509,66.66,264.88,0.0009104,10,0.00013178,4.4311e-06,2.493
15373,7916.9509,66.69,264.89,0.00056,10,0.00012724,4.4119e-06,2.495
15374,7916.951,66.71,264.9,0.000395,10,0.00012456,4.3992e-06,2.496
15375,7916.9511,66.73,264.92,0.0004674,10,0.00011916,4.4023e-06,2.497
15376,7916.9555,68.1,265.74,0.0002805,10,0.00011862,4.1415e-06,2.639
15377,7916.9555,68.12,265.76,0.0002783,10,0.00011756,4.1438e-06,2.641
15378,7916.9556,68.14,265.77,0.0002679,10,0.00011697,4.1373e-06,2.643
15379,7916.9557,68.16,265.78,0.0002694,10,0.0001162,4.1387e-06,2.645
15380,7916.9558,68.18,265.8,0.0002818,10,0.00011575,4.1355e-06,2.648
15381,7916.9558,68.21,265.81,0.0002727,10,0.00011423,4.1367e-06,2.65
15382,7916.9559,68.23,265.82,0.0002735,10,0.00011385,4.1343e-06,2.652
15383,7916.956,68.25,265.84,0.0002649,10,0.0001144,4.1299e-06,2.655
15384,7916.956,68.27,265.85,0.0002743,10,0.00011388,4.1317e-06,2.657
15385,7916.9561,68.29,265.86,0.0002716,10,0.00011309,4.1322e-06,2.659
15386,7916.9591,69.24,266.43,0.0005434,10,0.00011949,3.967e-06,2.772
15387,7916.9592,69.27,266.44,0.0004498,10,0.00011786,3.9598e-06,2.776
15388,7916.9593,69.29,266.46,0.0003171,10,0.00011503,3.9629e-06,2.777
15389,7916.9594,69.31,266.47,0.0002496,10,0.00011327,3.9596e-06,2.779
15390,7916.9594,69.33,266.48,0.0002407,10,0.00011359,3.955e-06,2.781
15391,7916.9595,69.35,266.5,0.000234,10,0.00011391,3.9479e-06,2.784
15392,7916.9596,69.38,266.51,0.0002378,10,0.00011319,3.9471e-06,2.787
15393,7916.9596,69.4,266.52,0.0002305,10,0.00011595,3.9318e-06,2.791
15394,7916.9597,69.42,266.53,0.0002323,10,0.00011827,3.9198e-06,2.794
15395,7916.9598,69.44,266.55,0.0002314,10,0.00012197,3.9087e-06,2.798
15396,7916.9628,70.4,267.11,0.0002829,10,0.00011875,3.7451e-06,2.923
15397,7916.9629,70.42,267.12,0.0002774,10,0.00011708,3.7457e-06,2.925
15398,7916.963,70.44,267.14,0.0002647,10,0.0001166,3.7468e-06,2.927
15399,7916.9631,70.46,267.15,0.0002698,10,0.00011726,3.7408e-06,2.93
15400,7916.9631,70.49,267.16,0.0002745,10,0.00011803,3.7333e-06,2.935
15401,7916.9632,70.51,267.18,0.000277,10,0.00011732,3.7309e-06,2.937
15402,7916.9633,70.53,267.19,0.0002699,10,0.00011501,3.7363e-06,2.939
15403,7916.9633,70.55,267.2,0.0002682,10,0.00011574,3.7284e-06,2.942
15404,7916.9634,70.57,267.21,0.0002762,10,0.00011585,3.7263e-06,2.945
15405,7916.9635,70.6,267.23,0.0002835,10,0.00011747,3.7155e-06,2.95
15406,7916.9665,71.55,267.79,0.00029,10,0.00012508,3.5355e-06,3.092
15407,7916.9666,71.57,267.8,0.0002896,10,0.00012527,3.5323e-06,3.096
15408,7916.9667,71.59,267.81,0.000299,10,0.00012575,3.5259e-06,3.099
15409,7916.9667,71.62,267.82,0.0002935,10,0.00012624,3.5192e-06,3.104
15410,7916.9668,71.64,267.84,0.000295,10,0.00012678,3.5157e-06,3.107
15411,7916.9669,71.66,267.85,0.0002942,10,0.00012718,3.5124e-06,3.11
15412,7916.9669,71.68,267.86,0.0002972,10,0.00012672,3.5095e-06,3.113
15413,7916.967,71.7,267.87,0.0003013,10,0.00012728,3.5055e-06,3.117
15414,7916.9671,71.72,267.89,0.0003014,10,0.00012852,3.5015e-06,3.12
15415,7916.9672,71.75,267.9,0.0003029,10,0.00012879,3.4958e-06,3.125
15416,7916.9702,72.71,268.46,0.0003197,10,0.00012777,3.3266e-06,3.284
15417,7916.9703,72.73,268.47,0.0003257,10,0.00012727,3.3234e-06,3.287
15418,7916.9704,72.75,268.48,0.0003296,10,0.00012852,3.3189e-06,3.292
15419,7916.9704,72.77,268.49,0.0003275,10,0.00013024,3.314e-06,3.296
15420,7916.9705,72.79,268.51,0.0003263,10,0.00013089,3.3119e-06,3.3
15421,7916.9706,72.82,268.52,0.0003298,10,0.00013204,3.3068e-06,3.306
15422,7916.9706,72.84,268.53,0.000352,10,0.00013384,3.3055e-06,3.31
15423,7916.9707,72.86,268.55,0.0004643,10,0.00013575,3.3072e-06,3.315
15424,7916.9708,72.88,268.56,0.0006112,10,0.0001381,3.3104e-06,3.319
15425,7916.9709,72.9,268.57,0.0007371,10,0.00013925,3.3109e-06,3.323
15426,7916.9739,73.86,269.12,0.0003534,10,0.00014608,3.1367e-06,3.509
15427,7916.974,73.88,269.13,0.0003762,10,0.0001532,3.1468e-06,3.516
15428,7916.974,73.9,269.14,0.0003961,10,0.0001577,3.1522e-06,3.522
15429,7916.9741,73.92,269.16,0.0004292,10,0.00016119,3.1572e-06,3.527
15430,7916.9742,73.94,269.17,0.0004903,10,0.00016313,3.1601e-06,3.532
15431,7916.9743,73.97,269.18,0.0005415,10,0.0001631,3.1565e-06,3.538
15432,7916.9743,73.99,269.2,0.000532,10,0.00016541,3.1586e-06,3.543
15433,7916.9744,74.01,269.21,0.0004264,10,0.00016372,3.1495e-06,3.547
15434,7916.9745,74.03,269.22,0.0003766,10,0.00016321,3.1407e-06,3.551
15435,7916.9745,74.05,269.23,0.0004413,10,0.00016236,3.1342e-06,3.554
15436,7916.9776,75.01,269.78,0.0003833,10,0.00016512,2.9659e-06,3.766
15437,7916.9777,75.03,269.79,0.0003961,10,0.00016385,2.9583e-06,3.77
15438,7916.9777,75.06,269.81,0.0004062,10,0.00016341,2.9516e-06,3.777
15439,7916.9778,75.08,269.82,0.0003901,10,0.00016252,2.9468e-06,3.781
15440,7916.9779,75.1,269.83,0.0004004,10,0.00016247,2.9433e-06,3.786
15441,7916.9779,75.12,269.84,0.0003994,10,0.00016167,2.9371e-06,3.79
15442,7916.978,75.14,269.86,0.0003897,10,0.00015989,2.9298e-06,3.794
15443,7916.9781,75.17,269.87,0.0003979,10,0.00015896,2.922e-06,3.801
15444,7916.9782,75.19,269.88,0.0003961,10,0.00015857,2.9176e-06,3.805
15445,7916.9782,75.21,269.89,0.0003938,10,0.00015811,2.9135e-06,3.81
15446,7916.9813,76.17,270.44,0.0007155,10,0.00015614,2.7439e-06,4.051
15447,7916.9814,76.19,270.45,0.0005162,10,0.00015321,2.7311e-06,4.055
15448,7916.9814,76.21,270.46,0.000439,10,0.00015064,2.7187e-06,4.058
15449,7916.9815,76.23,270.47,0.0004547,10,0.00014763,2.7075e-06,4.061
15450,7916.9816,76.25,270.49,0.0005396,10,0.00014476,2.6982e-06,4.065
15451,7916.9816,76.28,270.5,0.0006473,10,0.00014325,2.6884e-06,4.072
15452,7916.9817,76.3,270.51,0.0007156,10,0.00014094,2.6811e-06,4.075
15453,7916.9818,76.32,270.52,0.0007702,10,0.00013907,2.6734e-06,4.079
15454,7916.9818,76.34,270.54,0.0008029,10,0.00013877,2.6693e-06,4.084
15455,7916.9819,76.36,270.55,0.0007858,10,0.00013839,2.6654e-06,4.089
15456,7916.985,77.32,271.09,0.0004661,10,0.00013306,2.4934e-06,4.363
15457,7916.9851,77.35,271.11,0.0004683,10,0.00013436,2.4895e-06,4.374
15458,7916.9851,77.37,271.12,0.0004719,10,0.00013336,2.484e-06,4.379
15459,7916.9852,77.39,271.13,0.000473,10,0.00013595,2.4817e-06,4.389
15460,7916.9853,77.41,271.14,0.0004838,10,0.00013755,2.4787e-06,4.397
15461,7916.9853,77.44,271.16,0.0004861,10,0.000138,2.4748e-06,4.407
15462,7916.9854,77.46,271.17,0.0004878,10,0.00013924,2.4731e-06,4.414
15463,7916.9855,77.48,271.18,0.0005054,10,0.00013911,2.4705e-06,4.421
15464,7916.9855,77.5,271.19,0.0005183,10,0.00013937,2.4669e-06,4.427
15465,7916.9856,77.52,271.2,0.0005171,10,0.00013847,2.4612e-06,4.433
15466,7916.9887,78.48,271.75,0.0005275,10,0.00013728,2.2833e-06,4.762
15467,7916.9888,78.5,271.76,0.0005189,10,0.00013811,2.2798e-06,4.77
15468,7916.9888,78.52,271.77,0.00052,10,0.00013793,2.2755e-06,4.777
15469,7916.9889,78.55,271.78,0.0005316,10,0.0001395,2.272e-06,4.791
15470,7916.989,78.57,271.79,0.0005262,10,0.00013987,2.2674e-06,4.799
15471,7916.989,78.59,271.81,0.000532,10,0.00013934,2.2642e-06,4.806
15472,7916.9891,78.61,271.82,0.000532,10,0.00014039,2.2611e-06,4.815
15473,7916.9892,78.63,271.83,0.0005431,10,0.00014114,2.2585e-06,4.823
15474,7916.9892,78.66,271.84,0.0005401,10,0.00014243,2.2547e-06,4.836
15475,7916.9893,78.68,271.86,0.00054,10,0.00014195,2.2506e-06,4.843
15476,7916.9924,79.64,272.4,0.0006461,10,0.00015575,2.0939e-06,5.262
15477,7916.9925,79.67,272.41,0.0006569,10,0.00015484,2.0866e-06,5.275
15478,7916.9925,79.69,272.43,0.0006515,10,0.0001549,2.0831e-06,5.284
15479,7916.9926,79.71,272.44,0.0006421,10,0.00015375,2.077e-06,5.291
15480,7916.9927,79.73,272.45,0.0006446,10,0.00015418,2.0735e-06,5.301
15481,7916.9928,79.75,272.46,0.0006626,10,0.00015299,2.0684e-06,5.308
15482,7916.9928,79.78,272.47,0.0006711,10,0.00015182,2.0603e-06,5.32
15483,7916.9929,79.8,272.49,0.0006719,10,0.00015072,2.0547e-06,5.328
15484,7916.993,79.82,272.5,0.0006785,10,0.00015114,2.0514e-06,5.338
15485,7916.993,79.84,272.51,0.0006786,10,0.00015118,2.0474e-06,5.347
15486,7916.9961,80.81,273.05,0.0008109,10,0.00018673,1.9441e-06,5.9
15487,7916.9962,80.83,273.07,0.0008086,10,0.00018857,1.9455e-06,5.914
15488,7916.9963,80.85,273.08,0.0008045,10,0.00018848,1.9421e-06,5.925
15489,7916.9963,80.87,273.09,0.0008053,10,0.00018822,1.9378e-06,5.936
15490,7916.9964,80.89,273.1,0.0008167,10,0.00018849,1.9346e-06,5.948
15491,7916.9965,80.92,273.11,0.0008133,10,0.00018707,1.9266e-06,5.964
15492,7916.9965,80.94,273.13,0.0008266,10,0.00018758,1.9242e-06,5.976
15493,7916.9966,80.96,273.14,0.0008361,10,0.00018758,1.9205e-06,5.988
15494,7916.9967,80.98,273.15,0.0008245,10,0.00018616,1.9142e-06,5.997
15495,7916.9967,81,273.16,0.0008316,10,0.00018602,1.9103e-06,6.009
15496,7917.0012,82.39,273.94,0.001065,11,0.00016985,1.6437e-06,6.911
15497,7917.0013,82.42,273.96,0.001053,11,0.00017065,1.6418e-06,6.936
15498,7917.0014,82.45,273.97,0.00107,11,0.00016998,1.6361e-06,6.958
15499,7917.0015,82.47,273.99,0.001093,11,0.00017256,1.6404e-06,6.981
15500,7917.0015,82.5,274,0.001118,11,0.00017268,1.6366e-06,7.004
15501,7917.0016,82.53,274.02,0.001104,11,0.00017213,1.6312e-06,7.027
15502,7917.0017,82.55,274.04,0.001115,11,0.00017463,1.6357e-06,7.049
15503,7917.0018,82.58,274.05,0.001125,11,0.00017525,1.6334e-06,7.075
15504,7917.005,83.57,274.61,0.001511,12,0.00017466,1.5393e-06,7.966
15505,7917.0051,83.61,274.63,0.00153,12,0.00017165,1.5273e-06,7.995
15506,7917.0052,83.66,274.65,0.001554,12,0.00017128,1.5245e-06,8.044
15507,7917.0054,83.7,274.68,0.001568,12,0.00016925,1.5162e-06,8.077
15508,7917.0055,83.74,274.7,0.001581,12,0.00016255,1.4911e-06,8.087
15509,7917.0088,84.77,275.28,0.002659,12,0.00017791,1.6298e-06,9.41
15510,7917.0091,84.84,275.32,0.002768,12,0.00017836,1.6488e-06,9.511
15511,7917.0093,84.91,275.36,0.002849,12,0.00017561,1.6491e-06,9.595
15512,7917.5203,84.61,85.03,0.001579,12,9.2383e-05,1.2788e-06,8.852
15513,7917.5233,83.68,85.55,0.001142,11,8.9751e-05,1.316e-06,7.823
15514,7917.527,82.53,86.2,0.001166,12,8.0774e-05,1.4914e-06,6.788
15515,7917.5304,81.48,86.8,0.0006898,10,8.0878e-05,1.6877e-06,6.107
15516,7917.5306,81.43,86.83,0.0006813,10,8.2119e-05,1.6958e-06,6.086
15517,7917.5307,81.37,86.86,0.0006614,10,8.4221e-05,1.7058e-06,6.063
15518,7917.5309,81.32,86.89,0.0006453,10,8.3609e-05,1.7162e-06,6.03
15519,7917.5341,80.31,87.45,0.000593,10,8.0155e-05,1.9173e-06,5.481
15520,7917.5343,80.27,87.48,0.0005919,10,7.9967e-05,1.9266e-06,5.461
15521,7917.5344,80.23,87.5,0.0005904,10,8.1401e-05,1.9312e-06,5.448
15522,7917.5345,80.18,87.53,0.000579,10,8.2497e-05,1.9401e-06,5.43
15523,7917.5347,80.14,87.55,0.0005718,10,8.1452e-05,1.9501e-06,5.406
15524,7917.5378,79.17,88.1,0.0009305,10,9.5139e-05,2.1529e-06,5.025
15525,7917.5379,79.13,88.12,0.0007468,10,9.5019e-05,2.1583e-06,5.008
15526,7917.538,79.1,88.14,0.0005693,10,9.2327e-05,2.1564e-06,4.989
15527,7917.5381,79.06,88.16,0.0004662,10,8.8675e-05,2.1579e-06,4.963
15528,7917.5383,79.02,88.18,0.0004488,10,8.6686e-05,2.1626e-06,4.941
15529,7917.5384,78.99,88.2,0.000448,10,8.5175e-05,2.172e-06,4.925
15530,7917.5415,78.01,88.76,0.0004613,10,6.903e-05,2.4444e-06,4.52
15531,7917.5416,77.98,88.78,0.0004577,10,7.0684e-05,2.4351e-06,4.516
15532,7917.5417,77.96,88.79,0.0004702,10,7.032e-05,2.439e-06,4.508
15533,7917.5417,77.93,88.8,0.0004564,10,7.14e-05,2.4357e-06,4.502
15534,7917.5418,77.91,88.82,0.0004541,10,6.9964e-05,2.4519e-06,4.491
15535,7917.5419,77.88,88.83,0.0004569,10,7.0781e-05,2.4512e-06,4.484
15536,7917.542,77.86,88.84,0.0004466,10,7.1316e-05,2.4527e-06,4.479
15537,7917.5421,77.84,88.86,0.0004225,10,7.2292e-05,2.4492e-06,4.476
15538,7917.5421,77.81,88.87,0.0004595,10,7.3217e-05,2.4458e-06,4.469
15539,7917.5452,76.86,89.41,0.0004039,10,6.7772e-05,2.6854e-06,4.168
15540,7917.5453,76.84,89.43,0.000384,10,6.8796e-05,2.6794e-06,4.165
15541,7917.5453,76.82,89.44,0.0003999,10,6.8687e-05,2.6776e-06,4.159
15542,7917.5454,76.79,89.45,0.0003887,10,6.9551e-05,2.6773e-06,4.153
15543,7917.5455,76.77,89.46,0.0003894,10,6.8179e-05,2.6973e-06,4.144
15544,7917.5455,76.75,89.48,0.0003887,10,6.891e-05,2.6921e-06,4.14
15545,7917.5456,76.73,89.49,0.0003794,10,6.8061e-05,2.7058e-06,4.132
15546,7917.5457,76.71,89.5,0.0003666,10,6.8085e-05,2.7146e-06,4.127
15547,7917.5457,76.68,89.51,0.0003664,10,6.7679e-05,2.7279e-06,4.117
15548,7917.5458,76.66,89.53,0.0003563,10,6.7815e-05,2.7238e-06,4.112
15549,7917.5489,75.7,90.08,0.001064,11,6.5549e-05,3.0131e-06,3.861
15550,7917.549,75.67,90.09,0.001089,11,6.6041e-05,3.006e-06,3.855
15551,7917.549,75.65,90.1,0.001041,11,6.6325e-05,3.0035e-06,3.851
15552,7917.5491,75.63,90.12,0.0008896,10,6.5418e-05,3.0138e-06,3.844
15553,7917.5492,75.61,90.13,0.000677,10,6.2029e-05,3.0735e-06,3.83
15554,7917.5493,75.59,90.14,0.0004571,10,5.9555e-05,3.1102e-06,3.819
15555,7917.5493,75.56,90.15,0.0004304,10,5.8158e-05,3.133e-06,3.808
15556,7917.5494,75.54,90.17,0.0006458,10,5.5641e-05,3.1856e-06,3.795
15557,7917.5495,75.52,90.18,0.0009524,10,5.1632e-05,3.3062e-06,3.776
15558,7917.5495,75.5,90.19,0.001285,11,4.8839e-05,3.4e-06,3.761
15559,7917.5526,74.55,90.74,0.0003145,10,5.703e-05,3.379e-06,3.584
15560,7917.5526,74.53,90.75,0.0003168,10,5.793e-05,3.3557e-06,3.582
15561,7917.5527,74.51,90.76,0.0003138,10,5.7164e-05,3.3769e-06,3.576
15562,7917.5528,74.48,90.77,0.0003116,10,5.6212e-05,3.4127e-06,3.567
15563,7917.5529,74.46,90.79,0.000314,10,5.5723e-05,3.4397e-06,3.562
15564,7917.5529,74.44,90.8,0.0003057,10,5.6229e-05,3.4242e-06,3.559
15565,7917.553,74.42,90.81,0.0003124,10,5.7253e-05,3.4017e-06,3.558
15566,7917.5531,74.4,90.82,0.0003008,10,5.6332e-05,3.4345e-06,3.551
15567,7917.5531,74.37,90.84,0.0003062,10,5.6552e-05,3.4339e-06,3.546
15568,7917.5532,74.35,90.85,0.0003112,10,5.6335e-05,3.4437e-06,3.541
15569,7917.5563,73.39,91.41,0.000281,10,4.9905e-05,3.9226e-06,3.343
15570,7917.5564,73.36,91.42,0.0002978,10,5.0022e-05,3.9312e-06,3.338
15571,7917.5564,73.34,91.43,0.0002914,10,4.9051e-05,3.9834e-06,3.332
15572,7917.5565,73.32,91.45,0.0002761,10,4.9043e-05,3.9947e-06,3.328
15573,7917.5566,73.3,91.46,0.0002735,10,5.0057e-05,3.9367e-06,3.327
15574,7917.5566,73.28,91.47,0.0002794,10,5.098e-05,3.8939e-06,3.326
15575,7917.5567,73.25,91.48,0.0002841,10,4.9885e-05,3.9574e-06,3.318
15576,7917.5568,73.23,91.5,0.0002857,10,5.0291e-05,3.9412e-06,3.316
15577,7917.5569,73.21,91.51,0.0002755,10,5.0462e-05,3.9398e-06,3.313
15578,7917.5569,73.19,91.52,0.0002827,10,5.1402e-05,3.8911e-06,3.312
15579,7917.5599,72.25,92.07,0.000255,10,4.4776e-05,4.5242e-06,3.139
15580,7917.56,72.22,92.09,0.000261,10,4.3615e-05,4.628e-06,3.131
15581,7917.5601,72.2,92.1,0.0002564,10,4.3566e-05,4.6394e-06,3.128
15582,7917.5602,72.18,92.11,0.0002642,10,4.3581e-05,4.6421e-06,3.125
15583,7917.5602,72.16,92.12,0.0002721,10,4.4754e-05,4.5472e-06,3.125
15584,7917.5603,72.14,92.14,0.0002599,10,4.4029e-05,4.6111e-06,3.12
15585,7917.5604,72.11,92.15,0.0002584,10,4.374e-05,4.6475e-06,3.114
15586,7917.5604,72.09,92.16,0.0002554,10,4.3164e-05,4.7012e-06,3.11
15587,7917.5605,72.07,92.17,0.0002561,10,4.327e-05,4.7148e-06,3.107
15588,7917.5606,72.05,92.19,0.0002544,10,4.3164e-05,4.7229e-06,3.104
15589,7917.565,70.67,93,0.0002566,10,4.1157e-05,5.2974e-06,2.907
15590,7917.5651,70.64,93.01,0.0003006,10,4.0934e-05,5.3354e-06,2.903
